序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,黃文政,111年新竹市議員選舉,首次申報,1110524,交通旅運支出,台灣中油,46056505,0.00,133.00,,,,油資,金錢,,,否,,,,,,,
2,黃文政,111年新竹市議員選舉,首次申報,1110601,雜支支出,榮裕製麵舖,08694905,0.00,450.00,,,,便餐,金錢,,,否,,,,,,,
3,黃文政,111年新竹市議員選舉,首次申報,1110601,雜支支出,百悅商行,39985647,0.00,470.00,,,,餅乾,金錢,,,否,,,,,,,
4,黃文政,111年新竹市議員選舉,首次申報,1110601,雜支支出,中央拾元店,40994074,0.00,143.00,,,,文具,金錢,,,否,,,,,,,
5,黃文政,111年新竹市議員選舉,首次申報,1110601,雜支支出,永成企業商行,73839638,0.00,4440.00,,,,雜支,金錢,新竹市南大路****,,否,,,,,,,
6,黃文政,111年新竹市議員選舉,首次申報,1110601,雜支支出,新寶雙商號,81915264,0.00,260.00,,,,肉,金錢,,,否,,,,,,,
7,黃文政,111年新竹市議員選舉,首次申報,1110602,雜支支出,小上海燉品屋,08728150,0.00,700.00,,,,便餐,金錢,,,否,,,,,,,
8,黃文政,111年新竹市議員選舉,首次申報,1110602,雜支支出,珍倆相好商行,73846981,0.00,300.00,,,,雜支,金錢,新竹市東區復****,,否,,,,,,,
9,黃文政,111年新竹市議員選舉,首次申報,1110603,雜支支出,竹蓮油飯,20145052,0.00,2550.00,,,,便餐,金錢,,,否,,,,,,,
10,黃文政,111年新竹市議員選舉,首次申報,1110604,雜支支出,竹蓮油飯,20145052,0.00,5000.00,,,,便餐,金錢,,,否,,,,,,,
11,黃文政,111年新竹市議員選舉,首次申報,1110604,雜支支出,珍倆相好商行,73846981,0.00,4680.00,,,,雜支,金錢,新竹市東區復****,,否,,,,,,,
12,黃文政,111年新竹市議員選舉,首次申報,1110605,雜支支出,竹蓮油飯,20145052,0.00,5000.00,,,,便餐,金錢,,,否,,,,,,,
13,黃文政,111年新竹市議員選舉,首次申報,1110605,雜支支出,聖蓮水果行,37977678,0.00,3375.00,,,,水果,金錢,,,否,,,,,,,
14,黃文政,111年新竹市議員選舉,首次申報,1110606,雜支支出,百悅商行,39985647,0.00,960.00,,,,雜支,金錢,,,否,,,,,,,
15,黃文政,111年新竹市議員選舉,首次申報,1110606,雜支支出,永成企業商行,73839638,0.00,320.00,,,,便當盒,金錢,,,否,,,,,,,
16,黃文政,111年新竹市議員選舉,首次申報,1110607,雜支支出,榮裕製麵舖,08694905,0.00,395.00,,,,便餐,金錢,,,否,,,,,,,
17,黃文政,111年新竹市議員選舉,首次申報,1110607,交通旅運支出,台灣中油,23253239,0.00,1531.00,,,,油資,金錢,,,否,,,,,,,
18,黃文政,111年新竹市議員選舉,首次申報,1110607,雜支支出,新寶雙商號,81915264,0.00,320.00,,,,肉,金錢,,,否,,,,,,,
19,黃文政,111年新竹市議員選舉,首次申報,1110608,雜支支出,榮裕製麵舖,08694905,0.00,500.00,,,,切版,金錢,,,否,,,,,,,
20,黃文政,111年新竹市議員選舉,首次申報,1110608,雜支支出,絲想創意廣告社,39989566,0.00,1070.00,,,,A色紙、名片,金錢,,,否,,,,,,,
