序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
129,洪孟楷,109年立法委員選舉,第一次賸餘,1091025,當選後與其公務有關之費用支出,台灣中油,01490119,0.00,1029.00,,,,油資,金錢,臺北市中正區****,02-2*****,,,,,,,
130,洪孟楷,109年立法委員選舉,第一次賸餘,1091027,當選後與其公務有關之費用支出,晴晴花藝有限公司,27346239,0.00,3000.00,,,,聯誼交際費用,金錢,臺北市文山區****,2393*****,,,,,,,
131,洪孟楷,109年立法委員選舉,第一次賸餘,1091030,當選後與其公務有關之費用支出,陽光市民加油站,31815058,0.00,1162.00,,,,油資,金錢,臺北市大安區****,02-2*****,,,,,,,
132,洪孟楷,109年立法委員選舉,第一次賸餘,1091101,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
133,洪孟楷,109年立法委員選舉,第一次賸餘,1091102,當選後與其公務有關之費用支出,福泰鮮花店,99496806,0.00,1500.00,,,,聯誼交際費用,金錢,新北市泰山區****,2909*****,,,,,,,
134,洪孟楷,109年立法委員選舉,第一次賸餘,1091102,當選後與其公務有關之費用支出,福泰鮮花店,99496806,0.00,1500.00,,,,聯誼交際費用,金錢,新北市泰山區****,2909*****,,,,,,,
135,洪孟楷,109年立法委員選舉,第一次賸餘,1091104,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
136,洪孟楷,109年立法委員選舉,第一次賸餘,1091104,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
137,洪孟楷,109年立法委員選舉,第一次賸餘,1091106,當選後與其公務有關之費用支出,台亞林口中山站,31439028,0.00,1211.00,,,,油資,金錢,新北市林口區****,02-2*****,,,,,,,
138,洪孟楷,109年立法委員選舉,第一次賸餘,1091106,當選後與其公務有關之費用支出,潘潘禮品行,92872642,0.00,1900.00,,,,聯誼交際費用,金錢,新北市新莊區****,2296*****,,,,,,,
139,洪孟楷,109年立法委員選舉,第一次賸餘,1091106,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,289.00,,,,電話網路費用,金錢,新北市永和區****,0800*****,,,,,,,
140,洪孟楷,109年立法委員選舉,第一次賸餘,1091107,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
141,洪孟楷,109年立法委員選舉,第一次賸餘,1091107,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
142,洪孟楷,109年立法委員選舉,第一次賸餘,1091108,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
143,洪孟楷,109年立法委員選舉,第一次賸餘,1091110,當選後與其公務有關之費用支出,全國南港加油站,17766268,0.00,1000.00,,,,油資,金錢,臺北市南港區****,02-2*****,,,,,,,
144,洪孟楷,109年立法委員選舉,第一次賸餘,1091110,當選後與其公務有關之費用支出,捷盛印務有限公司,27828931,0.00,1680.00,,,,製作宣傳廣告費用,金錢,臺北市中山區****,02-2*****,,,,,,,
145,洪孟楷,109年立法委員選舉,第一次賸餘,1091111,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
146,洪孟楷,109年立法委員選舉,第一次賸餘,1091112,當選後與其公務有關之費用支出,車容坊辛亥站,31932458,0.00,1170.00,,,,油資,金錢,臺北市文山區****,02-2*****,,,,,,,
147,洪孟楷,109年立法委員選舉,第一次賸餘,1091113,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
148,洪孟楷,109年立法委員選舉,第一次賸餘,1091114,當選後與其公務有關之費用支出,台亞加油站,31439028,0.00,1051.00,,,,油資,金錢,新北市林口區****,02-2*****,,,,,,,
149,洪孟楷,109年立法委員選舉,第一次賸餘,1091117,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
150,洪孟楷,109年立法委員選舉,第一次賸餘,1091117,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,2369*****,,,,,,,
151,洪孟楷,109年立法委員選舉,第一次賸餘,1091117,當選後與其公務有關之費用支出,陽光市民加油站,31815058,0.00,1000.00,,,,油資,金錢,臺北市大安區****,02-2*****,,,,,,,
152,洪孟楷,109年立法委員選舉,第一次賸餘,1091118,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
153,洪孟楷,109年立法委員選舉,第一次賸餘,1091121,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
154,洪孟楷,109年立法委員選舉,第一次賸餘,1091121,當選後與其公務有關之費用支出,花客來花店,50676289,0.00,3600.00,,,,聯誼交際費用,金錢,新北市永和區****,02-2*****,,,,,,,
155,洪孟楷,109年立法委員選舉,第一次賸餘,1091121,當選後與其公務有關之費用支出,中泰加油站,97491798,0.00,1215.00,,,,油資,金錢,新北市泰山區****,02-2*****,,,,,,,
156,洪孟楷,109年立法委員選舉,第一次賸餘,1091124,當選後與其公務有關之費用支出,台灣中油,01606343,0.00,1070.00,,,,油資,金錢,臺北市松山區****,02-2*****,,,,,,,
157,洪孟楷,109年立法委員選舉,第一次賸餘,1091125,當選後與其公務有關之費用支出,潘潘禮品行,92872642,0.00,7500.00,,,,聯誼交際費用,金錢,新北市新莊區****,2296*****,,,,,,,
158,洪孟楷,109年立法委員選舉,第一次賸餘,1091127,當選後與其公務有關之費用支出,永錡加油站,97370730,0.00,1097.00,,,,油資,金錢,新北市泰山區****,02-2*****,,,,,,,
159,洪孟楷,109年立法委員選舉,第一次賸餘,1091129,當選後與其公務有關之費用支出,大全加油站,97358074,0.00,1000.00,,,,油資,金錢,新北市新莊區****,02-8*****,,,,,,,
160,洪孟楷,109年立法委員選舉,第一次賸餘,1091201,當選後與其公務有關之費用支出,和運租車,70364778,0.00,37000.00,,,,當選後與其公務有關之費用支出,金錢,臺北市中山區****,02-2*****,,,,,,,
161,洪孟楷,109年立法委員選舉,第一次賸餘,1091202,當選後與其公務有關之費用支出,阿三哥水果城,14490400,0.00,1000.00,,,,聯誼交際費用,金錢,新北市三芝區****,2686*****,,,,,,,
162,洪孟楷,109年立法委員選舉,第一次賸餘,1091202,當選後與其公務有關之費用支出,車容坊辛亥站,31932458,0.00,1112.00,,,,油資,金錢,臺北市文山區****,02-2*****,,,,,,,
163,洪孟楷,109年立法委員選舉,第一次賸餘,1091203,當選後與其公務有關之費用支出,大地通開發廣告行銷,24428026,0.00,6649.00,,,,製作宣傳廣告費用,金錢,新北市淡水區****,2629*****,,,,,,,
164,洪孟楷,109年立法委員選舉,第一次賸餘,1091204,當選後與其公務有關之費用支出,晴晴花藝有限公司,27346239,0.00,1500.00,,,,聯誼交際費用,金錢,臺北市文山區****,02-2*****,,,,,,,
165,洪孟楷,109年立法委員選舉,第一次賸餘,1091205,當選後與其公務有關之費用支出,台灣中油淡海新市鎮站,14176232,0.00,1180.00,,,,油資,金錢,新北市淡水區****,02-2*****,,,,,,,
166,洪孟楷,109年立法委員選舉,第一次賸餘,1091206,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
167,洪孟楷,109年立法委員選舉,第一次賸餘,1091207,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
168,洪孟楷,109年立法委員選舉,第一次賸餘,1091207,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
169,洪孟楷,109年立法委員選舉,第一次賸餘,1091208,當選後與其公務有關之費用支出,福華加油站,22868379,0.00,1165.00,,,,油資,金錢,臺北市文山區****,02-2*****,,,,,,,
170,洪孟楷,109年立法委員選舉,第一次賸餘,1091210,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
171,洪孟楷,109年立法委員選舉,第一次賸餘,1091210,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,404.00,,,,電話網路費用,金錢,新北市永和區****,0800*****,,,,,,,
172,洪孟楷,109年立法委員選舉,第一次賸餘,1091211,當選後與其公務有關之費用支出,台亞林口忠孝加油站,31439012,0.00,1113.00,,,,油資,金錢,新北市林口區****,02-2*****,,,,,,,
173,洪孟楷,109年立法委員選舉,第一次賸餘,1091211,當選後與其公務有關之費用支出,善富蓁商行,80931809,0.00,1600.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
174,洪孟楷,109年立法委員選舉,第一次賸餘,1091212,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
175,洪孟楷,109年立法委員選舉,第一次賸餘,1091213,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
176,洪孟楷,109年立法委員選舉,第一次賸餘,1091214,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
177,洪孟楷,109年立法委員選舉,第一次賸餘,1091218,當選後與其公務有關之費用支出,陽光市民加油站,31815058,0.00,1226.00,,,,油資,金錢,臺北市大安區****,02-2*****,,,,,,,
178,洪孟楷,109年立法委員選舉,第一次賸餘,1091219,當選後與其公務有關之費用支出,台灣中油桂林路站,77144981,0.00,1160.00,,,,油資,金錢,臺北市萬華區****,02-2*****,,,,,,,
179,洪孟楷,109年立法委員選舉,第一次賸餘,1091226,當選後與其公務有關之費用支出,花卉營業人,01226028,0.00,1200.00,,,,聯誼交際費用,金錢,臺北市內湖區****,0911*****,,,,,,,
180,洪孟楷,109年立法委員選舉,第一次賸餘,1091226,當選後與其公務有關之費用支出,陽光市民加油站,31815058,0.00,1066.00,,,,油資,金錢,臺北市大安區****,02-2*****,,,,,,,
181,洪孟楷,109年立法委員選舉,第一次賸餘,1091228,當選後與其公務有關之費用支出,新弘光國際傳播股份有限公司,13074882,0.00,525.00,,,,當選後與其公務有關之費用支出,金錢,臺北市內湖區****,02-2*****,,,,,,,
182,洪孟楷,109年立法委員選舉,第一次賸餘,1091229,當選後與其公務有關之費用支出,利民鮮花店,37509210,0.00,1200.00,,,,聯誼交際費用,金錢,新北市三芝區****,2636*****,,,,,,,
