序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
31,無黨團結聯盟,,109,1091028,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
32,無黨團結聯盟,,109,1091028,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
33,無黨團結聯盟,,109,1091028,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
34,無黨團結聯盟,,109,1091028,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
35,無黨團結聯盟,,109,1091028,業務費用支出,寒舍餐旅管理顧問有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
36,無黨團結聯盟,,109,1091028,業務費用支出,寒舍餐旅管理顧問有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
37,無黨團結聯盟,,109,1091028,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
38,無黨團結聯盟,,109,1091130,公共關係費用支出,漢來國際飯店股份有限公司,23827284,0.00,5775.00,,,,聯誼交際費用,金錢,高雄市前金區****,,,,,,,,
39,無黨團結聯盟,,109,1091130,公共關係費用支出,漢來美食台北世貿,83758748,0.00,51938.00,,,,聯誼交際費用,金錢,台北市信義區****,,,,,,,,
40,無黨團結聯盟,,109,1091130,業務費用支出,寒舍餐旅管理顧問股份有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
41,無黨團結聯盟,,109,1091130,業務費用支出,寒舍餐旅管理顧問股份有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
42,無黨團結聯盟,,109,1091130,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
43,無黨團結聯盟,,109,1091130,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
44,無黨團結聯盟,,109,1091130,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
45,無黨團結聯盟,,109,1091130,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
46,無黨團結聯盟,,109,1091130,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
47,無黨團結聯盟,,109,1091130,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
48,無黨團結聯盟,,109,1091130,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,603.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
49,無黨團結聯盟,,109,1091130,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,603.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
50,無黨團結聯盟,,109,1091130,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,603.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
51,無黨團結聯盟,,109,1091130,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,662.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
52,無黨團結聯盟,,109,1091130,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,575.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
53,無黨團結聯盟,,109,1091130,業務費用支出,立榮航空股份有限公司,22958771,0.00,561.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
54,無黨團結聯盟,,109,1091130,業務費用支出,立榮航空股份有限公司,22958771,0.00,666.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
55,無黨團結聯盟,,109,1091130,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,603.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
56,無黨團結聯盟,,109,1091130,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,575.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
57,無黨團結聯盟,,109,1091130,業務費用支出,立榮航空股份有限公司,22958771,0.00,589.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
58,無黨團結聯盟,,109,1091130,業務費用支出,立榮航空股份有限公司,22958771,0.00,589.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
59,無黨團結聯盟,,109,1091130,公共關係費用支出,昇恒昌股份有限公司,89400818,0.00,62100.00,,,,酒款,金錢,臺北市內湖區****,,,,,,,,
60,無黨團結聯盟,,109,1091231,業務費用支出,寒舍餐旅管理顧問股份有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
61,無黨團結聯盟,,109,1091231,業務費用支出,寒舍餐旅管理顧問股份有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
62,無黨團結聯盟,,109,1091231,業務費用支出,寒舍餐旅管理顧問股份有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
63,無黨團結聯盟,,109,1091231,業務費用支出,寒舍餐旅管理顧問股份有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
64,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
65,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
66,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
67,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
68,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,730.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
69,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,720.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
70,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
71,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
72,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,2440.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
73,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
74,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,745.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
75,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
76,無黨團結聯盟,,109,1091231,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,603.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
77,無黨團結聯盟,,109,1091231,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,662.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
78,無黨團結聯盟,,109,1091231,業務費用支出,立榮航空股份有限公司,22958771,0.00,589.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
79,無黨團結聯盟,,109,1091231,業務費用支出,立榮航空股份有限公司,22958771,0.00,666.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
80,無黨團結聯盟,,109,1091231,業務費用支出,立榮航空股份有限公司,22958771,0.00,589.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
81,無黨團結聯盟,,109,1091231,業務費用支出,立榮航空股份有限公司,22958771,0.00,561.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
82,無黨團結聯盟,,109,1091231,業務費用支出,立榮航空股份有限公司,22958771,0.00,589.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
83,無黨團結聯盟,,109,1091231,業務費用支出,立榮航空股份有限公司,22958771,0.00,666.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
84,無黨團結聯盟,,109,1091231,業務費用支出,華信航空股份有限公司馬公營業所,87750937,0.00,603.00,,,,差旅費-機票款,金錢,澎湖縣湖西鄉****,,,,,,,,
85,無黨團結聯盟,,109,1091231,業務費用支出,立榮航空股份有限公司,22958771,0.00,561.00,,,,差旅費-機票款,金錢,臺北市中山區****,,,,,,,,
86,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,395.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
87,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,395.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
88,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1220.00,,,,差旅費-高鐵,金錢,臺北市內湖區****,,,,,,,,
89,無黨團結聯盟,,109,1091231,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1100.00,,,,差旅費-高鐵,金錢,臺北市南港區****,,,,,,,,
90,無黨團結聯盟,,109,1091231,業務費用支出,寒舍餐旅管理顧問股份有限公司,70471881,0.00,4389.00,,,,差旅膳宿費用,金錢,臺北市中正區****,,,,,,,,
91,無黨團結聯盟,,109,1091231,公共關係費用支出,漢來美食股份有限公司高雄分公司,80352955,0.00,70312.00,,,,聯誼交際費用,金錢,高雄市前金區****,,,,,,,,
92,無黨團結聯盟,,109,1091231,繳庫支出,監察院,03753307,0.00,400000.00,,,,繳庫,金錢,台北市忠孝東****,,,,,,,,
