序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
56,林德福,105年立法委員選舉,第三次賸餘,1070208,當選後與其公務有關之費用支出,和億生活股份有限公司,42266699,0.00,851.00,餐飲支出,金錢,,,
57,林德福,105年立法委員選舉,第三次賸餘,1070208,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,2177.00,電信費用-中華電信費,金錢,,,
58,林德福,105年立法委員選舉,第三次賸餘,1070209,當選後與其公務有關之費用支出,新視波有線電視股份有限公司,,0.00,1500.00,有線電視-收視費,金錢,,,
59,林德福,105年立法委員選舉,第三次賸餘,1070211,當選後與其公務有關之費用支出,335-NB,,0.00,145.00,搭乘交通工具支出,金錢,,,
60,林德福,105年立法委員選舉,第三次賸餘,1070212,當選後與其公務有關之費用支出,台灣中油股份有限公司,01490119,0.00,1138.00,油資,金錢,,,
61,林德福,105年立法委員選舉,第三次賸餘,1070212,當選後與其公務有關之費用支出,京站實業股份有限公司,28710621,0.00,1040.00,餐飲支出,金錢,,,
62,林德福,105年立法委員選舉,第三次賸餘,1070212,當選後與其公務有關之費用支出,微風廣場,89477962,0.00,5148.00,餐飲支出,金錢,,,
63,林德福,105年立法委員選舉,第三次賸餘,1070213,當選後與其公務有關之費用支出,杏一醫療用品股份有限公司,42467730,0.00,459.00,聯誼交際費用-活靈芝禮盒,金錢,,,
64,林德福,105年立法委員選舉,第三次賸餘,1070213,當選後與其公務有關之費用支出,群欣置業股份有限公司,54352494,0.00,495.00,餐飲支出,金錢,,,
65,林德福,105年立法委員選舉,第三次賸餘,1070214,當選後與其公務有關之費用支出,台北捷運股份有限公司,,0.00,700.00,搭乘交通工具支出,金錢,,,
66,林德福,105年立法委員選舉,第三次賸餘,1070216,當選後與其公務有關之費用支出,德安加油站,96907299,0.00,726.00,油資,金錢,,,
67,林德福,105年立法委員選舉,第三次賸餘,1070220,當選後與其公務有關之費用支出,康帝園有限公司,27719510,0.00,4750.00,餐飲支出,金錢,,,
68,林德福,105年立法委員選舉,第三次賸餘,1070220,當選後與其公務有關之費用支出,和億生活股份有限公司,42266699,0.00,821.00,餐飲支出,金錢,,,
69,林德福,105年立法委員選舉,第三次賸餘,1070221,當選後與其公務有關之費用支出,中華郵政股份有限公司,,0.00,80.00,郵寄競選物品或宣傳廣告支出,金錢,,,
70,林德福,105年立法委員選舉,第三次賸餘,1070222,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,1598.00,電信費用--台灣大哥大電信費,金錢,,,
71,林德福,105年立法委員選舉,第三次賸餘,1070223,當選後與其公務有關之費用支出,成美水果行,01221017,0.00,5500.00,聯誼交際費用-水果批,金錢,,,
72,林德福,105年立法委員選舉,第三次賸餘,1070223,當選後與其公務有關之費用支出,儀美科技有限公司,27845657,0.00,4754.00,製作競選物品支出-宣傳品影印費,金錢,,,
73,林德福,105年立法委員選舉,第三次賸餘,1070223,當選後與其公務有關之費用支出,勇宏實業有限公司,79960349,0.00,6200.00,製作宣傳廣告支出-宣傳品印刷費,金錢,,,
74,林德福,105年立法委員選舉,第三次賸餘,1070223,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,2259.00,電信費用-中華電信費,金錢,,,
75,林德福,105年立法委員選舉,第三次賸餘,1070225,當選後與其公務有關之費用支出,台灣中油股份有限公司,12882008,0.00,1101.00,油資,金錢,,,
76,林德福,105年立法委員選舉,第三次賸餘,1070225,當選後與其公務有關之費用支出,台灣中油股份有限公司,66902331,0.00,1173.00,油資,金錢,,,
77,林德福,105年立法委員選舉,第三次賸餘,1070228,當選後與其公務有關之費用支出,文化派報社,,0.00,900.00,書報雜誌費用-報費,金錢,,,
78,林德福,105年立法委員選舉,第三次賸餘,1070228,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,8000.00,聯誼交際費用-高架花籃批,金錢,,,
79,林德福,105年立法委員選舉,第三次賸餘,1070301,當選後與其公務有關之費用支出,旺旺友聯產物保險公司,,0.00,2039.00,宣傳車輛強制保險費,金錢,,,
80,林德福,105年立法委員選舉,第三次賸餘,1070302,當選後與其公務有關之費用支出,臺一牛奶大王,52925735,0.00,931.00,餐飲支出,金錢,,,
81,林德福,105年立法委員選舉,第三次賸餘,1070302,當選後與其公務有關之費用支出,香色有限公司,54834535,0.00,2541.00,餐飲支出,金錢,,,
82,林德福,105年立法委員選舉,第三次賸餘,1070304,當選後與其公務有關之費用支出,食育有限公司,24938219,0.00,1815.00,餐飲支出,金錢,,,
83,林德福,105年立法委員選舉,第三次賸餘,1070304,當選後與其公務有關之費用支出,波奇餐坊,25552508,0.00,2000.00,餐飲支出,金錢,,,
84,林德福,105年立法委員選舉,第三次賸餘,1070305,當選後與其公務有關之費用支出,酒留米有限公司,54328777,0.00,1551.00,餐飲支出,金錢,,,
85,林德福,105年立法委員選舉,第三次賸餘,1070306,當選後與其公務有關之費用支出,源裕豐國際股份有限公司,53527600,0.00,740.00,餐飲支出,金錢,,,
86,林德福,105年立法委員選舉,第三次賸餘,1070311,當選後與其公務有關之費用支出,這一鍋餐飲股份有限公司,54500087,0.00,1186.00,餐飲支出,金錢,,,
87,林德福,105年立法委員選舉,第三次賸餘,1070312,當選後與其公務有關之費用支出,528-A8,,0.00,80.00,搭乘交通工具支出,金錢,,,
88,林德福,105年立法委員選舉,第三次賸餘,1070312,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,29200.00,聯誼交際費用-高架花籃批,金錢,,,
89,林德福,105年立法委員選舉,第三次賸餘,1070312,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,2360.00,電信費用-中華電信費,金錢,,,
90,林德福,105年立法委員選舉,第三次賸餘,1070313,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,799.00,電信費用-台灣大哥大電信費,金錢,,,
91,林德福,105年立法委員選舉,第三次賸餘,1070316,當選後與其公務有關之費用支出,台北自來水公司,03774909,0.00,257.00,水電瓦斯費用-水費,金錢,,,
92,林德福,105年立法委員選舉,第三次賸餘,1070317,當選後與其公務有關之費用支出,久贏商號,42357234,0.00,800.00,餐飲支出,金錢,,,
93,林德福,105年立法委員選舉,第三次賸餘,1070318,當選後與其公務有關之費用支出,吸引力生活事業股份有限公司,24329715,0.00,715.00,餐飲支出,金錢,,,
94,林德福,105年立法委員選舉,第三次賸餘,1070318,當選後與其公務有關之費用支出,台灣中油股份有限公司,66902331,0.00,1116.00,油資,金錢,,,
95,林德福,105年立法委員選舉,第三次賸餘,1070319,當選後與其公務有關之費用支出,638-L2,,0.00,70.00,搭乘交通工具支出,金錢,,,
96,林德福,105年立法委員選舉,第三次賸餘,1070319,當選後與其公務有關之費用支出,373-YH,,0.00,75.00,搭乘交通工具支出,金錢,,,
97,林德福,105年立法委員選舉,第三次賸餘,1070320,當選後與其公務有關之費用支出,好偉企業有限公司,39951843,0.00,70.00,停車費,金錢,,,
98,林德福,105年立法委員選舉,第三次賸餘,1070321,當選後與其公務有關之費用支出,魚金貿易有限公司,31812664,0.00,2211.00,餐飲支出,金錢,,,
99,林德福,105年立法委員選舉,第三次賸餘,1070321,當選後與其公務有關之費用支出,國泰商旅股份有限公司,54180916,0.00,726.00,餐飲支出,金錢,,,
100,林德福,105年立法委員選舉,第三次賸餘,1070322,當選後與其公務有關之費用支出,伯光文具印刷有限公司,21201382,0.00,820.00,文具用品費用,金錢,,,
101,林德福,105年立法委員選舉,第三次賸餘,1070322,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,2798.00,電信費用-中華電信費,金錢,,,
102,林德福,105年立法委員選舉,第三次賸餘,1070323,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,372.00,電信費用-中華電信費,金錢,,,
103,林德福,105年立法委員選舉,第三次賸餘,1070325,當選後與其公務有關之費用支出,德安加油站,96907299,0.00,1082.00,油資,金錢,,,
104,林德福,105年立法委員選舉,第三次賸餘,1070326,當選後與其公務有關之費用支出,食育有限公司,24938219,0.00,1375.00,餐飲支出,金錢,,,
105,林德福,105年立法委員選舉,第三次賸餘,1070327,當選後與其公務有關之費用支出,FACEBOOK IRELAND LTD.,,0.00,1500.00,播送、傳送或刊登宣傳廣告支出-臉書宣傳費,金錢,,,
106,林德福,105年立法委員選舉,第三次賸餘,1070329,當選後與其公務有關之費用支出,台北市停車管理工程處,,0.00,90.00,停車費,金錢,,,
107,林德福,105年立法委員選舉,第三次賸餘,1070329,當選後與其公務有關之費用支出,吉星餐廳有限公司,86707618,0.00,2415.00,餐飲支出,金錢,,,
108,林德福,105年立法委員選舉,第三次賸餘,1070331,當選後與其公務有關之費用支出,文化派報社,,0.00,900.00,書報雜誌費用-報費,金錢,,,
109,林德福,105年立法委員選舉,第三次賸餘,1070331,當選後與其公務有關之費用支出,台灣中油股份有限公司,01490119,0.00,120.00,油資,金錢,,,
110,林德福,105年立法委員選舉,第三次賸餘,1070331,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,17200.00,聯誼交際費用-高架花籃批,金錢,,,
111,林德福,105年立法委員選舉,第三次賸餘,1070403,當選後與其公務有關之費用支出,台灣電力公司,04860092,0.00,1392.00,水電瓦斯費用-電費,金錢,,,
112,林德福,105年立法委員選舉,第三次賸餘,1070403,當選後與其公務有關之費用支出,世界豆漿大王店,31676513,0.00,810.00,餐飲支出,金錢,,,
113,林德福,105年立法委員選舉,第三次賸餘,1070403,當選後與其公務有關之費用支出,詹記餐飲顧問有限公司,53922927,0.00,4411.00,餐飲支出,金錢,,,
114,林德福,105年立法委員選舉,第三次賸餘,1070403,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,2267.00,電信費用-中華電信費,金錢,,,
115,林德福,105年立法委員選舉,第三次賸餘,1070404,當選後與其公務有關之費用支出,老八風小吃店,31825534,0.00,1470.00,餐飲支出,金錢,,,
116,林德福,105年立法委員選舉,第三次賸餘,1070404,當選後與其公務有關之費用支出,鷹流企業社,31855369,0.00,600.00,餐飲支出,金錢,,,
117,林德福,105年立法委員選舉,第三次賸餘,1070404,當選後與其公務有關之費用支出,群欣置業股份有限公司,54352494,0.00,1760.00,餐飲支出,金錢,,,
118,林德福,105年立法委員選舉,第三次賸餘,1070405,當選後與其公務有關之費用支出,FACEBOOK IRELAND LTD.,,0.00,2906.00,播送、傳送或刊登宣傳廣告支出-臉書宣傳費,金錢,,,
119,林德福,105年立法委員選舉,第三次賸餘,1070405,當選後與其公務有關之費用支出,食育有限公司,24938219,0.00,550.00,餐飲支出,金錢,,,
120,林德福,105年立法委員選舉,第三次賸餘,1070406,當選後與其公務有關之費用支出,源裕豐國際股份有限公司,53527616,0.00,842.00,餐飲支出,金錢,,,
121,林德福,105年立法委員選舉,第三次賸餘,1070406,當選後與其公務有關之費用支出,新光三越股份有限公司,70824891,0.00,5700.00,餐飲支出,金錢,,,
122,林德福,105年立法委員選舉,第三次賸餘,1070407,當選後與其公務有關之費用支出,松竹涮涮鍋小吃坊,99500230,0.00,891.00,餐飲支出,金錢,,,
123,林德福,105年立法委員選舉,第三次賸餘,1070409,當選後與其公務有關之費用支出,嘉泓汽球花藝設計坊,15777520,0.00,37900.00,聯誼交際費用-花籃一批,金錢,新北市永和區****,8923*****,
124,林德福,105年立法委員選舉,第三次賸餘,1070409,當選後與其公務有關之費用支出,無忌國際股份有限公司,53475547,0.00,1353.00,餐飲支出,金錢,,,
125,林德福,105年立法委員選舉,第三次賸餘,1070410,當選後與其公務有關之費用支出,中華郵政股份有限公司,,0.00,150.00,郵寄競選物品或宣傳廣告支出,金錢,,,
126,林德福,105年立法委員選舉,第三次賸餘,1070412,當選後與其公務有關之費用支出,波奇餐坊,25552508,0.00,900.00,餐飲支出,金錢,,,
127,林德福,105年立法委員選舉,第三次賸餘,1070412,當選後與其公務有關之費用支出,育人美術社,34732980,0.00,1775.00,文具用品費用,金錢,,,
128,林德福,105年立法委員選舉,第三次賸餘,1070412,當選後與其公務有關之費用支出,木木子商行,72650495,0.00,1430.00,餐飲支出,金錢,,,
129,林德福,105年立法委員選舉,第三次賸餘,1070413,當選後與其公務有關之費用支出,食育有限公司,24938219,0.00,3740.00,餐飲支出,金錢,,,
130,林德福,105年立法委員選舉,第三次賸餘,1070418,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,799.00,電信費用-台灣大哥大電信費,金錢,,,
131,林德福,105年立法委員選舉,第三次賸餘,1070420,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1821.00,電信費用-中華電信費,金錢,,,
132,林德福,105年立法委員選舉,第三次賸餘,1070420,當選後與其公務有關之費用支出,德安加油站,96907299,0.00,1054.00,油資,金錢,,,
133,林德福,105年立法委員選舉,第三次賸餘,1070421,當選後與其公務有關之費用支出,岳洋股份有限公司,41457880,0.00,60.00,停車費,金錢,,,
134,林德福,105年立法委員選舉,第三次賸餘,1070423,當選後與其公務有關之費用支出,美德耐股份有限公司,10638556,0.00,705.00,餐飲支出,金錢,,,
135,林德福,105年立法委員選舉,第三次賸餘,1070423,當選後與其公務有關之費用支出,儀美科技有限公司,27845657,0.00,4683.00,影印費,金錢,,,
136,林德福,105年立法委員選舉,第三次賸餘,1070423,當選後與其公務有關之費用支出,勇宏實業有限公司,79960349,0.00,4350.00,聯誼交際費用-母親節貼紙,金錢,,,
137,林德福,105年立法委員選舉,第三次賸餘,1070423,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,386.00,電信費用-中華電信費,金錢,,,
138,林德福,105年立法委員選舉,第三次賸餘,1070428,當選後與其公務有關之費用支出,台北金融大樓股份有限公司,16095410,0.00,40000.00,餐飲支出,金錢,臺北市信義區****,8101*****,
139,林德福,105年立法委員選舉,第三次賸餘,1070428,當選後與其公務有關之費用支出,萬洲通國際企業有限公司,41200235,0.00,20.00,停車費,金錢,,,
140,林德福,105年立法委員選舉,第三次賸餘,1070430,當選後與其公務有關之費用支出,文化派報社,,0.00,900.00,書報雜誌費用-報費,金錢,,,
141,林德福,105年立法委員選舉,第三次賸餘,1070430,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,7000.00,聯誼交際費用-高架花籃對,金錢,,,
142,林德福,105年立法委員選舉,第三次賸餘,1070502,當選後與其公務有關之費用支出,117-J9,,0.00,145.00,搭乘交通工具支出,金錢,,,
143,林德福,105年立法委員選舉,第三次賸餘,1070502,當選後與其公務有關之費用支出,TAU-916,,0.00,125.00,搭乘交通工具支出,金錢,,,
144,林德福,105年立法委員選舉,第三次賸餘,1070502,當選後與其公務有關之費用支出,188-6D,,0.00,265.00,搭乘交通工具支出,金錢,,,
145,林德福,105年立法委員選舉,第三次賸餘,1070503,當選後與其公務有關之費用支出,558-K7,,0.00,285.00,搭乘交通工具支出,金錢,,,
146,林德福,105年立法委員選舉,第三次賸餘,1070503,當選後與其公務有關之費用支出,TDD7385,,0.00,130.00,搭乘交通工具支出,金錢,,,
147,林德福,105年立法委員選舉,第三次賸餘,1070503,當選後與其公務有關之費用支出,TAM-178,,0.00,160.00,搭乘交通工具支出,金錢,,,
148,林德福,105年立法委員選舉,第三次賸餘,1070503,當選後與其公務有關之費用支出,永和加油站,23199307,0.00,1200.00,油資,金錢,,,
149,林德福,105年立法委員選舉,第三次賸餘,1070504,當選後與其公務有關之費用支出,FACEBOOK IRELAND LTD.,,0.00,800.00,播送、傳送或刊登宣傳廣告支出-臉書宣傳費,金錢,,,
150,林德福,105年立法委員選舉,第三次賸餘,1070504,當選後與其公務有關之費用支出,TDD7385,,0.00,155.00,搭乘交通工具支出,金錢,,,
151,林德福,105年立法委員選舉,第三次賸餘,1070504,當選後與其公務有關之費用支出,TAR-283,,0.00,170.00,搭乘交通工具支出,金錢,,,
152,林德福,105年立法委員選舉,第三次賸餘,1070504,當選後與其公務有關之費用支出,108-K3,,0.00,300.00,搭乘交通工具支出,金錢,,,
153,林德福,105年立法委員選舉,第三次賸餘,1070507,當選後與其公務有關之費用支出,TDD3591,,0.00,335.00,搭乘交通工具支出,金錢,,,
154,林德福,105年立法委員選舉,第三次賸餘,1070507,當選後與其公務有關之費用支出,0153C,,0.00,180.00,搭乘交通工具支出,金錢,,,
155,林德福,105年立法委員選舉,第三次賸餘,1070507,當選後與其公務有關之費用支出,TDD3662,,0.00,215.00,搭乘交通工具支出,金錢,,,
156,林德福,105年立法委員選舉,第三次賸餘,1070507,當選後與其公務有關之費用支出,中華電信股份有限公司,81691784,0.00,699.00,電信費用-中華電信費,金錢,,,
157,林德福,105年立法委員選舉,第三次賸餘,1070507,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1850.00,電信費用-中華電信費,金錢,,,
158,林德福,105年立法委員選舉,第三次賸餘,1070508,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,41300.00,聯誼交際費用-花籃批,金錢,新北市永和區****,8923*****,
159,林德福,105年立法委員選舉,第三次賸餘,1070509,當選後與其公務有關之費用支出,育仁美術社,34732980,0.00,1250.00,文具用品費用,金錢,,,
160,林德福,105年立法委員選舉,第三次賸餘,1070509,當選後與其公務有關之費用支出,汎谷花藝,72393200,0.00,98000.00,聯誼交際費用-康乃馨花束支,金錢,彰化縣員林市****,04-8*****,
161,林德福,105年立法委員選舉,第三次賸餘,1070510,當選後與其公務有關之費用支出,全家便利商店股份有限公司,,0.00,208.00,通行費,金錢,,,
162,林德福,105年立法委員選舉,第三次賸餘,1070510,當選後與其公務有關之費用支出,全聯福利中心,27561623,0.00,1334.00,餐飲支出,金錢,,,
163,林德福,105年立法委員選舉,第三次賸餘,1070511,當選後與其公務有關之費用支出,台灣中油股份有限公司,66902331,0.00,1308.00,油資,金錢,,,
164,林德福,105年立法委員選舉,第三次賸餘,1070512,當選後與其公務有關之費用支出,台灣聯通公司,37956174,0.00,100.00,停車費,金錢,,,
165,林德福,105年立法委員選舉,第三次賸餘,1070514,當選後與其公務有關之費用支出,統一聖娜多堡股份有限公司,26200778,0.00,666.00,餐飲支出,金錢,,,
166,林德福,105年立法委員選舉,第三次賸餘,1070515,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,799.00,電信費用-台灣大哥大電信費,金錢,,,
167,林德福,105年立法委員選舉,第三次賸餘,1070516,當選後與其公務有關之費用支出,新視波有線電視股份有限公司,,0.00,1500.00,有線電視費-,金錢,,,
