序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1110818,宣傳支出,執象設計工作室,45537528,0.00,100000.00,,,,製作競選物品或宣傳廣告費用（廣告設計）,金錢,臺中市北屯區****,,否,,,,,,,
2,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1110820,宣傳支出,三本廣告社,98834028,0.00,180000.00,,,,製作競選物品或宣傳廣告費用（帆布，木框）,金錢,彰化縣社頭鄉****,,否,,,,,,,
3,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1110825,宣傳支出,執象設計工作室,45537528,0.00,200000.00,,,,委託辦理研究、評估、調查、設計或規劃費用,金錢,臺中市北屯區****,,否,,,,,,,
4,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1110829,宣傳支出,三本廣告社,98834028,0.00,81000.00,,,,製作競選物品或宣傳廣告費用（噴畫帆布）,金錢,彰化縣社頭鄉****,,否,,,,,,,
5,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1110831,宣傳支出,三本廣告社,98834028,0.00,85000.00,,,,製作競選物品或宣傳廣告費用（布旗）,金錢,彰化縣社頭鄉****,,否,,,,,,,
6,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1110905,宣傳支出,執象設計工作室,45537528,0.00,200000.00,,,,製作競選物品或宣傳廣告費用（拍攝剪輯）,金錢,臺中市北屯區****,,否,,,,,,,
7,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1110906,宣傳支出,三本廣告社,98834028,0.00,75000.00,,,,製作競選物品或宣傳廣告費用（帆布吊掛，吊車）,金錢,彰化縣社頭鄉****,,否,,,,,,,
8,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1110912,宣傳支出,執象設計工作室,45537528,0.00,100000.00,,,,製作競選物品或宣傳廣告費用（文宣企劃）,金錢,臺中市北屯區****,,否,,,,,,,
9,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111008,雜支支出,合香飲食店,60236374,0.00,105000.00,,,,餐飲費用,金錢,彰化縣埔心鄉****,,否,,,,,,,
10,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111012,集會支出,喜寶綜合才藝工作室,25368453,0.00,150000.00,,,,其他與集會有關之費用(主持人，樂團，舞團),金錢,彰化縣埔心鄉****,,否,,,,,,,
11,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111026,宣傳支出,執象設計工作室,45537528,0.00,100000.00,,,,製作競選物品或宣傳廣告費用（競選總部規劃設計）,金錢,臺中市北屯區****,,否,,,,,,,
12,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111027,雜支支出,好得意早點店,19941853,0.00,4500.00,,,,餐飲費用,金錢,彰化縣永靖鄉****,,否,,,,,,,
13,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111028,宣傳支出,三本廣告社,98834028,0.00,60000.00,,,,製作競選物品或宣傳廣告費用（大圖輸出貼紙）,金錢,彰化縣社頭鄉****,,否,,,,,,,
14,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111030,雜支支出,好得意早點店,19941853,0.00,5000.00,,,,餐飲費用,金錢,彰化縣永靖鄉****,,否,,,,,,,
15,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111031,集會支出,麗弘鮮花店,13727504,0.00,4000.00,,,,租用設備費用,金錢,彰化縣埔心鄉****,,否,,,,,,,
16,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111031,雜支支出,好得意早點店,19941853,0.00,5000.00,,,,餐飲費用,金錢,彰化縣永靖鄉****,,否,,,,,,,
17,張佩瑩,111年彰化縣埔心鄉鄉長選舉,首次申報,1111103,雜支支出,好得意早點店,19941853,0.00,5000.00,,,,餐飲費用,金錢,彰化縣永靖鄉****,,否,,,,,,,
