序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
26,喜樂島聯盟,,109,1090303,雜支支出,三燕興業股份有限公司,68009197,0.00,205.00,,,,文具用品費用,金錢,,,,,,,,,
27,喜樂島聯盟,,109,1090304,雜支支出,特力屋,80358851,0.00,647.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
28,喜樂島聯盟,,109,1090309,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
29,喜樂島聯盟,,109,1090310,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
30,喜樂島聯盟,,109,1090319,業務費用支出,任氏事務機器行,,0.00,3020.00,,,,租買辦公設備費用,金錢,高雄市路竹區****,,,,,,,,
31,喜樂島聯盟,,109,1090319,雜支支出,中華電信股份有限公司,69109906,0.00,1137.00,,,,電信費用,金錢,,,,,,,,,
32,喜樂島聯盟,,109,1090319,雜支支出,中華電信股份有限公司,69109906,0.00,1216.00,,,,電信費用,金錢,,,,,,,,,
33,喜樂島聯盟,,109,1090325,雜支支出,多米有限公司,80246322,0.00,372.00,,,,文具用品費用,金錢,,,,,,,,,
34,喜樂島聯盟,,109,1090327,雜支支出,順發,28979128,0.00,1590.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
35,喜樂島聯盟,,109,1090402,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
36,喜樂島聯盟,,109,1090406,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
37,喜樂島聯盟,,109,1090406,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
38,喜樂島聯盟,,109,1090406,人事費用支出,岳雅玲,R22*******,0.00,34417.00,,,,工資或薪津,金錢,臺南市仁德區****,,,,,,,,
39,喜樂島聯盟,,109,1090407,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
40,喜樂島聯盟,,109,1090416,雜支支出,宏羚股份有限公司,10821998,0.00,851.00,,,,文具用品費用,金錢,,,,,,,,,
41,喜樂島聯盟,,109,1090416,雜支支出,宏羚股份有限公司,53155262,0.00,176.00,,,,文具用品費用,金錢,,,,,,,,,
42,喜樂島聯盟,,109,1090420,業務費用支出,任氏事務機器行,36949226,0.00,6262.00,,,,租買辦公設備費用,金錢,,,,,,,,,
43,喜樂島聯盟,,109,1090422,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
44,喜樂島聯盟,,109,1090423,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
45,喜樂島聯盟,,109,1090427,業務費用支出,中華郵政股份有限公司,03741302,0.00,33138.00,,,,其他與業務推展有關之費用,金錢,臺北市大安區****,,,,,,,,
46,喜樂島聯盟,,109,1090429,雜支支出,中華電信股份有限公司,69109906,0.00,937.00,,,,電信費用,金錢,,,,,,,,,
47,喜樂島聯盟,,109,1090429,雜支支出,中華電信股份有限公司,69109906,0.00,1186.00,,,,電信費用,金錢,,,,,,,,,
48,喜樂島聯盟,,109,1090429,雜支支出,中華電信股份有限公司,69109906,0.00,249.00,,,,電信費用,金錢,,,,,,,,,
49,喜樂島聯盟,,109,1090429,雜支支出,7-eleven,27937179,0.00,10.00,,,,書報雜誌費用,金錢,,,,,,,,,
50,喜樂島聯盟,,109,1090429,雜支支出,全聯福利中心,43182803,0.00,24.00,,,,書報雜誌費用,金錢,,,,,,,,,
51,喜樂島聯盟,,109,1090430,雜支支出,湘北生活館有限公司,64863994,0.00,216.00,,,,文具用品費用,金錢,,,,,,,,,
52,喜樂島聯盟,,109,1090430,雜支支出,南紡購物中心,53472035,0.00,1600.00,,,,餐飲費用,金錢,,,,,,,,,
53,喜樂島聯盟,,109,1090501,雜支支出,FamilyMart,53019561,0.00,30.00,,,,書報雜誌費用,金錢,,,,,,,,,
54,喜樂島聯盟,,109,1090501,雜支支出,7-ELEVEN,27937179,0.00,30.00,,,,書報雜誌費用,金錢,,,,,,,,,
55,喜樂島聯盟,,109,1090501,雜支支出,全聯福利中心,43182803,0.00,80.00,,,,書報雜誌費用,金錢,,,,,,,,,
56,喜樂島聯盟,,109,1090505,雜支支出,順發,28979128,0.00,1350.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
57,喜樂島聯盟,,109,1090506,雜支支出,7-ELEVEN,43040544,0.00,30.00,,,,書報雜誌費用,金錢,,,,,,,,,
58,喜樂島聯盟,,109,1090506,雜支支出,一零九文具有限公司,53155262,0.00,128.00,,,,文具用品費用,金錢,,,,,,,,,
59,喜樂島聯盟,,109,1090506,人事費用支出,岳雅玲,R22*******,0.00,35000.00,,,,工資或薪津,金錢,臺南市仁德區****,,,,,,,,
60,喜樂島聯盟,,109,1090507,雜支支出,鶴玖百貨有限公司,64964613,0.00,717.00,,,,文具用品費用,金錢,,,,,,,,,
61,喜樂島聯盟,,109,1090507,雜支支出,裕學旗艦門市,64939170,0.00,280.00,,,,餐飲費用,金錢,,,,,,,,,
62,喜樂島聯盟,,109,1090507,雜支支出,東軒行,81569849,0.00,1495.00,,,,文具用品費用,金錢,,,,,,,,,
63,喜樂島聯盟,,109,1090508,雜支支出,寶鼎餐飲事業,85421782,0.00,280.00,,,,餐飲費用,金錢,,,,,,,,,
64,喜樂島聯盟,,109,1090512,雜支支出,乙萱有限公司,84563263,0.00,52.00,,,,文具用品費用,金錢,,,,,,,,,
65,喜樂島聯盟,,109,1090513,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
66,喜樂島聯盟,,109,1090514,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
67,喜樂島聯盟,,109,1090519,業務費用支出,中華郵政股份有限公司,03741302,0.00,324.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
68,喜樂島聯盟,,109,1090520,業務費用支出,中華郵政股份有限公司,03741302,0.00,105.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
69,喜樂島聯盟,,109,1090521,業務費用支出,任氏事務機器行,36949226,0.00,3444.00,,,,租買辦公設備費用,金錢,,,,,,,,,
70,喜樂島聯盟,,109,1090521,雜支支出,宏華濾水器材有限公司,28578257,0.00,800.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
71,喜樂島聯盟,,109,1090525,業務費用支出,中華郵政股份有限公司,03741302,0.00,308.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
72,喜樂島聯盟,,109,1090526,業務費用支出,中華郵政股份有限公司,03741302,0.00,60.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
73,喜樂島聯盟,,109,1090527,業務費用支出,歐比設計企業社,47798294,0.00,787.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
74,喜樂島聯盟,,109,1090528,公共關係費用支出,長榮國際股份有限公司,12508713,0.00,870.00,,,,聯誼交際費用,金錢,,,,,,,,,
75,喜樂島聯盟,,109,1090530,公共關係費用支出,之澤食堂,25943246,0.00,770.00,,,,聯誼交際費用,金錢,,,,,,,,,
76,喜樂島聯盟,,109,1090530,公共關係費用支出,小紅帽麵包蛋糕店,67714744,0.00,7000.00,,,,聯誼交際費用,金錢,,,,,,,,,
77,喜樂島聯盟,,109,1090530,公共關係費用支出,小紅帽麵包蛋糕店,67714744,0.00,3600.00,,,,聯誼交際費用,金錢,,,,,,,,,
78,喜樂島聯盟,,109,1090531,雜支支出,全聯福利中心,24793760,0.00,302.00,,,,其他為維持日常運作所必要之相關費用,金錢,,,,,,,,,
79,喜樂島聯盟,,109,1090601,雜支支出,7-ELEVEN,54914930,0.00,19.00,,,,書報雜誌費用,金錢,,,,,,,,,
80,喜樂島聯盟,,109,1090601,雜支支出,全家便利商店股份有限公司,85721438,0.00,10.00,,,,書報雜誌費用,金錢,,,,,,,,,
81,喜樂島聯盟,,109,1090601,雜支支出,中華電信股份有限公司,69109906,0.00,1541.00,,,,電信費用,金錢,,,,,,,,,
82,喜樂島聯盟,,109,1090601,雜支支出,中華電信股份有限公司,69109906,0.00,247.00,,,,電信費用,金錢,,,,,,,,,
83,喜樂島聯盟,,109,1090602,雜支支出,全家便利商店股份有限公司,85721438,0.00,25.00,,,,文具用品費用,金錢,,,,,,,,,
84,喜樂島聯盟,,109,1090602,業務費用支出,中華郵政股份有限公司,03741302,0.00,95.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
85,喜樂島聯盟,,109,1090603,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
86,喜樂島聯盟,,109,1090603,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
87,喜樂島聯盟,,109,1090603,雜支支出,中華電信股份有限公司,69109906,0.00,937.00,,,,電信費用,金錢,,,,,,,,,
88,喜樂島聯盟,,109,1090604,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,2700.00,,,,交通旅運費用,金錢,,,,,,,,,
89,喜樂島聯盟,,109,1090604,人事費用支出,岳雅玲,R22*******,0.00,33833.00,,,,工資或薪津,金錢,臺南市仁德區****,,,,,,,,
90,喜樂島聯盟,,109,1090612,業務費用支出,中華郵政股份有限公司,03741302,0.00,88.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
91,喜樂島聯盟,,109,1090616,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1300.00,,,,交通旅運費用,金錢,,,,,,,,,
92,喜樂島聯盟,,109,1090617,雜支支出,多米有限公司,80246322,0.00,229.00,,,,文具用品費用,金錢,,,,,,,,,
93,喜樂島聯盟,,109,1090617,業務費用支出,中華郵政股份有限公司,03741302,0.00,44.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
94,喜樂島聯盟,,109,1090618,雜支支出,東軒行,81569849,0.00,210.00,,,,文具用品費用,金錢,,,,,,,,,
95,喜樂島聯盟,,109,1090618,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,2610.00,,,,交通旅運費用,金錢,,,,,,,,,
96,喜樂島聯盟,,109,1090620,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,2700.00,,,,交通旅運費用,金錢,,,,,,,,,
97,喜樂島聯盟,,109,1090622,業務費用支出,任氏事務機器行,36949226,0.00,5624.00,,,,租買辦公設備費用,金錢,,,,,,,,,
98,喜樂島聯盟,,109,1090624,雜支支出,中華電信股份有限公司,69109906,0.00,2819.00,,,,電信費用,金錢,,,,,,,,,
99,喜樂島聯盟,,109,1090629,業務費用支出,中華郵政股份有限公司,03741302,0.00,73.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
100,喜樂島聯盟,,109,1090701,雜支支出,全聯福利中心,43182803,0.00,139.00,,,,其他為維持日常運作所必要之相關費用,金錢,,,,,,,,,
101,喜樂島聯盟,,109,1090703,雜支支出,宏羚股份有限公司台南營業處,10821998,0.00,851.00,,,,文具用品費用,金錢,,,,,,,,,
102,喜樂島聯盟,,109,1090707,人事費用支出,岳雅玲,R22*******,0.00,33876.00,,,,工資或薪津,金錢,臺南市仁德區****,,,,,,,,
103,喜樂島聯盟,,109,1090722,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
104,喜樂島聯盟,,109,1090722,雜支支出,南紡購物中心,53472035,0.00,2000.00,,,,餐飲費用,金錢,,,,,,,,,
105,喜樂島聯盟,,109,1090722,雜支支出,採甜屋,42932981,0.00,850.00,,,,餐飲費用,金錢,,,,,,,,,
106,喜樂島聯盟,,109,1090722,業務費用支出,中華郵政股份有限公司,03741302,0.00,28.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
107,喜樂島聯盟,,109,1090724,雜支支出,冠華數位影印店,36674943,0.00,160.00,,,,文具用品費用,金錢,,,,,,,,,
108,喜樂島聯盟,,109,1090724,業務費用支出,任氏事務機器行,36949226,0.00,7111.00,,,,租買辦公設備費用,金錢,,,,,,,,,
109,喜樂島聯盟,,109,1090729,雜支支出,中華電信,69109906,0.00,2520.00,,,,電信費用,金錢,,,,,,,,,
110,喜樂島聯盟,,109,1090731,雜支支出,屈臣氏,24818072,0.00,124.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
111,喜樂島聯盟,,109,1090731,雜支支出,台南花枝羹後甲分店,10100491,0.00,150.00,,,,餐飲費用,金錢,,,,,,,,,
112,喜樂島聯盟,,109,1090804,雜支支出,萊德圖書文具批發商行,17236368,0.00,150.00,,,,文具用品費用,金錢,,,,,,,,,
113,喜樂島聯盟,,109,1090804,雜支支出,冠華數位影印店,36674943,0.00,360.00,,,,文具用品費用,金錢,,,,,,,,,
114,喜樂島聯盟,,109,1090807,人事費用支出,岳雅玲,R22*******,0.00,34198.00,,,,工資或薪津,金錢,臺南市仁德區****,,,,,,,,
115,喜樂島聯盟,,109,1090821,業務費用支出,任氏事務機器行,36949226,0.00,6300.00,,,,租買辦公設備費用,金錢,,,,,,,,,
116,喜樂島聯盟,,109,1090825,雜支支出,宏羚(股)公司台南營業處,10821998,0.00,819.00,,,,文具用品費用,金錢,,,,,,,,,
117,喜樂島聯盟,,109,1090828,雜支支出,全聯福利中心,43182803,0.00,349.00,,,,其他為維持日常運作所必要之相關費用,金錢,,,,,,,,,
118,喜樂島聯盟,,109,1090828,業務費用支出,中華郵政,03741302,0.00,762.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
119,喜樂島聯盟,,109,1090919,業務費用支出,台灣高速鐵路股份有限公司,16446274,0.00,1350.00,,,,交通旅運費用,金錢,,,,,,,,,
120,喜樂島聯盟,,109,1090921,業務費用支出,中華郵政股份有限公司,03741302,0.00,28.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
121,喜樂島聯盟,,109,1090924,業務費用支出,中華郵政股份有限公司,03741302,0.00,46.00,,,,其他與業務推展有關之費用,金錢,,,,,,,,,
122,喜樂島聯盟,,109,1090926,雜支支出,中華郵政股份有限公司,69109906,0.00,2503.00,,,,電信費用,金錢,,,,,,,,,
123,喜樂島聯盟,,109,1091008,公共關係費用支出,長榮國際股份有限公司,12508713,0.00,870.00,,,,聯誼交際費用,金錢,,,,,,,,,
124,喜樂島聯盟,,109,1091012,公共關係費用支出,歐比設計企業社,47798294,0.00,788.00,,,,聯誼交際費用,金錢,,,,,,,,,
125,喜樂島聯盟,,109,1091013,公共關係費用支出,歐比設計企業社,47798294,0.00,788.00,,,,聯誼交際費用,金錢,,,,,,,,,
126,喜樂島聯盟,,109,1091016,公共關係費用支出,太子藥局,97825599,0.00,380.00,,,,聯誼交際費用,金錢,,,,,,,,,
127,喜樂島聯盟,,109,1091020,業務費用支出,任氏事務機器行,36949226,0.00,3314.00,,,,租買辦公設備費用,金錢,,,,,,,,,
128,喜樂島聯盟,,109,1091027,雜支支出,中華電信股份有限公司,69109906,0.00,2479.00,,,,電信費用,金錢,,,,,,,,,
129,喜樂島聯盟,,109,1091126,雜支支出,中華電信股份有限公司,69109906,0.00,2928.00,,,,電信費用,金錢,,,,,,,,,
130,喜樂島聯盟,,109,1091221,業務費用支出,任氏事務機器行,36949226,0.00,3457.00,,,,租買辦公設備費用,金錢,,,,,,,,,
131,喜樂島聯盟,,109,1091223,雜支支出,中華電信股份有限公司,69109906,0.00,2892.00,,,,電信費用,金錢,,,,,,,,,
