序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,謝克洋,111年桃園市議員選舉,首次申報,1110427,宣傳支出,大器廣告有限公司,,0.00,18900.00,,,,廣告費,金錢,桃園市桃園區****,,否,,,,,,,
2,謝克洋,111年桃園市議員選舉,首次申報,1110529,交通旅運支出,中油中壢工業區加油站,,0.00,500.00,,,,加油費用,金錢,桃園市中壢區****,,否,,,,,,,
3,謝克洋,111年桃園市議員選舉,首次申報,1110531,交通旅運支出,宏昇加油站,,0.00,1000.00,,,,加油費用,金錢,桃園市中壢區****,,否,,,,,,,
4,謝克洋,111年桃園市議員選舉,首次申報,1110606,宣傳支出,禮服工場,,0.00,4000.00,,,,製作競選物品或宣傳廣告費用（平面攝影）,金錢,桃園市中壢區****,,否,,,,,,,
5,謝克洋,111年桃園市議員選舉,首次申報,1110715,宣傳支出,色彩創意廣告印刷,,0.00,1733.00,,,,宣傳,金錢,新北市新莊區****,,否,,,,,,,
6,謝克洋,111年桃園市議員選舉,首次申報,1110721,雜支支出,晨韻企業社,,0.00,700.00,,,,轉印宣傳板,金錢,桃園市桃園區****,,否,,,,,,,
7,謝克洋,111年桃園市議員選舉,首次申報,1110724,宣傳支出,昇鴻廣告企業社,,0.00,20418.00,,,,製作競選物品或宣傳廣告費用（帆布製作）,金錢,桃園市平鎮區****,,否,,,,,,,
8,謝克洋,111年桃園市議員選舉,首次申報,1110729,雜支支出,應援科技,,0.00,66.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
9,謝克洋,111年桃園市議員選舉,首次申報,1110812,雜支支出,應援科技,,0.00,495.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
10,謝克洋,111年桃園市議員選舉,首次申報,1110819,雜支支出,應援科技,,0.00,1774.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
11,謝克洋,111年桃園市議員選舉,首次申報,1110821,雜支支出,應援科技,,0.00,371.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
12,謝克洋,111年桃園市議員選舉,首次申報,1110825,宣傳支出,藍格印刷國際企業有限公司,22076600,0.00,33600.00,,,,製作競選物品或宣傳廣告費用（面紙）,金錢,台北市內湖區****,,否,,,,,,,
13,謝克洋,111年桃園市議員選舉,首次申報,1110901,宣傳支出,昇鴻廣告企業社,,0.00,20418.00,,,,帆布廣告,金錢,桃園市平鎮區****,,否,,,,,,,
14,謝克洋,111年桃園市議員選舉,首次申報,1110902,雜支支出,應援科技,,0.00,15.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
15,謝克洋,111年桃園市議員選舉,首次申報,1110903,交通旅運支出,中油中壢站,,0.00,1000.00,,,,加油費用,金錢,桃園市中壢區****,,否,,,,,,,
16,謝克洋,111年桃園市議員選舉,首次申報,1110907,交通旅運支出,中油景福站,,0.00,1000.00,,,,加油費,金錢,桃園市中壢區****,,否,,,,,,,
17,謝克洋,111年桃園市議員選舉,首次申報,1110912,宣傳支出,藍格印刷國企業有限公司,22076600,0.00,97650.00,,,,製作競選物品或宣傳廣告費用（面紙）,金錢,臺北市內湖區****,,否,,,,,,,
18,謝克洋,111年桃園市議員選舉,首次申報,1110918,交通旅運支出,全國加油站新五路站,,0.00,974.00,,,,加油費用,金錢,新北市泰山區****,,否,,,,,,,
19,謝克洋,111年桃園市議員選舉,首次申報,1110920,雜支支出,應援科技,,0.00,144.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
20,謝克洋,111年桃園市議員選舉,首次申報,1110921,宣傳支出,永順行,,0.00,11000.00,,,,客製化水,金錢,桃園市中壢區****,,否,,,,,,,
21,謝克洋,111年桃園市議員選舉,首次申報,1110922,交通旅運支出,台灣中油景福站,,0.00,1000.00,,,,加油費,金錢,桃園市中壢區****,,否,,,,,,,
22,謝克洋,111年桃園市議員選舉,首次申報,1110923,雜支支出,應援科技,,0.00,26.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
23,謝克洋,111年桃園市議員選舉,首次申報,1110927,宣傳支出,印象商圈電視牆股份有限公司,54780215,0.00,44500.00,,,,廣告支出,金錢,桃園市龜山區****,,否,,,,,,,
24,謝克洋,111年桃園市議員選舉,首次申報,1110930,雜支支出,應援科技,,0.00,90.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
25,謝克洋,111年桃園市議員選舉,首次申報,1111004,雜支支出,應援科技,,0.00,15.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
26,謝克洋,111年桃園市議員選舉,首次申報,1111006,宣傳支出,永順行,,0.00,11880.00,,,,客製化水,金錢,桃園市中壢區****,,否,,,,,,,
27,謝克洋,111年桃園市議員選舉,首次申報,1111008,宣傳支出,文宣打字行,,0.00,5000.00,,,,印刷品,金錢,桃園市中壢區****,,否,,,,,,,
28,謝克洋,111年桃園市議員選舉,首次申報,1111011,雜支支出,應援科技,,0.00,65.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
29,謝克洋,111年桃園市議員選舉,首次申報,1111014,宣傳支出,永興食品廠,,0.00,25000.00,,,,宣傳麵條,金錢,桃園市大園區****,,否,,,,,,,
30,謝克洋,111年桃園市議員選舉,首次申報,1111015,雜支支出,鼎珍軒鴨肉,,0.00,5500.00,,,,便當,金錢,桃園市中壢區****,,否,,,,,,,
31,謝克洋,111年桃園市議員選舉,首次申報,1111015,集會支出,瑞美電器行,87930642,0.00,53000.00,,,,租用設備費用,金錢,桃園市桃園區****,,否,,,,,,,
32,謝克洋,111年桃園市議員選舉,首次申報,1111018,雜支支出,應援科技,,0.00,5.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
33,謝克洋,111年桃園市議員選舉,首次申報,1111018,宣傳支出,欣榮興業社,26619083,0.00,22900.00,,,,帳篷椅子燈泡,金錢,桃園市中壢區****,,否,,,,,,,
34,謝克洋,111年桃園市議員選舉,首次申報,1111021,雜支支出,應援科技,,0.00,5.00,,,,應援科技金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
35,謝克洋,111年桃園市議員選舉,首次申報,1111027,雜支支出,飯殿食堂,,0.00,595.00,,,,便當,金錢,桃園市中壢區****,,否,,,,,,,
