序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,林德福,109年立法委員選舉,第2次賸餘,1100101,當選後與其公務有關之費用支出,鑫品軒有限公司,66816639,0.00,12958.00,,,,餐飲費用,金錢,,,,,,,,,,
2,林德福,109年立法委員選舉,第2次賸餘,1100103,當選後與其公務有關之費用支出,金雞母商行,87320769,0.00,369.00,,,,餐飲費用,金錢,,,,,,,,,,
3,林德福,109年立法委員選舉,第2次賸餘,1100103,當選後與其公務有關之費用支出,德安加油站,96907299,0.00,1081.00,,,,油資,金錢,,,,,,,,,,
4,林德福,109年立法委員選舉,第2次賸餘,1100104,捐贈教育、文化、公益、慈善機構或團體支出,社團法人中華安得烈慈善協會,26328803,0.00,20000.00,,,,捐贈教育、文化、公益、慈善機構或團體支出,金錢,新北市五股區****,2290*****,,,,,,,,
5,林德福,109年立法委員選舉,第2次賸餘,1100105,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,18000.00,,,,聯誼費用-花籃批,金錢,新北市永和區****,8923*****,,,,,,,,
6,林德福,109年立法委員選舉,第2次賸餘,1100105,當選後與其公務有關之費用支出,浩勝有限公司,24775685,0.00,249.00,,,,餐飲費用,金錢,,,,,,,,,,
7,林德福,109年立法委員選舉,第2次賸餘,1100105,當選後與其公務有關之費用支出,僖閣飲食文化股份有限公司,29051436,0.00,2200.00,,,,餐飲費用,金錢,,,,,,,,,,
8,林德福,109年立法委員選舉,第2次賸餘,1100106,當選後與其公務有關之費用支出,網路家庭國際資訊股份有限公司,16606102,0.00,2190.00,,,,雜項購置-防潮箱,金錢,,,,,,,,,,
9,林德福,109年立法委員選舉,第2次賸餘,1100107,當選後與其公務有關之費用支出,雙月否極泰食品商行,72992346,0.00,850.00,,,,餐飲費用,金錢,,,,,,,,,,
10,林德福,109年立法委員選舉,第2次賸餘,1100108,當選後與其公務有關之費用支出,小亞派報行銷有限公司,54057556,0.00,184477.00,,,,製作競選物品或宣傳廣告費用-印刷品,金錢,新北市中和區****,2946*****,,,,,,,,
11,林德福,109年立法委員選舉,第2次賸餘,1100110,當選後與其公務有關之費用支出,鑫鼎王餐飲股份有限公司,53557435,0.00,1647.00,,,,餐飲費用,金錢,,,,,,,,,,
12,林德福,109年立法委員選舉,第2次賸餘,1100111,當選後與其公務有關之費用支出,悟谷有限公司,82950302,0.00,700.00,,,,餐飲費用,金錢,,,,,,,,,,
13,林德福,109年立法委員選舉,第2次賸餘,1100112,當選後與其公務有關之費用支出,成美水果行,01221017,0.00,14080.00,,,,聯誼費用-水果,金錢,台北市民族東****,2506*****,,,,,,,,
14,林德福,109年立法委員選舉,第2次賸餘,1100112,當選後與其公務有關之費用支出,育人美術社,34732980,0.00,3315.00,,,,文具用品費用,金錢,,,,,,,,,,
15,林德福,109年立法委員選舉,第2次賸餘,1100113,當選後與其公務有關之費用支出,台北自來水事業處,03774909,0.00,285.00,,,,水電瓦斯費用-水費,金錢,,,,,,,,,,
16,林德福,109年立法委員選舉,第2次賸餘,1100113,當選後與其公務有關之費用支出,遠東企業股份有限公司,96974162,0.00,4815.00,,,,餐飲費用,金錢,,,,,,,,,,
17,林德福,109年立法委員選舉,第2次賸餘,1100115,當選後與其公務有關之費用支出,名卉花坊,95894438,0.00,3000.00,,,,聯誼費用-蘭花束,金錢,,,,,,,,,,
18,林德福,109年立法委員選舉,第2次賸餘,1100117,當選後與其公務有關之費用支出,德安加油站,96907299,0.00,884.00,,,,油資,金錢,,,,,,,,,,
19,林德福,109年立法委員選舉,第2次賸餘,1100118,當選後與其公務有關之費用支出,北車站,42266706,0.00,528.00,,,,餐飲費用,金錢,,,,,,,,,,
20,林德福,109年立法委員選舉,第2次賸餘,1100118,當選後與其公務有關之費用支出,全家便利商店股份有限公司,76320881,0.00,230.00,,,,餐飲費用,金錢,,,,,,,,,,
21,林德福,109年立法委員選舉,第2次賸餘,1100118,當選後與其公務有關之費用支出,中華電信股份有限公司,81691784,0.00,639.00,,,,電信費用-中華電信費,金錢,,,,,,,,,,
22,林德福,109年立法委員選舉,第2次賸餘,1100119,當選後與其公務有關之費用支出,悠旅生活事業股份有限公司,42838677,0.00,200.00,,,,餐飲費用,金錢,,,,,,,,,,
23,林德福,109年立法委員選舉,第2次賸餘,1100120,當選後與其公務有關之費用支出,鮪肚國際股份有限公司,52716483,0.00,462.00,,,,餐飲費用,金錢,,,,,,,,,,
24,林德福,109年立法委員選舉,第2次賸餘,1100121,當選後與其公務有關之費用支出,成美水果行,01221017,0.00,22000.00,,,,聯誼費用-水果禮盒批,金錢,台北市中山區****,2506*****,,,,,,,,
25,林德福,109年立法委員選舉,第2次賸餘,1100121,當選後與其公務有關之費用支出,悠旅生活事業股份有限公司,42838677,0.00,235.00,,,,餐飲費用,金錢,,,,,,,,,,
26,林德福,109年立法委員選舉,第2次賸餘,1100121,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,199.00,,,,電信費用-台灣大哥大電信費,金錢,,,,,,,,,,
27,林德福,109年立法委員選舉,第2次賸餘,1100122,當選後與其公務有關之費用支出,中華郵政股份有限公司,03716979,0.00,170.00,,,,郵寄競選物品或宣傳廣告費用,金錢,臺北市中正區****,,,,,,,,,
