序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,廖國誌,111年高雄市議員選舉,首次申報,1111005,公共關係費用支出,各里長,84719651,0.00,11550.00,,,,總部成立送花,金錢,高雄市三民區****,,否,,,,,,,
2,廖國誌,111年高雄市議員選舉,首次申報,1111006,雜支支出,凱基銀行鳳山分行,,0.00,30.00,,,,匯款手續費,金錢,高雄市鳳山區****,,否,,,,,,,
3,廖國誌,111年高雄市議員選舉,首次申報,1111006,宣傳支出,大廣企業社,17095780,0.00,70286.00,,,,派報,金錢,高雄市鳳山區****,,否,,,,,,,
4,廖國誌,111年高雄市議員選舉,首次申報,1111025,雜支支出,凱基銀行鳳山分行,,0.00,30.00,,,,匯款受續費,金錢,高雄市鳳山區****,,否,,,,,,,
5,廖國誌,111年高雄市議員選舉,首次申報,1111025,宣傳支出,種成廣告設計有限公司,24500906,0.00,42000.00,,,,廣告投放費,金錢,高雄市楠梓區****,,否,,,,,,,
6,廖國誌,111年高雄市議員選舉,首次申報,1111028,雜支支出,凱基銀行鳳山分行,,0.00,30.00,,,,匯款手續費,金錢,高雄市鳳山區****,,否,,,,,,,
7,廖國誌,111年高雄市議員選舉,首次申報,1111028,宣傳支出,綵緻影像攝影沖印社影像攝影沖印社,88014541,0.00,272740.00,,,,廣告文宣印刷費,金錢,高雄市三民區****,,否,,,,,,,
8,廖國誌,111年高雄市議員選舉,首次申報,1111112,雜支支出,凱基銀行鳳山分行,,0.00,30.00,,,,匯款手續費,金錢,高雄市鳳山區****,,否,,,,,,,
9,廖國誌,111年高雄市議員選舉,首次申報,1111112,宣傳支出,喜願鳥數位文化設計,82673617,0.00,50000.00,,,,個人形象廣告拍攝、小額募款金流設計,金錢,高雄市鳳山區****,,否,,,,,,,
10,廖國誌,111年高雄市議員選舉,首次申報,1111128,雜支支出,凱基銀行鳳山分行,,0.00,60.00,,,,匯款手續費,金錢,高雄市鳳山區****,,否,,,,,,,
11,廖國誌,111年高雄市議員選舉,首次申報,1111128,宣傳支出,大廣企業社,17095780,0.00,75034.00,,,,派報郵遞及信封費,金錢,高雄市鳳山區****,,否,,,,,,,
12,廖國誌,111年高雄市議員選舉,首次申報,1111128,宣傳支出,喜願鳥數位文化設計,82673617,0.00,30000.00,,,,粉專建置管理、競選影片拍攝剪輯,金錢,高雄市鳳山區****,,否,,,,,,,
13,廖國誌,111年高雄市議員選舉,首次申報,1111202,雜支支出,凱基銀行鳳山分行,,0.00,30.00,,,,匯款手續費,金錢,高雄市鳳山區****,,否,,,,,,,
14,廖國誌,111年高雄市議員選舉,首次申報,1111202,宣傳支出,綵緻影像攝影沖印社影像攝影沖印社,88014541,0.00,211260.00,,,,文宣布旗布條設計及印製費印製費,金錢,高雄市三民區****,,否,,,,,,,
15,廖國誌,111年高雄市議員選舉,首次申報,1111225,交通旅運支出,鳳榮加油站,,0.00,7673.00,,,,油資,金錢,高雄市大寮區****,,否,,,,,,,
16,廖國誌,111年高雄市議員選舉,首次申報,1111225,宣傳支出,大廣企業社,17095780,0.00,73000.00,,,,郵寄競選物品或宣傳廣告費用,金錢,高雄市鳳山區****,,否,,,,,,,
17,廖國誌,111年高雄市議員選舉,首次申報,1111225,雜支支出,華新牛排,25896399,0.00,89600.00,,,,餐飲費用,金錢,高雄市鳳山區****,,否,,,,,,,
18,廖國誌,111年高雄市議員選舉,首次申報,1111225,雜支支出,勝華五金行,70980983,0.00,10225.00,,,,雜項購置或修繕費用,金錢,高雄市鳳山區****,,否,,,,,,,
19,廖國誌,111年高雄市議員選舉,首次申報,1111225,宣傳支出,國光帆布裝潢行,85785410,0.00,120000.00,,,,帆布看板,金錢,高雄市鳳山區****,,否,,,,,,,
20,廖國誌,111年高雄市議員選舉,首次申報,1111225,宣傳支出,綵緻影像攝影沖印社影像 攝影沖印社,88014541,0.00,320000.00,,,,布條布旗背心,金錢,高雄市三民區****,,否,,,,,,,
