序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,錢龍,111年桃園市議員選舉,首次申報,1110624,雜支支出,應援科技,83763685,0.00,75.00,,,,手續費,金錢,臺北市內湖區****,,否,,,,,,,
2,錢龍,111年桃園市議員選舉,首次申報,1110630,雜支支出,中華電信股份有限公司,19683736,0.00,3975.00,,,,電信費用,金錢,桃園市桃園區****,0322*****,否,,,,,,,
3,錢龍,111年桃園市議員選舉,首次申報,1110630,雜支支出,特力屋,53012672,0.00,958.00,,,,雜項購置或修繕費用,金錢,桃園市蘆竹區****,,否,,,,,,,
4,錢龍,111年桃園市議員選舉,首次申報,1110701,雜支支出,應援科技,83763685,0.00,35.00,,,,手續費,金錢,臺北市內湖區****,02-2*****,否,,,,,,,
5,錢龍,111年桃園市議員選舉,首次申報,1110701,雜支支出,泳俊五金行,95914856,0.00,135.00,,,,雜項購置或修繕費用,金錢,桃園市蘆竹區****,,否,,,,,,,
6,錢龍,111年桃園市議員選舉,首次申報,1110704,交通旅運支出,台灣中油,02611745,0.00,1037.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
7,錢龍,111年桃園市議員選舉,首次申報,1110707,雜支支出,廣東鴻運燒腊快餐店,73809000,0.00,860.00,,,,餐飲,金錢,桃園市蘆竹區****,0331*****,否,,,,,,,
8,錢龍,111年桃園市議員選舉,首次申報,1110708,交通旅運支出,全家便利商店股份有限公司,23060248,0.00,55.00,,,,停車費,金錢,桃園市蘆竹區****,,否,,,,,,,
9,錢龍,111年桃園市議員選舉,首次申報,1110708,雜支支出,燦坤3C,27236633,0.00,4676.00,,,,雜項購置或修繕費用,金錢,桃園市蘆竹區****,,否,,,,,,,
10,錢龍,111年桃園市議員選舉,首次申報,1110708,雜支支出,順風美食坊,72832664,0.00,1340.00,,,,餐飲,金錢,桃園市蘆竹區****,0332*****,否,,,,,,,
11,錢龍,111年桃園市議員選舉,首次申報,1110708,雜支支出,應援科技,83763685,0.00,150.00,,,,手續費,金錢,臺北市內湖區****,0226*****,否,,,,,,,
12,錢龍,111年桃園市議員選舉,首次申報,1110712,交通旅運支出,全鋒中悅加油站,99808625,0.00,1065.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
13,錢龍,111年桃園市議員選舉,首次申報,1110715,雜支支出,應援科技,83763685,0.00,150.00,,,,手續費,金錢,臺北市內湖區****,0226*****,否,,,,,,,
14,錢龍,111年桃園市議員選舉,首次申報,1110718,交通旅運支出,頂社加油站,80617169,0.00,1010.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
15,錢龍,111年桃園市議員選舉,首次申報,1110722,集會支出,頂社加油站,80617169,0.00,950.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
16,錢龍,111年桃園市議員選舉,首次申報,1110724,交通旅運支出,全家便利商店股份有限公司,23060248,0.00,15.00,,,,停車費,金錢,桃園市蘆竹區****,,否,,,,,,,
17,錢龍,111年桃園市議員選舉,首次申報,1110726,雜支支出,上海麵食館,10563041,0.00,195.00,,,,餐飲,金錢,桃園市蘆竹區****,0331*****,否,,,,,,,
18,錢龍,111年桃園市議員選舉,首次申報,1110726,雜支支出,巧巧屋文化廣場有限公司,16573192,0.00,180.00,,,,文具用品,金錢,桃園市蘆竹區****,,否,,,,,,,
19,錢龍,111年桃園市議員選舉,首次申報,1110726,雜支支出,五桐號,91568799,0.00,189.00,,,,飲料,金錢,桃園市蘆竹區****,,否,,,,,,,
20,錢龍,111年桃園市議員選舉,首次申報,1110727,交通旅運支出,頂社加油站,80617169,0.00,1000.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
21,錢龍,111年桃園市議員選舉,首次申報,1110729,雜支支出,中華電信股份有限公司,19683736,0.00,3288.00,,,,電信費用,金錢,桃園市桃園區****,0322*****,否,,,,,,,
22,錢龍,111年桃園市議員選舉,首次申報,1110802,雜支支出,豆趣有限公司,54137427,0.00,265.00,,,,飲料,金錢,桃園市蘆竹區****,0963*****,否,,,,,,,
23,錢龍,111年桃園市議員選舉,首次申報,1110805,雜支支出,匯東明廣告匯費,,0.00,30.00,,,,匯費,金錢,新北市永和區****,0332*****,否,,,,,,,
24,錢龍,111年桃園市議員選舉,首次申報,1110805,雜支支出,桃園峰豬腳餐館,09752662,0.00,705.00,,,,餐飲,金錢,桃園市桃園區****,0330*****,否,,,,,,,
25,錢龍,111年桃園市議員選舉,首次申報,1110805,宣傳支出,東明廣告有限公司,28721401,0.00,39375.00,,,,製作競選物品或宣傳廣告費用（扇子、易拉展）,金錢,新北市永和區****,0332*****,否,,,,,,,
26,錢龍,111年桃園市議員選舉,首次申報,1110805,交通旅運支出,頂社加油站,80617169,0.00,900.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
27,錢龍,111年桃園市議員選舉,首次申報,1110810,雜支支出,烹鼎鵝肉,87408125,0.00,600.00,,,,餐飲,金錢,桃園市蘆竹區****,,否,,,,,,,
28,錢龍,111年桃園市議員選舉,首次申報,1110811,交通旅運支出,頂社加油站,80617169,0.00,1000.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
29,錢龍,111年桃園市議員選舉,首次申報,1110811,雜支支出,烹鼎鵝肉,87408125,0.00,3360.00,,,,餐飲,金錢,桃園市蘆竹區****,,否,,,,,,,
30,錢龍,111年桃園市議員選舉,首次申報,1110812,雜支支出,浤坤小吃店,91309457,0.00,530.00,,,,餐飲,金錢,桃園市蘆竹區****,,否,,,,,,,
31,錢龍,111年桃園市議員選舉,首次申報,1110813,雜支支出,墊腳石圖書廣場,80463143,0.00,313.00,,,,文具用品,金錢,桃園市中壢區****,0342*****,否,,,,,,,
32,錢龍,111年桃園市議員選舉,首次申報,1110815,交通旅運支出,台灣中油,02611745,0.00,1154.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
33,錢龍,111年桃園市議員選舉,首次申報,1110817,雜支支出,618餃子館,37802988,0.00,530.00,,,,餐飲,金錢,桃園市蘆竹區****,0332*****,否,,,,,,,
34,錢龍,111年桃園市議員選舉,首次申報,1110818,交通旅運支出,頂社加油站,80617169,0.00,1080.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
35,錢龍,111年桃園市議員選舉,首次申報,1110822,雜支支出,春芳號,87591729,0.00,602.00,,,,飲料,金錢,桃園市蘆竹區****,,否,,,,,,,
36,錢龍,111年桃園市議員選舉,首次申報,1110823,雜支支出,618餃子館,37802988,0.00,920.00,,,,餐飲,金錢,桃園市蘆竹區****,0332*****,否,,,,,,,
37,錢龍,111年桃園市議員選舉,首次申報,1110824,雜支支出,大小魯肉飯,31570032,0.00,300.00,,,,餐飲,金錢,桃園市蘆竹區****,0332*****,否,,,,,,,
38,錢龍,111年桃園市議員選舉,首次申報,1110825,雜支支出,618餃子館,37802988,0.00,510.00,,,,餐飲,金錢,桃園市蘆竹區****,0332*****,否,,,,,,,
39,錢龍,111年桃園市議員選舉,首次申報,1110826,雜支支出,應援科技股份有限公司,83763685,0.00,225.00,,,,手續費,金錢,臺北市內湖區****,,否,,,,,,,
40,錢龍,111年桃園市議員選舉,首次申報,1110827,雜支支出,中華電信股份有限公司,19683736,0.00,3537.00,,,,電信費用,金錢,桃園市桃園區****,0322*****,否,,,,,,,
41,錢龍,111年桃園市議員選舉,首次申報,1110830,雜支支出,618餃子館,37802988,0.00,360.00,,,,餐飲,金錢,桃園市蘆竹區****,0332*****,否,,,,,,,
42,錢龍,111年桃園市議員選舉,首次申報,1110830,交通旅運支出,頂社加油站,80617169,0.00,1000.00,,,,油資,金錢,桃園市蘆竹區****,,否,,,,,,,
