序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,林俊憲,109年立法委員選舉,第3次賸餘,1110101,當選後與其公務有關之費用支出,允鑽餐飲店,36671158,0.00,10791.00,,,,餐飲費用,金錢,,,否,,,,,,,
2,林俊憲,109年立法委員選舉,第3次賸餘,1110101,當選後與其公務有關之費用支出,允鑽餐飲店,36671158,0.00,4658.00,,,,餐飲費用,金錢,,,否,,,,,,,
3,林俊憲,109年立法委員選舉,第3次賸餘,1110102,當選後與其公務有關之費用支出,金美芳花苑,08460385,0.00,1200.00,,,,為民服務費用,金錢,,,否,,,,,,,
4,林俊憲,109年立法委員選舉,第3次賸餘,1110102,當選後與其公務有關之費用支出,全國加油站股份有限公司南一站,21975983,0.00,906.00,,,,油資,金錢,,,否,,,,,,,
5,林俊憲,109年立法委員選舉,第3次賸餘,1110103,當選後與其公務有關之費用支出,王將有限公司,54068792,0.00,85.00,,,,餐飲費用,金錢,臺南市南區金****,,否,,,,,,,
6,林俊憲,109年立法委員選舉,第3次賸餘,1110104,當選後與其公務有關之費用支出,金美芳花苑,08460385,0.00,1200.00,,,,為民服務費用,金錢,,,否,,,,,,,
7,林俊憲,109年立法委員選舉,第3次賸餘,1110104,當選後與其公務有關之費用支出,全國加油站股份有限公司南一站,21975983,0.00,894.00,,,,油資,金錢,,,否,,,,,,,
8,林俊憲,109年立法委員選舉,第3次賸餘,1110105,當選後與其公務有關之費用支出,福聯商行,06481434,0.00,9540.00,,,,為民服務費用,金錢,,,否,,,,,,,
9,林俊憲,109年立法委員選舉,第3次賸餘,1110105,當選後與其公務有關之費用支出,金美芳花苑,08460385,0.00,1200.00,,,,為民服務費用,金錢,,,否,,,,,,,
10,林俊憲,109年立法委員選舉,第3次賸餘,1110105,當選後與其公務有關之費用支出,如鎰紙行,09525225,0.00,154.00,,,,其他與選舉宣傳有關之費用,金錢,,,否,,,,,,,
11,林俊憲,109年立法委員選舉,第3次賸餘,1110105,當選後與其公務有關之費用支出,永華分公司,53582878,0.00,70.00,,,,餐飲費用,金錢,臺南市中西區****,,否,,,,,,,
12,林俊憲,109年立法委員選舉,第3次賸餘,1110106,當選後與其公務有關之費用支出,統一超商股份有限公司,89403337,0.00,53.00,,,,餐飲費用,金錢,臺南市中西區****,,否,,,,,,,
13,林俊憲,109年立法委員選舉,第3次賸餘,1110107,當選後與其公務有關之費用支出,金美芳花苑,08460385,0.00,1200.00,,,,為民服務費用,金錢,,,否,,,,,,,
14,林俊憲,109年立法委員選舉,第3次賸餘,1110107,當選後與其公務有關之費用支出,全國加油站股份有限公司南一站,21975983,0.00,908.00,,,,油資,金錢,,,否,,,,,,,
15,林俊憲,109年立法委員選舉,第3次賸餘,1110107,當選後與其公務有關之費用支出,飽芝林關東煮,88897924,0.00,155.00,,,,餐飲費用,金錢,臺南市東區東****,,否,,,,,,,
16,林俊憲,109年立法委員選舉,第3次賸餘,1110108,當選後與其公務有關之費用支出,全國加油站股份有限公司南一站,21975983,0.00,950.00,,,,油資,金錢,,,否,,,,,,,
17,林俊憲,109年立法委員選舉,第3次賸餘,1110109,當選後與其公務有關之費用支出,金美芳花苑,08460385,0.00,1200.00,,,,為民服務費用,金錢,,,否,,,,,,,
18,林俊憲,109年立法委員選舉,第3次賸餘,1110109,當選後與其公務有關之費用支出,全國加油站股份有限公司南一站,21975983,0.00,950.00,,,,油資,金錢,,,否,,,,,,,
19,林俊憲,109年立法委員選舉,第3次賸餘,1110110,當選後與其公務有關之費用支出,全國加油站股份有限公司南一站,21975983,0.00,900.00,,,,油資,金錢,,,否,,,,,,,
20,林俊憲,109年立法委員選舉,第3次賸餘,1110110,當選後與其公務有關之費用支出,統一超商股份有限公司,22555003,0.00,520.00,,,,停車費,金錢,,,否,,,,,,,
21,林俊憲,109年立法委員選舉,第3次賸餘,1110110,當選後與其公務有關之費用支出,統一超商股份有限公司,22555003,0.00,484.00,,,,其他與交通旅運有關之費用,金錢,,,否,,,,,,,
22,林俊憲,109年立法委員選舉,第3次賸餘,1110110,當選後與其公務有關之費用支出,南仁湖育樂股份有限公司東山營業所,37624106,0.00,575.00,,,,餐飲費用,金錢,,,否,,,,,,,
23,林俊憲,109年立法委員選舉,第3次賸餘,1110110,當選後與其公務有關之費用支出,麒麟商行,70900877,0.00,512.00,,,,餐飲費用,金錢,,,否,,,,,,,
24,林俊憲,109年立法委員選舉,第3次賸餘,1110110,當選後與其公務有關之費用支出,梁記麻辣火鍋專賣店,88883077,0.00,1690.00,,,,餐飲費用,金錢,,,否,,,,,,,
25,林俊憲,109年立法委員選舉,第3次賸餘,1110110,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,649.00,,,,電信費用,金錢,,,否,,,,,,,
26,林俊憲,109年立法委員選舉,第3次賸餘,1110110,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,797.00,,,,電信費用,金錢,,,否,,,,,,,
27,林俊憲,109年立法委員選舉,第3次賸餘,1110111,當選後與其公務有關之費用支出,統一超商股份有限公司,22555003,0.00,51.00,,,,其他與交通旅運有關之費用,金錢,,,否,,,,,,,
28,林俊憲,109年立法委員選舉,第3次賸餘,1110112,當選後與其公務有關之費用支出,永華分公司,53582878,0.00,70.00,,,,餐飲費用,金錢,臺南市****,,否,,,,,,,
29,林俊憲,109年立法委員選舉,第3次賸餘,1110113,當選後與其公務有關之費用支出,計程車,,0.00,185.00,,,,搭乘交通工具費用,金錢,,06-2*****,否,,,,,,,
30,林俊憲,109年立法委員選舉,第3次賸餘,1110113,當選後與其公務有關之費用支出,全國加油站股份有限公司南一站,21975983,0.00,908.00,,,,油資,金錢,,,否,,,,,,,
