序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,統一聯盟黨,,110,1100105,業務費用支出,北城長安大樓管委會,,0.00,2500.00,,,,租用辦公處所費用,金錢,臺北市中山區****,,否,,,,,,,
2,統一聯盟黨,,110,1100118,業務費用支出,台灣電力股份有限公司,03795904,0.00,433.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,2365*****,否,,,,,,,
3,統一聯盟黨,,110,1100201,業務費用支出,陳麗妃,A20*******,0.00,30000.00,,,,租用辦公處所費用,金錢,臺北市中山區****,0928*****,否,,,,,,,
4,統一聯盟黨,,110,1100201,業務費用支出,陳麗妃,A20*******,0.00,30000.00,,,,租用辦公處所費用,金錢,臺北市中山區****,0928*****,否,,,,,,,
5,統一聯盟黨,,110,1100203,業務費用支出,玉豐打字印刷品行,12558852,0.00,2300.00,,,,其他與業務推展有關之費用,金錢,臺北市吉林路****,2595*****,否,,,,,,,
6,統一聯盟黨,,110,1100203,業務費用支出,長安大樓住戶管理委員會,99991600,0.00,2500.00,,,,其他與業務推展有關之費用,金錢,臺北市中山區****,02 2*****,否,,,,,,,
7,統一聯盟黨,,110,1100205,業務費用支出,中華電信股份有限公司,96979933,0.00,126.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
8,統一聯盟黨,,110,1100205,業務費用支出,中華電信股份有限公司,96979933,0.00,51.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
9,統一聯盟黨,,110,1100205,業務費用支出,中華電信股份有限公司,96979933,0.00,124.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
10,統一聯盟黨,,110,1100217,業務費用支出,中華電信股份有限公司,96979933,0.00,1999.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
11,統一聯盟黨,,110,1100223,業務費用支出,泰華科技有限公司,76492429,0.00,390.00,,,,其他與業務推展有關之費用,金錢,臺北市北投區****,0903*****,否,,,,,,,
12,統一聯盟黨,,110,1100226,業務費用支出,中華電信股份有限公司,96979933,0.00,409.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
13,統一聯盟黨,,110,1100226,業務費用支出,中華電信股份有限公司,96979933,0.00,1426.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
14,統一聯盟黨,,110,1100302,業務費用支出,陳麗妃,A20*******,0.00,30000.00,,,,租用辦公處所費用,金錢,臺北市中山區****,0928*****,否,,,,,,,
15,統一聯盟黨,,110,1100302,業務費用支出,北城長安大樓管理委員會,99991600,0.00,2500.00,,,,其他與業務推展有關之費用,金錢,臺北市中山區****,2772*****,否,,,,,,,
16,統一聯盟黨,,110,1100307,公共關係費用支出,花卉營業人,01225935,0.00,1500.00,,,,聯誼交際費用,金錢,臺北市內湖區****,2790*****,否,,,,,,,
17,統一聯盟黨,,110,1100309,業務費用支出,中華電信股份有限公司,96979933,0.00,1499.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
18,統一聯盟黨,,110,1100314,業務費用支出,燦坤實業股份有限公司北投分公司,28976749,0.00,1282.00,,,,其他與業務推展有關之費用,金錢,臺北市北投區****,,否,,,,,,,
19,統一聯盟黨,,110,1100315,業務費用支出,中華郵政股份有限公司,03741302,0.00,2982.00,,,,其他與業務推展有關之費用,金錢,臺北市大安區****,02-2*****,否,,,,,,,
20,統一聯盟黨,,110,1100315,業務費用支出,中華電信股份有限公司,96979933,0.00,15680.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
21,統一聯盟黨,,110,1100315,業務費用支出,經典影印行,81745944,0.00,4675.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,2375*****,否,,,,,,,
22,統一聯盟黨,,110,1100316,業務費用支出,雅浩文具行,12530736,0.00,300.00,,,,其他與業務推展有關之費用,金錢,臺北市中山區****,2772*****,否,,,,,,,
23,統一聯盟黨,,110,1100318,業務費用支出,中華電信股份有限公司,96979933,0.00,524.00,,,,其他與業務推展有關之費用,金錢,臺北市中正區****,02-2*****,否,,,,,,,
24,統一聯盟黨,,110,1100326,業務費用支出,台灣電力股份有限公司台北市區營業處,,0.00,788.00,,,,其他與業務推展有關之費用,金錢,臺北市大安區****,2378*****,否,,,,,,,
25,統一聯盟黨,,110,1100326,業務費用支出,台北自來水事業處,03774909,0.00,146.00,,,,其他與業務推展有關之費用,金錢,臺北市光復北****,8733*****,否,,,,,,,
26,統一聯盟黨,,110,1100401,業務費用支出,陳麗妃,A20*******,0.00,30000.00,,,,租用辦公處所費用,金錢,臺北市中山區****,0928*****,否,,,,,,,
