序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,黃世杰,113年立法委員選舉,首次申報,1120901,雜支支出,應援科技股份有限公司,83763685,0.00,600.00,,,,雜項購置或修繕費用,金錢,臺北市內湖區****,,否,,,,,,,
2,黃世杰,113年立法委員選舉,首次申報,1120908,雜支支出,應援科技股份有限公司,83763685,0.00,600.00,,,,雜項購置或修繕費用,金錢,臺北市內湖區****,,否,,,,,,,
3,黃世杰,113年立法委員選舉,首次申報,1120922,雜支支出,應援科技股份有限公司,83763685,0.00,90.00,,,,雜項購置或修繕費用,金錢,臺北市內湖區****,,否,,,,,,,
4,黃世杰,113年立法委員選舉,首次申報,1121002,宣傳支出,中華郵政,,0.00,175.00,,,,郵寄競選物品或宣傳廣告費用,金錢,桃園市中壢區****,,否,,,,,,,
5,黃世杰,113年立法委員選舉,首次申報,1121002,返還捐贈支出,尚達化工科技股份有限公司,53959254,0.00,200000.00,,,,返還,金錢,桃園市觀音區****,,否,,,,,,,
6,黃世杰,113年立法委員選舉,首次申報,1121004,返還捐贈支出,鴻品營造股份有限公司,86992129,0.00,100000.00,,,,返還,金錢,桃園市桃園區****,,否,,,,,,,
7,黃世杰,113年立法委員選舉,首次申報,1121005,宣傳支出,中華郵政,,0.00,28.00,,,,郵寄競選物品或宣傳廣告費用,金錢,桃園市中壢區****,,否,,,,,,,
8,黃世杰,113年立法委員選舉,首次申報,1121005,宣傳支出,中華郵政,,0.00,63.00,,,,郵寄競選物品或宣傳廣告費用,金錢,桃園市中壢區****,,否,,,,,,,
9,黃世杰,113年立法委員選舉,首次申報,1121012,宣傳支出,元順布棚行,17223595,0.00,5000.00,,,,其他與選舉宣傳有關之費用,金錢,桃園市楊梅區****,,否,,,,,,,
10,黃世杰,113年立法委員選舉,首次申報,1121012,集會支出,元順布棚行,17223595,0.00,7400.00,,,,租用設備費用,金錢,桃園市楊梅區****,,否,,,,,,,
11,黃世杰,113年立法委員選舉,首次申報,1121017,宣傳支出,中華郵政,,0.00,35.00,,,,郵寄競選物品或宣傳廣告費用,金錢,桃園市中壢區****,,否,,,,,,,
12,黃世杰,113年立法委員選舉,首次申報,1121018,宣傳支出,泉湧美術印刷企業有限公司,28577855,0.00,275625.00,,,,製作競選物品或宣傳廣告費用,金錢,臺中市北區賴****,04-2*****,否,,,,,,,
13,黃世杰,113年立法委員選舉,首次申報,1121020,集會支出,元順布棚行,17223595,0.00,11200.00,,,,其他與集會有關之費用,金錢,桃園市楊梅區****,,否,,,,,,,
14,黃世杰,113年立法委員選舉,首次申報,1121020,宣傳支出,元順布棚行,17223595,0.00,11200.00,,,,其他與選舉宣傳有關之費用,金錢,桃園市楊梅區****,,否,,,,,,,
15,黃世杰,113年立法委員選舉,首次申報,1121020,雜支支出,應援科技股份有限公司,83763685,0.00,330.00,,,,雜項購置或修繕費用,金錢,臺北市內湖區****,,否,,,,,,,
16,黃世杰,113年立法委員選舉,首次申報,1121020,集會支出,程朵企業社,92586747,0.00,5000.00,,,,租用設備費用,金錢,桃園市楊梅區****,,否,,,,,,,
