序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,楊秀玉,111年基隆市議員選舉,首次申報,1110913,宣傳支出,巧禮企業社,99001396,0.00,42000.00,,,,製作競選物品或宣傳廣告費用（物品名稱-牙線棒）,金錢,新竹縣新豐鄉****,03-5*****,否,,,,,,,
2,楊秀玉,111年基隆市議員選舉,首次申報,1110916,宣傳支出,知名度禮藝品企業商行,26144397,0.00,30000.00,,,,製作競選物品或宣傳廣告費用（物品名稱-面紙）,金錢,新竹縣新豐鄉****,03-5*****,否,,,,,,,
3,楊秀玉,111年基隆市議員選舉,首次申報,1110921,宣傳支出,大明工藝社,,0.00,14000.00,,,,製作競選物品或宣傳廣告費用（物品名稱-帽子）,金錢,基隆市中正區****,,否,,,,,,,
4,楊秀玉,111年基隆市議員選舉,首次申報,1110923,雜支支出,貿鴻總銷行,,0.00,180.00,,,,雜項購置或修繕費用,金錢,基隆市七堵區****,,否,,,,,,,
5,楊秀玉,111年基隆市議員選舉,首次申報,1110923,宣傳支出,立成影印刻印行,,0.00,3700.00,,,,製作競選物品或宣傳廣告費用（物品名稱-邀請函.名片）,金錢,基隆市七堵區****,,否,,,,,,,
6,楊秀玉,111年基隆市議員選舉,首次申報,1110929,雜支支出,中華電信股份有限公司,,0.00,1000.00,,,,電信費用 接線費,金錢,基隆市安樂區****,,否,,,,,,,
7,楊秀玉,111年基隆市議員選舉,首次申報,1110929,雜支支出,中華電信股份有限公司,,0.00,1000.00,,,,電信費用 接線費,金錢,基隆市安樂區****,,否,,,,,,,
8,楊秀玉,111年基隆市議員選舉,首次申報,1111003,宣傳支出,大明工藝社,,0.00,3150.00,,,,製作競選物品或宣傳廣告費用（物品名稱-肩帶.戰旗.伸縮桿+尖頭）,金錢,基隆市中正區****,,否,,,,,,,
9,楊秀玉,111年基隆市議員選舉,首次申報,1111003,公共關係費用支出,花村花店,00151800,0.00,2000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
10,楊秀玉,111年基隆市議員選舉,首次申報,1111003,宣傳支出,巧禮企業社,99001396,0.00,21000.00,,,,製作競選物品或宣傳廣告費用（物品名稱-牙線棒）,金錢,新竹縣新豐鄉****,03-5*****,否,,,,,,,
11,楊秀玉,111年基隆市議員選舉,首次申報,1111007,雜支支出,筠億坊,,0.00,550.00,,,,雜項購置或修繕費用,金錢,基隆市七堵區****,,否,,,,,,,
12,楊秀玉,111年基隆市議員選舉,首次申報,1111007,雜支支出,筠億坊,,0.00,560.00,,,,雜項購置或修繕費用,金錢,基隆市七堵區****,,否,,,,,,,
13,楊秀玉,111年基隆市議員選舉,首次申報,1111007,雜支支出,小林精品有限公司,,0.00,259.00,,,,文具用品費用,金錢,基隆市七堵區****,,否,,,,,,,
14,楊秀玉,111年基隆市議員選舉,首次申報,1111007,雜支支出,長樂藥局,,0.00,170.00,,,,雜項購置或修繕費用,金錢,基隆市七堵區****,,否,,,,,,,
15,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,鳳凰姊妹音響工程行,,0.00,15000.00,,,,租用設備費用,金錢,新北市瑞芳區****,,否,,,,,,,
16,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,特美香布丁蛋糕專賣店,,0.00,14000.00,,,,餐飲費用,金錢,新竹縣芎林鄉****,,否,,,,,,,
17,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,王哥企業社,,0.00,7500.00,,,,租用設備費用,金錢,基隆市仁愛區****,,否,,,,,,,
18,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,王哥企業社,,0.00,15000.00,,,,租用設備費用,金錢,基隆市仁愛區****,,否,,,,,,,
19,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,王哥企業社,,0.00,15000.00,,,,租用設備費用,金錢,基隆市仁愛區****,,否,,,,,,,
20,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,金大碗小吃店,,0.00,12000.00,,,,餐飲費用,金錢,基隆市中正區****,,否,,,,,,,
21,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,金大碗小吃店,,0.00,14500.00,,,,餐飲費用,金錢,基隆市中正區****,,否,,,,,,,
22,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,氣球窩工作室,,0.00,14000.00,,,,租用設備費用,金錢,基隆市中正區****,,否,,,,,,,
23,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,氣球窩工作室,,0.00,14000.00,,,,租用設備費用,金錢,基隆市中正區****,,否,,,,,,,
24,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,特美香布丁蛋糕專賣店,,0.00,14000.00,,,,餐飲費用,金錢,新竹縣芎林鄉****,,否,,,,,,,
25,楊秀玉,111年基隆市議員選舉,首次申報,1111008,集會支出,氣球窩工作室,,0.00,14500.00,,,,租用設備費用,金錢,基隆市中正區****,,否,,,,,,,
26,楊秀玉,111年基隆市議員選舉,首次申報,1111008,雜支支出,筠億坊,,0.00,2375.00,,,,雜項購置或修繕費用,金錢,基隆市七堵區****,,否,,,,,,,
27,楊秀玉,111年基隆市議員選舉,首次申報,1111008,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
28,楊秀玉,111年基隆市議員選舉,首次申報,1111008,公共關係費用支出,花村花店,00151800,0.00,800.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
29,楊秀玉,111年基隆市議員選舉,首次申報,1111009,雜支支出,筠億坊,,0.00,550.00,,,,雜項購置或修繕費用,金錢,基隆市七堵區****,,否,,,,,,,
30,楊秀玉,111年基隆市議員選舉,首次申報,1111013,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
31,楊秀玉,111年基隆市議員選舉,首次申報,1111013,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
32,楊秀玉,111年基隆市議員選舉,首次申報,1111015,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
33,楊秀玉,111年基隆市議員選舉,首次申報,1111017,公共關係費用支出,花村花店,00151800,0.00,700.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
34,楊秀玉,111年基隆市議員選舉,首次申報,1111017,公共關係費用支出,花村花店,00151800,0.00,700.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
35,楊秀玉,111年基隆市議員選舉,首次申報,1111018,雜支支出,筠億坊,,0.00,2410.00,,,,雜項購置或修繕費用,金錢,基隆市七堵區****,,否,,,,,,,
36,楊秀玉,111年基隆市議員選舉,首次申報,1111018,公共關係費用支出,花村花店,00151800,0.00,800.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
37,楊秀玉,111年基隆市議員選舉,首次申報,1111018,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
38,楊秀玉,111年基隆市議員選舉,首次申報,1111018,宣傳支出,阡辰有限公司,45113514,0.00,90000.00,,,,製作競選物品或宣傳廣告費用（物品名稱-客製化茄芷袋）,金錢,彰化縣鹿港鎮****,0913*****,否,,,,,,,
39,楊秀玉,111年基隆市議員選舉,首次申報,1111019,交通旅運支出,台灣中油,00938766,0.00,1950.00,,,,油資,金錢,基隆市七堵區****,2451*****,否,,,,,,,
40,楊秀玉,111年基隆市議員選舉,首次申報,1111019,交通旅運支出,力揚停車場設備股份有限公司南榮營業所,41227311,0.00,30.00,,,,停車費,金錢,基隆市仁愛區****,,否,,,,,,,
41,楊秀玉,111年基隆市議員選舉,首次申報,1111020,雜支支出,長樂藥局,,0.00,170.00,,,,雜項購置或修繕費用-衛生紙串,金錢,基隆市七堵區****,,否,,,,,,,
42,楊秀玉,111年基隆市議員選舉,首次申報,1111021,宣傳支出,知名度禮藝品企業商行,26144397,0.00,30000.00,,,,製作競選物品或宣傳廣告費用（物品名稱-面紙）,金錢,新竹縣新豐鄉****,03-5*****,否,,,,,,,
43,楊秀玉,111年基隆市議員選舉,首次申報,1111023,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
44,楊秀玉,111年基隆市議員選舉,首次申報,1111023,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
45,楊秀玉,111年基隆市議員選舉,首次申報,1111024,宣傳支出,大明工藝社,,0.00,11500.00,,,,製作競選物品或宣傳廣告費用（物品名稱-貼紙）,金錢,基隆市中正區****,,否,,,,,,,
46,楊秀玉,111年基隆市議員選舉,首次申報,1111024,宣傳支出,大明工藝社,,0.00,1120.00,,,,製作競選物品或宣傳廣告費用（物品名稱-刻字）,金錢,基隆市中正區****,,否,,,,,,,
47,楊秀玉,111年基隆市議員選舉,首次申報,1111025,雜支支出,中華電信股份有限公司,,0.00,1978.00,,,,電信費用,金錢,基隆市安樂區****,,否,,,,,,,
48,楊秀玉,111年基隆市議員選舉,首次申報,1111025,雜支支出,中華電信股份有限公司,,0.00,588.00,,,,電信費用,金錢,基隆市安樂區****,,否,,,,,,,
49,楊秀玉,111年基隆市議員選舉,首次申報,1111026,雜支支出,85度C,,0.00,570.00,,,,餐飲費用,金錢,基隆市七堵區****,,否,,,,,,,
50,楊秀玉,111年基隆市議員選舉,首次申報,1111026,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
51,楊秀玉,111年基隆市議員選舉,首次申報,1111026,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
52,楊秀玉,111年基隆市議員選舉,首次申報,1111027,雜支支出,筠億坊,,0.00,3000.00,,,,雜項購置或修繕費用,金錢,基隆市七堵區****,,否,,,,,,,
53,楊秀玉,111年基隆市議員選舉,首次申報,1111027,公共關係費用支出,花村花店,00151800,0.00,2000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
54,楊秀玉,111年基隆市議員選舉,首次申報,1111027,宣傳支出,十月國際整合行銷,28919121,0.00,5670.00,,,,製作競選物品或宣傳廣告費用（物品名稱-手舉板）,金錢,基隆市安樂區****,,否,,,,,,,
55,楊秀玉,111年基隆市議員選舉,首次申報,1111029,公共關係費用支出,花村花店,00151800,0.00,1000.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
56,楊秀玉,111年基隆市議員選舉,首次申報,1111029,公共關係費用支出,花村花店,00151800,0.00,800.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
57,楊秀玉,111年基隆市議員選舉,首次申報,1111029,公共關係費用支出,花村花店,00151800,0.00,800.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
58,楊秀玉,111年基隆市議員選舉,首次申報,1111030,公共關係費用支出,花村花店,00151800,0.00,700.00,,,,聯誼交際費用,金錢,基隆市七堵區****,2451*****,否,,,,,,,
