序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,楊曉君,111年新北市議員選舉,首次申報,1110802,交通旅運支出,坤業加油站有限公司莒光路營業所,,0.00,1000.00,,,,油資,金錢,新北市中和區****,,否,,,,,,,
2,楊曉君,111年新北市議員選舉,首次申報,1110805,交通旅運支出,台灣中油土城加油站,,0.00,1000.00,,,,油資,金錢,新北市土城區****,,否,,,,,,,
3,楊曉君,111年新北市議員選舉,首次申報,1110809,交通旅運支出,車容坊股份有限公司桃鶯營業所,,0.00,1000.00,,,,油資,金錢,桃園市桃園區****,,否,,,,,,,
4,楊曉君,111年新北市議員選舉,首次申報,1110812,交通旅運支出,高原交流道加油站,,0.00,1000.00,,,,油資,金錢,桃園市龍潭區****,,否,,,,,,,
5,楊曉君,111年新北市議員選舉,首次申報,1110817,交通旅運支出,車容坊股份有限公司板橋營業所,,0.00,1000.00,,,,油資,金錢,新北市板橋區****,,否,,,,,,,
6,楊曉君,111年新北市議員選舉,首次申報,1110818,交通旅運支出,監登加油站有限公司,,0.00,1000.00,,,,油資,金錢,花蓮縣新城鄉****,,否,,,,,,,
7,楊曉君,111年新北市議員選舉,首次申報,1110823,交通旅運支出,台灣中油馬太鞍站,,0.00,1000.00,,,,油資,金錢,花蓮縣光復鄉****,,否,,,,,,,
8,楊曉君,111年新北市議員選舉,首次申報,1110826,交通旅運支出,車容坊中華路站,,0.00,1000.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
9,楊曉君,111年新北市議員選舉,首次申報,1110827,交通旅運支出,全國加油站大興西路加油站,,0.00,1000.00,,,,油資,金錢,桃園市桃園區****,,否,,,,,,,
10,楊曉君,111年新北市議員選舉,首次申報,1110901,交通旅運支出,車容坊城林橋加油站,,0.00,1000.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
11,楊曉君,111年新北市議員選舉,首次申報,1110904,交通旅運支出,車容坊中華路站,,0.00,1000.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
12,楊曉君,111年新北市議員選舉,首次申報,1110908,交通旅運支出,車容坊中華路站,,0.00,1000.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
13,楊曉君,111年新北市議員選舉,首次申報,1110914,交通旅運支出,車容坊中華路站,,0.00,1020.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
14,楊曉君,111年新北市議員選舉,首次申報,1110915,返還捐贈支出,城中國際事業股份有限公司,54151638,0.00,50000.00,,,,返還,金錢,臺北市大安區****,,否,,,,,,,
15,楊曉君,111年新北市議員選舉,首次申報,1110919,交通旅運支出,全國加油站鶯歌交流道站,,0.00,1000.00,,,,油資,金錢,桃園市八德區****,,否,,,,,,,
16,楊曉君,111年新北市議員選舉,首次申報,1110924,交通旅運支出,台灣中油海口加油站,,0.00,1000.00,,,,油資,金錢,桃園市大園區****,,否,,,,,,,
17,楊曉君,111年新北市議員選舉,首次申報,1110924,交通旅運支出,山發物業股份有限公司,,0.00,180.00,,,,停車費,金錢,新北市板橋區****,,否,,,,,,,
18,楊曉君,111年新北市議員選舉,首次申報,1110926,交通旅運支出,俥亭停車事業股份有限公司,,0.00,240.00,,,,停車費,金錢,新北市土城區****,,否,,,,,,,
19,楊曉君,111年新北市議員選舉,首次申報,1110927,交通旅運支出,台灣中油土城加油站,,0.00,1000.00,,,,油資,金錢,新北市土城區****,,否,,,,,,,
20,楊曉君,111年新北市議員選舉,首次申報,1110930,交通旅運支出,永盛加油站,,0.00,1000.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
21,楊曉君,111年新北市議員選舉,首次申報,1110930,交通旅運支出,宜舍企業股份有限公司,,0.00,100.00,,,,停車費,金錢,新北市土城區****,,否,,,,,,,
22,楊曉君,111年新北市議員選舉,首次申報,1111003,交通旅運支出,俥亭停車事業(股)樹林體育園區營業所,,0.00,50.00,,,,停車費,金錢,新北市樹林區****,,否,,,,,,,
23,楊曉君,111年新北市議員選舉,首次申報,1111004,交通旅運支出,台灣中油土城加油站,,0.00,1000.00,,,,油資,金錢,新北市土城區****,,否,,,,,,,
24,楊曉君,111年新北市議員選舉,首次申報,1111008,交通旅運支出,車容坊中華路站,,0.00,1020.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
25,楊曉君,111年新北市議員選舉,首次申報,1111009,交通旅運支出,台灣中油三多加油站,,0.00,1000.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
26,楊曉君,111年新北市議員選舉,首次申報,1111011,交通旅運支出,車容坊中華路站,,0.00,1020.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
27,楊曉君,111年新北市議員選舉,首次申報,1111017,交通旅運支出,台灣中油土城加油站,,0.00,1000.00,,,,油資,金錢,新北市土城區****,,否,,,,,,,
28,楊曉君,111年新北市議員選舉,首次申報,1111019,交通旅運支出,永盛加油站,,0.00,500.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
29,楊曉君,111年新北市議員選舉,首次申報,1111022,交通旅運支出,台灣中油土城加油站,,0.00,500.00,,,,油資,金錢,新北市土城區****,,否,,,,,,,
30,楊曉君,111年新北市議員選舉,首次申報,1111023,交通旅運支出,佑昇加油站,,0.00,500.00,,,,油資,金錢,桃園市大園區****,,否,,,,,,,
31,楊曉君,111年新北市議員選舉,首次申報,1111025,交通旅運支出,汎揚興業股份有公司復興營業所,,0.00,60.00,,,,停車費,金錢,新北市中和區****,,否,,,,,,,
32,楊曉君,111年新北市議員選舉,首次申報,1111026,交通旅運支出,台灣中油南港站,,0.00,1000.00,,,,油資,金錢,臺北市南港區****,,否,,,,,,,
33,楊曉君,111年新北市議員選舉,首次申報,1111101,交通旅運支出,永盛加油站,,0.00,500.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
34,楊曉君,111年新北市議員選舉,首次申報,1111102,交通旅運支出,台灣中油土城加油站,,0.00,1000.00,,,,油資,金錢,新北市土城區****,,否,,,,,,,
35,楊曉君,111年新北市議員選舉,首次申報,1111106,交通旅運支出,永盛加油站,,0.00,500.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
36,楊曉君,111年新北市議員選舉,首次申報,1111107,交通旅運支出,台灣中油汐止站,,0.00,500.00,,,,油資,金錢,新北市汐止區****,,否,,,,,,,
37,楊曉君,111年新北市議員選舉,首次申報,1111108,交通旅運支出,永盛加油站,,0.00,1000.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
38,楊曉君,111年新北市議員選舉,首次申報,1111109,交通旅運支出,車容坊城林橋加油站,,0.00,500.00,,,,油資,金錢,新北市樹林區****,,否,,,,,,,
39,楊曉君,111年新北市議員選舉,首次申報,1111114,交通旅運支出,林長加油站,,0.00,500.00,,,,油資,金錢,新北市瑞芳區****,,否,,,,,,,
