序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,林佳瑋,111年桃園市議員選舉,首次申報,1110427,宣傳支出,採捷印刷坊,49858085,0.00,1220.00,,,,廣告紙印刷,金錢,桃園市中壢區****,,否,,,,,,,
2,林佳瑋,111年桃園市議員選舉,首次申報,1110429,宣傳支出,陳玉泉,H12*******,0.00,48000.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市中壢區****,,否,,,,,,,
3,林佳瑋,111年桃園市議員選舉,首次申報,1110501,人事費用支出,萬益甫,D12*******,0.00,30000.00,,,,工資或薪津,金錢,桃園市中壢區****,,否,,,,,,,
4,林佳瑋,111年桃園市議員選舉,首次申報,1110502,宣傳支出,亞爵麗緻社區管理委員會,09616273,0.00,37800.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市中壢區****,,否,,,,,,,
5,林佳瑋,111年桃園市議員選舉,首次申報,1110502,宣傳支出,黃建宏,H12*******,0.00,30000.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市中壢區****,,否,,,,,,,
6,林佳瑋,111年桃園市議員選舉,首次申報,1110504,交通旅運支出,台灣中油,43870219,0.00,1381.00,,,,油資,金錢,桃園市桃園區****,,否,,,,,,,
7,林佳瑋,111年桃園市議員選舉,首次申報,1110504,交通旅運支出,城市車旅,82291322,0.00,60.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
8,林佳瑋,111年桃園市議員選舉,首次申報,1110507,交通旅運支出,NPC全國加油站,10069978,0.00,183.00,,,,油資,金錢,桃園市桃園區****,,否,,,,,,,
9,林佳瑋,111年桃園市議員選舉,首次申報,1110507,交通旅運支出,國雲停車,82295925,0.00,40.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
10,林佳瑋,111年桃園市議員選舉,首次申報,1110509,宣傳支出,宇宙立方有限公司,29175437,0.00,18480.00,,,,競選布條,金錢,新北市板橋區****,,否,,,,,,,
11,林佳瑋,111年桃園市議員選舉,首次申報,1110510,交通旅運支出,台鐵,,0.00,132.00,,,,搭乘交通工具費用,金錢,臺北市****,0800*****,否,,,,,,,
12,林佳瑋,111年桃園市議員選舉,首次申報,1110510,交通旅運支出,俥停,09727209,0.00,20.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
13,林佳瑋,111年桃園市議員選舉,首次申報,1110510,宣傳支出,彩捷印刷坊,49858085,0.00,1220.00,,,,影印,金錢,桃園市中壢區****,,否,,,,,,,
14,林佳瑋,111年桃園市議員選舉,首次申報,1110511,交通旅運支出,桃園市停車場,23060248,0.00,30.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
15,林佳瑋,111年桃園市議員選舉,首次申報,1110511,交通旅運支出,正好停,50635529,0.00,30.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
16,林佳瑋,111年桃園市議員選舉,首次申報,1110511,交通旅運支出,鹿過,91354071,0.00,15.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
17,林佳瑋,111年桃園市議員選舉,首次申報,1110512,宣傳支出,立大林數位印刷公司,16270991,0.00,2520.00,,,,立牌,金錢,新北市三重區****,,否,,,,,,,
18,林佳瑋,111年桃園市議員選舉,首次申報,1110513,交通旅運支出,業崧實業社,,0.00,30.00,,,,停車費,金錢,桃園市中壢區****,0935*****,否,,,,,,,
19,林佳瑋,111年桃園市議員選舉,首次申報,1110513,宣傳支出,五二一一工學社學社,31563709,0.00,6000.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市中壢慈****,,否,,,,,,,
20,林佳瑋,111年桃園市議員選舉,首次申報,1110513,交通旅運支出,溢冠,91255733,0.00,20.00,,,,停車費,金錢,桃園市大園區****,,否,,,,,,,
21,林佳瑋,111年桃園市議員選舉,首次申報,1110516,宣傳支出,百兆廣告公司,25054278,0.00,120000.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市平鎮區****,,否,,,,,,,
22,林佳瑋,111年桃園市議員選舉,首次申報,1110517,交通旅運支出,萬應科技管理,50724775,0.00,80.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
23,林佳瑋,111年桃園市議員選舉,首次申報,1110518,交通旅運支出,台灣中油,43870219,0.00,1313.00,,,,油資,金錢,桃園市桃園區****,,否,,,,,,,
24,林佳瑋,111年桃園市議員選舉,首次申報,1110520,交通旅運支出,興國市場,,0.00,100.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
25,林佳瑋,111年桃園市議員選舉,首次申報,1110520,交通旅運支出,桃園市停車場,23060248,0.00,45.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
26,林佳瑋,111年桃園市議員選舉,首次申報,1110520,宣傳支出,千業機械有限公司,43937339,0.00,15000.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市中壢區****,,否,,,,,,,
27,林佳瑋,111年桃園市議員選舉,首次申報,1110520,租用競選辦事處支出,大洋國際電子材料公司,80584033,0.00,1500.00,,,,租買辦公設備費用,金錢,桃園市中壢區****,,否,,,,,,,
28,林佳瑋,111年桃園市議員選舉,首次申報,1110523,交通旅運支出,沅和有限公司,83058153,0.00,60.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
29,林佳瑋,111年桃園市議員選舉,首次申報,1110523,交通旅運支出,日月亭,85288412,0.00,40.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
30,林佳瑋,111年桃園市議員選舉,首次申報,1110524,交通旅運支出,桃園市停車場,23060248,0.00,85.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
31,林佳瑋,111年桃園市議員選舉,首次申報,1110524,交通旅運支出,桃園市停車場,23060248,0.00,30.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
32,林佳瑋,111年桃園市議員選舉,首次申報,1110524,交通旅運支出,鳳式有限公司,85267985,0.00,75.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
33,林佳瑋,111年桃園市議員選舉,首次申報,1110525,交通旅運支出,台鐵,,0.00,66.00,,,,搭乘交通工具費用,金錢,臺北市****,0800*****,否,,,,,,,
34,林佳瑋,111年桃園市議員選舉,首次申報,1110525,交通旅運支出,俥亭停車公司,09727209,0.00,70.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
35,林佳瑋,111年桃園市議員選舉,首次申報,1110526,交通旅運支出,台鐵,,0.00,51.00,,,,搭乘交通工具費用,金錢,臺北市****,0800*****,否,,,,,,,
36,林佳瑋,111年桃園市議員選舉,首次申報,1110526,交通旅運支出,俥亭停車公司,09727209,0.00,240.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
37,林佳瑋,111年桃園市議員選舉,首次申報,1110526,交通旅運支出,萬應科技管理,50724775,0.00,100.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
38,林佳瑋,111年桃園市議員選舉,首次申報,1110526,宣傳支出,大器廣告公司,53170974,0.00,110000.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市桃園區****,,否,,,,,,,
39,林佳瑋,111年桃園市議員選舉,首次申報,1110527,交通旅運支出,萬應科技管理,50724775,0.00,80.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
40,林佳瑋,111年桃園市議員選舉,首次申報,1110531,交通旅運支出,萬和小客車中壢營業所,26707728,0.00,30.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
41,林佳瑋,111年桃園市議員選舉,首次申報,1110601,人事費用支出,萬益甫,D12*******,0.00,30000.00,,,,工資或薪津,金錢,桃園市中壢區****,,否,,,,,,,
42,林佳瑋,111年桃園市議員選舉,首次申報,1110602,交通旅運支出,成睿工程公司,91653633,0.00,40.00,,,,停車費,金錢,桃園市桃園區****,,否,,,,,,,
43,林佳瑋,111年桃園市議員選舉,首次申報,1110604,交通旅運支出,台灣中油,02610485,0.00,167.00,,,,油資,金錢,桃園市桃園區****,,否,,,,,,,
44,林佳瑋,111年桃園市議員選舉,首次申報,1110606,交通旅運支出,台灣路停停,02924303,0.00,60.00,,,,停車費,金錢,桃園市中壢區****,,否,,,,,,,
45,林佳瑋,111年桃園市議員選舉,首次申報,1110606,公共關係費用支出,麥當勞,23526999,0.00,199.00,,,,聯誼交際費用,金錢,桃園市八德區****,,否,,,,,,,
46,林佳瑋,111年桃園市議員選舉,首次申報,1110606,公共關係費用支出,星巴克,42658739,0.00,165.00,,,,聯誼交際費用,金錢,桃園市****,,否,,,,,,,
47,林佳瑋,111年桃園市議員選舉,首次申報,1110606,交通旅運支出,坤業加油站有限公司,72774947,0.00,1403.00,,,,油資,金錢,桃園市大園區****,,否,,,,,,,
48,林佳瑋,111年桃園市議員選舉,首次申報,1110607,宣傳支出,鐠羅廣告公司,16995550,0.00,47353.00,,,,租用廣告看板或車體廣告費用,金錢,桃園市桃園區****,,否,,,,,,,
