序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,自由台灣黨,,110,1100112,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1712.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
2,自由台灣黨,,110,1100125,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,533.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
3,自由台灣黨,,110,1100204,雜支支出,第一商業銀行華山分行,05052322,0.00,50.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市中山區****,,否,,,,,,,
4,自由台灣黨,,110,1100209,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
5,自由台灣黨,,110,1100218,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,2015.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
6,自由台灣黨,,110,1100304,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
7,自由台灣黨,,110,1100308,雜支支出,藍新科技股份有限公司,70565326,0.00,1.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市南港區****,,否,,,,,,,
8,自由台灣黨,,110,1100310,雜支支出,藍新科技股份有限公司,70565326,0.00,1.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市南港區****,,否,,,,,,,
9,自由台灣黨,,110,1100318,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1579.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
10,自由台灣黨,,110,1100326,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
11,自由台灣黨,,110,1100329,雜支支出,藍新科技股份有限公司,70565326,0.00,115.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市南港區****,,否,,,,,,,
12,自由台灣黨,,110,1100415,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1519.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
13,自由台灣黨,,110,1100422,雜支支出,第一商業銀行華山分行,05052322,0.00,100.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市中山區****,02-2*****,否,,,,,,,
14,自由台灣黨,,110,1100429,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
15,自由台灣黨,,110,1100517,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1481.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
16,自由台灣黨,,110,1100520,雜支支出,藍新科技股份有限公司,70565326,0.00,12.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市南港區****,,否,,,,,,,
17,自由台灣黨,,110,1100528,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
18,自由台灣黨,,110,1100604,雜支支出,中華電信股份有限公司數據通信分公司,96979997,0.00,420.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市中正區****,,否,,,,,,,
19,自由台灣黨,,110,1100615,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1437.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
20,自由台灣黨,,110,1100629,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
21,自由台灣黨,,110,1100715,雜支支出,中華電信,81691784,0.00,1448.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
22,自由台灣黨,,110,1100729,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
23,自由台灣黨,,110,1100816,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1429.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
24,自由台灣黨,,110,1100902,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
25,自由台灣黨,,110,1100924,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1443.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
26,自由台灣黨,,110,1100930,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
27,自由台灣黨,,110,1101015,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1434.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
28,自由台灣黨,,110,1101025,雜支支出,藍新科技股份有限公司,70565326,0.00,115.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市南港區****,,否,,,,,,,
29,自由台灣黨,,110,1101029,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
30,自由台灣黨,,110,1101110,雜支支出,中華電信股份有限公司台北營運處,81691784,0.00,1463.00,,,,電信費用,金錢,臺北市大安區****,,否,,,,,,,
31,自由台灣黨,,110,1101129,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
32,自由台灣黨,,110,1101227,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,否,,,,,,,
33,自由台灣黨,,110,1101230,雜支支出,建安聯合會計師事務所,21776871,0.00,18900.00,,,,其他因工作酬勞之給付,金錢,臺北市信義區****,0223*****,否,,,,,,,
34,自由台灣黨,,110,1101230,雜支支出,建安聯合會計師事務所,21776871,0.00,46000.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市信義區****,0223*****,否,,,,,,,
35,自由台灣黨,,110,1101230,雜支支出,建安聯合會計師事務所,21776871,0.00,500.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市信義區****,0223*****,否,,,,,,,
