序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,梁為超,111年桃園市議員選舉,首次申報,1110501,雜支支出,佳良饅頭店,26615002,0.00,5580.00,,,,餐飲費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
2,梁為超,111年桃園市議員選舉,首次申報,1110501,雜支支出,朵拉米花藝,41425678,0.00,2000.00,,,,花籃費,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
3,梁為超,111年桃園市議員選舉,首次申報,1110501,租用宣傳車輛支出,楊書甄,H22*******,0.00,210000.00,,,,租用宣傳車輛費用,金錢,桃園市中壢區****,0955*****,否,,,,,,,
4,梁為超,111年桃園市議員選舉,首次申報,1110503,雜支支出,佳良饅頭店,26615002,0.00,3870.00,,,,餐飲費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
5,梁為超,111年桃園市議員選舉,首次申報,1110504,雜支支出,佳良饅頭店,26615002,0.00,3600.00,,,,餐飲費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
6,梁為超,111年桃園市議員選舉,首次申報,1110506,雜支支出,佳良饅頭店,26615002,0.00,5670.00,,,,餐飲費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
7,梁為超,111年桃園市議員選舉,首次申報,1110506,雜支支出,朵拉米花藝,41425678,0.00,2000.00,,,,花籃費,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
8,梁為超,111年桃園市議員選舉,首次申報,1110507,雜支支出,佳良饅頭店,26615002,0.00,5580.00,,,,餐飲費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
9,梁為超,111年桃園市議員選舉,首次申報,1110508,雜支支出,佳良饅頭店,26615002,0.00,7470.00,,,,餐飲費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
10,梁為超,111年桃園市議員選舉,首次申報,1110511,宣傳支出,Facebook Ireland Limited,,0.00,3000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,GrandC****,,否,,,,,,,
11,梁為超,111年桃園市議員選舉,首次申報,1110511,雜支支出,伊曼多食品行,09722014,0.00,4500.00,,,,餐包,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
12,梁為超,111年桃園市議員選舉,首次申報,1110512,宣傳支出,Facebook Ireland Limited,,0.00,3000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,GrandC****,,否,,,,,,,
13,梁為超,111年桃園市議員選舉,首次申報,1110513,宣傳支出,Facebook Ireland Limited,,0.00,3000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,GrandC****,,否,,,,,,,
14,梁為超,111年桃園市議員選舉,首次申報,1110513,雜支支出,佳良饅頭店,26615002,0.00,7956.00,,,,餐飲費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
15,梁為超,111年桃園市議員選舉,首次申報,1110514,雜支支出,佳良饅頭店,26615002,0.00,9459.00,,,,餐飲費用,金錢,桃園市中壢區****,03-4*****,否,,,,,,,
