序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
23,蔡其昌,109年立法委員選舉,第一次賸餘,1090214,當選後與其公務有關之費用支出,星巴克,53530106,0.00,880.00,,,,餐飲支出,金錢,,,,,,,,,
24,蔡其昌,109年立法委員選舉,第一次賸餘,1090214,當選後與其公務有關之費用支出,鬍鬚張,54687415,0.00,576.00,,,,餐飲支出,金錢,,,,,,,,,
25,蔡其昌,109年立法委員選舉,第一次賸餘,1090214,當選後與其公務有關之費用支出,台灣中油,55677842,0.00,1100.00,,,,油資,金錢,,,,,,,,,
26,蔡其昌,109年立法委員選舉,第一次賸餘,1090214,當選後與其公務有關之費用支出,阿財米糕店,56679397,0.00,725.00,,,,餐飲支出,金錢,,,,,,,,,
27,蔡其昌,109年立法委員選舉,第一次賸餘,1090214,當選後與其公務有關之費用支出,龍門小館,67970271,0.00,4800.00,,,,餐飲支出,金錢,,,,,,,,,
28,蔡其昌,109年立法委員選舉,第一次賸餘,1090214,當選後與其公務有關之費用支出,肯德基,80335035,0.00,1203.00,,,,餐飲支出,金錢,,,,,,,,,
29,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,外埔義勇警察分隊,,0.00,1000.00,,,,為民服務費用,金錢,,04-2*****,,,,,,,
30,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,萬國肉店,01493137,0.00,650.00,,,,餐飲支出,金錢,,,,,,,,,
31,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,中華郵政,03741302,0.00,150.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
32,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,錢來快餐店,09309155,0.00,85.00,,,,餐飲支出,金錢,,,,,,,,,
33,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,台北市新協和水果行,15954519,0.00,3310.00,,,,餐飲支出,金錢,,,,,,,,,
34,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,正牌米糕莊,21484023,0.00,840.00,,,,餐飲支出,金錢,,,,,,,,,
35,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,麥當勞,23932130,0.00,487.00,,,,餐飲支出,金錢,,,,,,,,,
36,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,建發加油站,28334289,0.00,1025.00,,,,油資,金錢,,,,,,,,,
37,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,來怡客牛排,38849271,0.00,360.00,,,,餐飲支出,金錢,,,,,,,,,
38,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,冠麟國際開發有限公司,39702269,0.00,9540.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
39,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,御園坊,42368014,0.00,670.00,,,,餐飲支出,金錢,,,,,,,,,
40,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,龍門小館,67970271,0.00,1435.00,,,,餐飲支出,金錢,,,,,,,,,
41,蔡其昌,109年立法委員選舉,第一次賸餘,1090215,當選後與其公務有關之費用支出,廣濟文具廣場,90931700,0.00,8.00,,,,文具用品費用,金錢,,,,,,,,,
42,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,計程車,,0.00,165.00,,,,搭乘交通工具支出,金錢,,計程車*****,,,,,,,
43,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,台灣中油,05815118,0.00,681.00,,,,油資,金錢,,,,,,,,,
44,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,大東社區發展協會,14705280,0.00,1000.00,,,,為民服務費用,金錢,,,,,,,,,
45,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,台灣福天宮包公石人本會,26902102,0.00,1000.00,,,,為民服務費用,金錢,,,,,,,,,
46,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,裕妹早餐店,31948677,0.00,215.00,,,,餐飲支出,金錢,,,,,,,,,
47,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,圖夏次企業社,42363221,0.00,235.00,,,,餐飲支出,金錢,,,,,,,,,
48,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,富安美食店,47443316,0.00,2000.00,,,,餐飲支出,金錢,,,,,,,,,
49,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,必勝客,54171331,0.00,1658.00,,,,餐飲支出,金錢,,,,,,,,,
50,蔡其昌,109年立法委員選舉,第一次賸餘,1090216,當選後與其公務有關之費用支出,林秀緞,L20*******,0.00,1000.00,,,,聯誼費用,金錢,,,,,,,,,
51,蔡其昌,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,計程車,,0.00,625.00,,,,搭乘交通工具支出,金錢,,計程車*****,,,,,,,
52,蔡其昌,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,伍佰小站,14333520,0.00,570.00,,,,餐飲支出,金錢,,,,,,,,,
53,蔡其昌,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,吳池上飯包,21492662,0.00,525.00,,,,餐飲支出,金錢,,,,,,,,,
54,蔡其昌,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,麥當勞,27950355,0.00,119.00,,,,餐飲支出,金錢,,,,,,,,,
55,蔡其昌,109年立法委員選舉,第一次賸餘,1090217,當選後與其公務有關之費用支出,統一超商,28438799,0.00,30.00,,,,餐飲支出,金錢,,,,,,,,,
56,蔡其昌,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,計程車,,0.00,190.00,,,,搭乘交通工具支出,金錢,,計程車*****,,,,,,,
57,蔡其昌,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,素香園自助式素食館,,0.00,120.00,,,,餐飲支出,金錢,,04-2*****,,,,,,,
58,蔡其昌,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,台灣中油,05815118,0.00,1082.00,,,,油資,金錢,,,,,,,,,
59,蔡其昌,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,池上飯包,13803690,0.00,560.00,,,,餐飲支出,金錢,,,,,,,,,
60,蔡其昌,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,蓮池小吃店,48980453,0.00,1205.00,,,,餐飲支出,金錢,,,,,,,,,
61,蔡其昌,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,全家便利商店,53008467,0.00,68.00,,,,餐飲支出,金錢,,,,,,,,,
62,蔡其昌,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,鬍鬚張,54687415,0.00,536.00,,,,餐飲支出,金錢,,,,,,,,,
63,蔡其昌,109年立法委員選舉,第一次賸餘,1090218,當選後與其公務有關之費用支出,阿東小吃,72486283,0.00,390.00,,,,餐飲支出,金錢,,,,,,,,,
64,蔡其昌,109年立法委員選舉,第一次賸餘,1090219,當選後與其公務有關之費用支出,計程車,,0.00,505.00,,,,搭乘交通工具支出,金錢,,計程車*****,,,,,,,
65,蔡其昌,109年立法委員選舉,第一次賸餘,1090219,當選後與其公務有關之費用支出,中華郵政,03741302,0.00,96.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
66,蔡其昌,109年立法委員選舉,第一次賸餘,1090219,當選後與其公務有關之費用支出,欣海濱牛肉麵,09191183,0.00,390.00,,,,餐飲支出,金錢,,,,,,,,,
67,蔡其昌,109年立法委員選舉,第一次賸餘,1090219,當選後與其公務有關之費用支出,鬍鬚張,54687415,0.00,985.00,,,,餐飲支出,金錢,,,,,,,,,
68,蔡其昌,109年立法委員選舉,第一次賸餘,1090219,當選後與其公務有關之費用支出,統一超商,70766610,0.00,80.00,,,,餐飲支出,金錢,,,,,,,,,
69,蔡其昌,109年立法委員選舉,第一次賸餘,1090219,當選後與其公務有關之費用支出,好市多,80033968,0.00,998.00,,,,餐飲支出,金錢,,,,,,,,,
70,蔡其昌,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,中華郵政,03741302,0.00,56.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
71,蔡其昌,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,正牌米糕莊,21484023,0.00,1610.00,,,,餐飲支出,金錢,,,,,,,,,
72,蔡其昌,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,行彩花店,25242878,0.00,6300.00,,,,為民服務費用,金錢,,,,,,,,,
73,蔡其昌,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,統一速達,26206153,0.00,675.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
74,蔡其昌,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,鼎香園食品記,72920694,0.00,245.00,,,,餐飲支出,金錢,,,,,,,,,
75,蔡其昌,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,好家香爌肉飯,77676918,0.00,700.00,,,,餐飲支出,金錢,,,,,,,,,
76,蔡其昌,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,池上便當,93917007,0.00,580.00,,,,餐飲支出,金錢,,,,,,,,,
77,蔡其昌,109年立法委員選舉,第一次賸餘,1090220,當選後與其公務有關之費用支出,眉山畫廊,99113076,0.00,2050.00,,,,文具用品費用,金錢,,,,,,,,,
78,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,計程車,,0.00,460.00,,,,搭乘交通工具支出,金錢,,計程車*****,,,,,,,
79,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,中華郵政,03741302,0.00,28.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
80,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,金振發五金電器行,04236844,0.00,1000.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
81,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,伯光文具印刷有限公司,21201382,0.00,50.00,,,,文具用品費用,金錢,,,,,,,,,
82,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,吳池上飯包,21492662,0.00,700.00,,,,餐飲支出,金錢,,,,,,,,,
83,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,建發加油站,28334289,0.00,994.00,,,,油資,金錢,,,,,,,,,
84,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,中華電信(台中營運處),52003801,0.00,2663.00,,,,電信費用,金錢,,,,,,,,,
85,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,好家香爌肉飯,77676918,0.00,280.00,,,,餐飲支出,金錢,,,,,,,,,
86,蔡其昌,109年立法委員選舉,第一次賸餘,1090221,當選後與其公務有關之費用支出,弘昌企業有限公司,97127222,0.00,340.00,,,,餐飲支出,金錢,,,,,,,,,
87,蔡其昌,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,目福米苔,,0.00,340.00,,,,餐飲支出,金錢,,04-2*****,,,,,,,
88,蔡其昌,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,龜殼社區長壽俱樂部,,0.00,1000.00,,,,為民服務費用,金錢,,04-2*****,,,,,,,
89,蔡其昌,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,幸福第一福德祠,,0.00,1000.00,,,,為民服務費用,金錢,,0921*****,,,,,,,
90,蔡其昌,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,南埔里福德祠,,0.00,1000.00,,,,為民服務費用,金錢,,0912*****,,,,,,,
91,蔡其昌,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,鎮江意麵,26275670,0.00,440.00,,,,餐飲支出,金錢,,,,,,,,,
92,蔡其昌,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,芝味美食餐飲,39663596,0.00,16500.00,,,,餐飲支出,金錢,臺中市大安區****,,,,,,,,
93,蔡其昌,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,楊記牛肉麵,47418787,0.00,250.00,,,,餐飲支出,金錢,,,,,,,,,
94,蔡其昌,109年立法委員選舉,第一次賸餘,1090222,當選後與其公務有關之費用支出,森禾小吃舖,72355888,0.00,660.00,,,,餐飲支出,金錢,,,,,,,,,
95,蔡其昌,109年立法委員選舉,第一次賸餘,1090223,當選後與其公務有關之費用支出,鬍鬚張,50752096,0.00,495.00,,,,餐飲支出,金錢,,,,,,,,,
96,蔡其昌,109年立法委員選舉,第一次賸餘,1090223,當選後與其公務有關之費用支出,惠文停車場,53021927,0.00,105.00,,,,停車費,金錢,,,,,,,,,
97,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,計程車,,0.00,700.00,,,,搭乘交通工具支出,金錢,,計程車*****,,,,,,,
98,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,中華郵政,03741302,0.00,128.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
99,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,台灣中油,05815118,0.00,1113.00,,,,油資,金錢,,,,,,,,,
100,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,錢來快餐店,09309155,0.00,85.00,,,,餐飲支出,金錢,,,,,,,,,
101,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,新富加油站,12634985,0.00,1339.00,,,,油資,金錢,,,,,,,,,
102,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,銳宗實業股份有限公司,23282255,0.00,300.00,,,,餐飲支出,金錢,,,,,,,,,
103,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,麥當勞,27950355,0.00,58.00,,,,餐飲支出,金錢,,,,,,,,,
104,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,嘟嘟房,38773407,0.00,240.00,,,,停車費,金錢,,,,,,,,,
105,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,交通部台灣鐵路管理局餐旅服務總所,47610221,0.00,321.00,,,,餐飲支出,金錢,,,,,,,,,
106,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,全聯福利中心,53014910,0.00,838.00,,,,餐飲支出,金錢,,,,,,,,,
107,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,阿東小吃,72486283,0.00,585.00,,,,餐飲支出,金錢,,,,,,,,,
108,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,義美食品,97162682,0.00,59.00,,,,餐飲支出,金錢,,,,,,,,,
109,蔡其昌,109年立法委員選舉,第一次賸餘,1090224,當選後與其公務有關之費用支出,天韻行,98848748,0.00,80.00,,,,餐飲支出,金錢,,,,,,,,,
110,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,台北市新協和水果行,15954519,0.00,2190.00,,,,餐飲支出,金錢,,,,,,,,,
111,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,台灣高鐵,16446274,0.00,1250.00,,,,搭乘交通工具支出,金錢,,,,,,,,,
112,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,統一速達股份有限公司,26206153,0.00,1430.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
113,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,良友小館,42503953,0.00,1200.00,,,,餐飲支出,金錢,,,,,,,,,
114,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,美樂食餐飲股份有限公司台中高鐵食堂,47430608,0.00,1232.00,,,,餐飲支出,金錢,,,,,,,,,
115,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,中華電信(台中營運處),52003801,0.00,178.00,,,,電信費用,金錢,,,,,,,,,
116,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,全聯福利中心,53014910,0.00,1064.00,,,,餐飲支出,金錢,,,,,,,,,
117,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,阿東小吃,72486283,0.00,390.00,,,,餐飲支出,金錢,,,,,,,,,
118,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,台灣大哥大,97176270,0.00,3181.00,,,,電信費用,金錢,,,,,,,,,
119,蔡其昌,109年立法委員選舉,第一次賸餘,1090225,當選後與其公務有關之費用支出,葉進添,L10*******,0.00,10000.00,,,,工資或薪津,金錢,臺中市外埔區****,,,,,,,,
120,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,計程車,,0.00,390.00,,,,搭乘交通工具支出,金錢,,計程車*****,,,,,,,
121,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,宋彩聯,,0.00,10000.00,,,,為民服務費用,金錢,臺中市后里區****,04-2*****,,,,,,,
122,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,中華郵政,03741302,0.00,80.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
123,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,塔圖電繡設計社,25356626,0.00,18500.00,,,,雜項購置或修繕費用,金錢,彰化縣員林市****,,,,,,,,
124,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,圖夏次企業社,42363221,0.00,105.00,,,,餐飲支出,金錢,,,,,,,,,
125,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,全聯福利中心,53014910,0.00,274.00,,,,餐飲支出,金錢,,,,,,,,,
126,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,鬍鬚張,54687415,0.00,1382.00,,,,餐飲支出,金錢,,,,,,,,,
127,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,燦坤,80022759,0.00,129.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,
128,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,老周肉丸店,80973589,0.00,580.00,,,,餐飲支出,金錢,,,,,,,,,
129,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,美好小吃店,81748999,0.00,90.00,,,,餐飲支出,金錢,,,,,,,,,
130,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,天韻行,98848748,0.00,90.00,,,,餐飲支出,金錢,,,,,,,,,
131,蔡其昌,109年立法委員選舉,第一次賸餘,1090226,當選後與其公務有關之費用支出,蔡建德,L12*******,0.00,825.00,,,,水電瓦斯費用,金錢,,,,,,,,,
132,蔡其昌,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,台灣中油,05815118,0.00,1157.00,,,,油資,金錢,,,,,,,,,
133,蔡其昌,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,聖洋科技,28112580,0.00,50400.00,,,,播送、傳送或刊登宣傳廣告支出,金錢,臺北市大安區****,,,,,,,,
134,蔡其昌,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,星巴克,28459528,0.00,125.00,,,,餐飲支出,金錢,,,,,,,,,
135,蔡其昌,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,日勝昌商行,31715993,0.00,60.00,,,,餐飲支出,金錢,,,,,,,,,
136,蔡其昌,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,饌玉豐麵食館,38558104,0.00,518.00,,,,餐飲支出,金錢,,,,,,,,,
137,蔡其昌,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,阿東小吃,72486283,0.00,520.00,,,,餐飲支出,金錢,,,,,,,,,
138,蔡其昌,109年立法委員選舉,第一次賸餘,1090227,當選後與其公務有關之費用支出,孟春鮮花禮儀社,98704572,0.00,10500.00,,,,為民服務費用,金錢,臺中市大甲區****,,,,,,,,
139,蔡其昌,109年立法委員選舉,第一次賸餘,1090228,當選後與其公務有關之費用支出,吳太山,L12*******,0.00,30000.00,,,,工資或薪津,金錢,臺中市梧棲區****,,,,,,,,
140,蔡其昌,109年立法委員選舉,第一次賸餘,1090228,當選後與其公務有關之費用支出,林秀緞,L20*******,0.00,6000.00,,,,租用辦公處所費用,金錢,臺中市外埔區****,,,,,,,,
141,蔡其昌,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,建發加油站,28334289,0.00,1283.00,,,,油資,金錢,,,,,,,,,
142,蔡其昌,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,萬隆小吃店,72546310,0.00,358.00,,,,餐飲支出,金錢,,,,,,,,,
143,蔡其昌,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,昇宏花藝圃,76639839,0.00,6050.00,,,,為民服務費用,金錢,,,,,,,,,
144,蔡其昌,109年立法委員選舉,第一次賸餘,1090229,當選後與其公務有關之費用支出,豐築有限公司,82830454,0.00,2354.00,,,,餐飲支出,金錢,,,,,,,,,
145,蔡其昌,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,大甲區德化社區發展協會,19312159,0.00,1000.00,,,,為民服務費用,金錢,,,,,,,,,
146,蔡其昌,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,尚立租賃股份有限公司,27890189,0.00,47500.00,,,,租用車輛支出,金錢,臺中市西屯區****,,,,,,,,
147,蔡其昌,109年立法委員選舉,第一次賸餘,1090301,當選後與其公務有關之費用支出,中港仔麵,97884837,0.00,390.00,,,,餐飲支出,金錢,,,,,,,,,
148,蔡其昌,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,計程車,,0.00,95.00,,,,搭乘交通工具支出,金錢,,計程車*****,,,,,,,
149,蔡其昌,109年立法委員選舉,第一次賸餘,1090302,當選後與其公務有關之費用支出,振隆水果行,01446022,0.00,2105.00,,,,餐飲支出,金錢,,,,,,,,,
