序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,李柏瑟,111年桃園市議員選舉,首次申報,1110903,交通旅運支出,台灣中油春日路加油站,,0.00,1208.00,,,,油資,金錢,桃園市桃園區****,,否,,,,,,,
2,李柏瑟,111年桃園市議員選舉,首次申報,1110920,雜支支出,桃園大業郵局,,0.00,666.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
3,李柏瑟,111年桃園市議員選舉,首次申報,1110923,雜支支出,聯杰百貨商行,,0.00,273.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
4,李柏瑟,111年桃園市議員選舉,首次申報,1110925,雜支支出,聯杰百貨行,,0.00,145.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
5,李柏瑟,111年桃園市議員選舉,首次申報,1110928,雜支支出,聯杰百貨商行百貨商行,,0.00,95.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
6,李柏瑟,111年桃園市議員選舉,首次申報,1110930,雜支支出,一零一企業股份有限公司,,0.00,169.00,,,,文具用品費用,金錢,桃園市桃園區****,0332*****,否,,,,,,,
7,李柏瑟,111年桃園市議員選舉,首次申報,1111004,雜支支出,聯杰百貨行,,0.00,125.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
8,李柏瑟,111年桃園市議員選舉,首次申報,1111006,集會支出,桃園區公所公園管理科,,0.00,9000.00,,,,租用場地費用,金錢,桃園市桃園區****,,否,,,,,,,
9,李柏瑟,111年桃園市議員選舉,首次申報,1111013,雜支支出,桃園慈文郵局,,0.00,6652.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
10,李柏瑟,111年桃園市議員選舉,首次申報,1111014,雜支支出,聯杰百貨行,,0.00,529.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
11,李柏瑟,111年桃園市議員選舉,首次申報,1111017,雜支支出,禾月趣實業有限公司,,0.00,2600.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
12,李柏瑟,111年桃園市議員選舉,首次申報,1111017,雜支支出,一零一企業股份有限公司,,0.00,64.00,,,,文具用品費用,金錢,桃園市桃園區****,,否,,,,,,,
13,李柏瑟,111年桃園市議員選舉,首次申報,1111017,雜支支出,桃園大業郵局,,0.00,7750.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
14,李柏瑟,111年桃園市議員選舉,首次申報,1111019,雜支支出,香港洪記餐飲專賣店,,0.00,1050.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
15,李柏瑟,111年桃園市議員選舉,首次申報,1111019,雜支支出,中泰油漆工程行,,0.00,1340.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
16,李柏瑟,111年桃園市議員選舉,首次申報,1111020,雜支支出,中泰油漆工程行,,0.00,2010.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
17,李柏瑟,111年桃園市議員選舉,首次申報,1111022,交通旅運支出,台灣中油,,0.00,1390.00,,,,油資,金錢,桃園市桃園區****,,否,,,,,,,
18,李柏瑟,111年桃園市議員選舉,首次申報,1111022,雜支支出,和泰興能源有限公司,,0.00,635.00,,,,水電瓦斯費用,金錢,桃園市桃園區****,,否,,,,,,,
19,李柏瑟,111年桃園市議員選舉,首次申報,1111024,雜支支出,聯杰百貨行,,0.00,337.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
20,李柏瑟,111年桃園市議員選舉,首次申報,1111024,雜支支出,鈺文堂文具有限公司,,0.00,252.00,,,,文具用品費用,金錢,桃園市桃園區****,,否,,,,,,,
21,李柏瑟,111年桃園市議員選舉,首次申報,1111024,雜支支出,登富包裝材料行,,0.00,883.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
22,李柏瑟,111年桃園市議員選舉,首次申報,1111025,集會支出,尚興企業社,,0.00,6000.00,,,,租用設備費用,金錢,桃園市蘆竹區****,,否,,,,,,,
23,李柏瑟,111年桃園市議員選舉,首次申報,1111026,雜支支出,聯杰百貨商行,,0.00,140.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
24,李柏瑟,111年桃園市議員選舉,首次申報,1111027,雜支支出,安吉爾股份有限公司,,0.00,325.00,,,,餐飲費用,金錢,桃園市桃園南****,,否,,,,,,,
25,李柏瑟,111年桃園市議員選舉,首次申報,1111027,雜支支出,贊記燒臘便當館,,0.00,2250.00,,,,餐飲費用,金錢,桃園市中壢區****,,否,,,,,,,
26,李柏瑟,111年桃園市議員選舉,首次申報,1111028,雜支支出,潔園小吃,,0.00,2400.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
27,李柏瑟,111年桃園市議員選舉,首次申報,1111028,雜支支出,燦坤3C,,0.00,517.00,,,,文具用品費用,金錢,桃園市桃園區****,,否,,,,,,,
28,李柏瑟,111年桃園市議員選舉,首次申報,1111028,雜支支出,聯杰百貨商行,,0.00,1548.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
29,李柏瑟,111年桃園市議員選舉,首次申報,1111028,雜支支出,全國食材廣場,,0.00,1330.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
30,李柏瑟,111年桃園市議員選舉,首次申報,1111029,雜支支出,聯杰百貨行,,0.00,950.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
31,李柏瑟,111年桃園市議員選舉,首次申報,1111029,雜支支出,來來快餐店,,0.00,3000.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
32,李柏瑟,111年桃園市議員選舉,首次申報,1111029,雜支支出,一粒米排骨飯,,0.00,1350.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
33,李柏瑟,111年桃園市議員選舉,首次申報,1111029,雜支支出,聯杰百貨商行,,0.00,100.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
34,李柏瑟,111年桃園市議員選舉,首次申報,1111030,雜支支出,潔園小吃,,0.00,2250.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
35,李柏瑟,111年桃園市議員選舉,首次申報,1111030,雜支支出,富山軒佛具店,,0.00,2380.00,,,,雜項購置或修繕費用,金錢,桃園市桃園區****,,否,,,,,,,
