序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
32,林德福,105年立法委員選舉,第四次賸餘,1080215,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1651.00,電信費用-中華電信費,金錢,,,
33,林德福,105年立法委員選舉,第四次賸餘,1080216,當選後與其公務有關之費用支出,德安加油站,96907299,0.00,1164.00,油資,金錢,,,
34,林德福,105年立法委員選舉,第四次賸餘,1080218,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,199.00,電信費用-台灣大哥大電信費,金錢,,,
35,林德福,105年立法委員選舉,第四次賸餘,1080219,當選後與其公務有關之費用支出,儀美科技有限公司,27845657,0.00,5498.00,影印費,金錢,,,
36,林德福,105年立法委員選舉,第四次賸餘,1080221,當選後與其公務有關之費用支出,309-C7,,0.00,110.00,搭乘交通工具支出,金錢,,0926*****,
37,林德福,105年立法委員選舉,第四次賸餘,1080222,當選後與其公務有關之費用支出,中華郵政股份有限公司,,0.00,35.00,郵寄競選物品或宣傳廣告支出,金錢,,2391*****,
38,林德福,105年立法委員選舉,第四次賸餘,1080226,當選後與其公務有關之費用支出,中華郵政股份有限公司,,0.00,116.00,郵寄競選物品或宣傳廣告支出,金錢,,2391*****,
39,林德福,105年立法委員選舉,第四次賸餘,1080226,當選後與其公務有關之費用支出,大同綜合訊電股份有限公司,09821149,0.00,29400.00,聯誼交際費用-年節提供摸彩用品-電烤箱個,金錢,,,
40,林德福,105年立法委員選舉,第四次賸餘,1080226,捐贈教育、文化、公益、慈善機構或團體支出,財團法人新店高級中學文教基金會,17429956,0.00,50000.00,捐贈教育、文化、公益、慈善機構或團體支出,金錢,新北市新店區****,2219*****,
41,林德福,105年立法委員選舉,第四次賸餘,1080227,當選後與其公務有關之費用支出,中華郵政股份有限公司,,0.00,60.00,郵寄競選物品或宣傳廣告支出,金錢,,2391*****,
42,林德福,105年立法委員選舉,第四次賸餘,1080227,當選後與其公務有關之費用支出,駿亞企業社,10683593,0.00,4500.00,聯誼交際費用-匾額個,金錢,,2940*****,
43,林德福,105年立法委員選舉,第四次賸餘,1080227,當選後與其公務有關之費用支出,掌生榖粒糧商號股份有限公司,53326929,0.00,12240.00,聯誼交際費用-茶葉禮盒盒,金錢,,,
44,林德福,105年立法委員選舉,第四次賸餘,1080227,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,587.00,電信費用-中華電信費,金錢,,,
45,林德福,105年立法委員選舉,第四次賸餘,1080228,當選後與其公務有關之費用支出,文化派報社,,0.00,900.00,書報雜誌費用-報費,金錢,,2247*****,
46,林德福,105年立法委員選舉,第四次賸餘,1080228,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,8000.00,聯誼交際費用-高架花籃批,金錢,,,
47,林德福,105年立法委員選舉,第四次賸餘,1080304,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,396.00,電信費用-中華電信費,金錢,,,
48,林德福,105年立法委員選舉,第四次賸餘,1080305,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,38900.00,聯誼交際費用-花籃批,金錢,新北市永和區****,8923*****,
49,林德福,105年立法委員選舉,第四次賸餘,1080305,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,30500.00,聯誼交際費用-花籃批,金錢,新北市永和區****,8923*****,
50,林德福,105年立法委員選舉,第四次賸餘,1080306,當選後與其公務有關之費用支出,掌生榖粒糧商號股份有限公司,53326929,0.00,45200.00,聯誼交際費用-茶葉禮盒盒及運費,金錢,臺北市信義區****,2723*****,
51,林德福,105年立法委員選舉,第四次賸餘,1080306,當選後與其公務有關之費用支出,米粒插畫設計有限公司,54032562,0.00,31400.00,製作競選物品支出-林福德粉絲專業素材製作,金錢,新北市永和區****,2920*****,
52,林德福,105年立法委員選舉,第四次賸餘,1080306,當選後與其公務有關之費用支出,勇宏實業有限公司,79960349,0.00,9690.00,春聯，名片及信件印刷品,金錢,,,
53,林德福,105年立法委員選舉,第四次賸餘,1080309,當選後與其公務有關之費用支出,京站實業股份有限公司,28710621,0.00,1903.00,餐飲支出,金錢,,,
54,林德福,105年立法委員選舉,第四次賸餘,1080309,當選後與其公務有關之費用支出,台灣中油股份有限公司,66902331,0.00,1260.00,油資,金錢,,,
55,林德福,105年立法委員選舉,第四次賸餘,1080311,當選後與其公務有關之費用支出,盛康實業股份有限公司,23939014,0.00,25920.00,包裝飲用水cc*瓶,金錢,,,
56,林德福,105年立法委員選舉,第四次賸餘,1080312,當選後與其公務有關之費用支出,台北市市中心北區停車場,,0.00,30.00,停車費,金錢,臺北市天津街****,,
57,林德福,105年立法委員選舉,第四次賸餘,1080312,當選後與其公務有關之費用支出,大日開發有限公司,42304785,0.00,30.00,停車費,金錢,,,
58,林德福,105年立法委員選舉,第四次賸餘,1080313,當選後與其公務有關之費用支出,TDD5011,,0.00,85.00,搭乘交通工具支出,金錢,,2759*****,
59,林德福,105年立法委員選舉,第四次賸餘,1080313,當選後與其公務有關之費用支出,中華郵政股份有限公司,,0.00,28.00,郵寄競選物品或宣傳廣告支出,金錢,,2391*****,
60,林德福,105年立法委員選舉,第四次賸餘,1080313,當選後與其公務有關之費用支出,玉麵堂麵食館,21560719,0.00,3695.00,餐飲支出,金錢,,,
61,林德福,105年立法委員選舉,第四次賸餘,1080313,當選後與其公務有關之費用支出,宴唯善企業有限公司,46462588,0.00,1850.00,餐飲支出,金錢,,,
62,林德福,105年立法委員選舉,第四次賸餘,1080313,當選後與其公務有關之費用支出,南美鎖店,72941537,0.00,150.00,印章,金錢,,,
63,林德福,105年立法委員選舉,第四次賸餘,1080313,當選後與其公務有關之費用支出,台灣大哥大電信股份有限公司,97176270,0.00,199.00,電信費用-台灣大哥大電信費,金錢,,,
64,林德福,105年立法委員選舉,第四次賸餘,1080314,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1366.00,電信費用-中華電信費,金錢,,,
65,林德福,105年立法委員選舉,第四次賸餘,1080315,當選後與其公務有關之費用支出,TDF8222,,0.00,250.00,搭乘交通工具支出,金錢,,2759*****,
66,林德福,105年立法委員選舉,第四次賸餘,1080315,當選後與其公務有關之費用支出,台北自來水事業處,03774909,0.00,274.00,水電瓦斯費用-水費,金錢,,,
67,林德福,105年立法委員選舉,第四次賸餘,1080315,當選後與其公務有關之費用支出,統一超商股份有限公司,22555904,0.00,80.00,購票手續費,金錢,,,
68,林德福,105年立法委員選舉,第四次賸餘,1080315,當選後與其公務有關之費用支出,南美鎖店,72941537,0.00,200.00,印章,金錢,,,
69,林德福,105年立法委員選舉,第四次賸餘,1080316,當選後與其公務有關之費用支出,剛剛股份有限公司,52506917,0.00,660.00,餐飲支出,金錢,,,
70,林德福,105年立法委員選舉,第四次賸餘,1080316,當選後與其公務有關之費用支出,粥家莊小吃店,99966497,0.00,2202.00,餐飲支出,金錢,,,
71,林德福,105年立法委員選舉,第四次賸餘,1080317,當選後與其公務有關之費用支出,大大鮮花店,52820401,0.00,2000.00,聯誼交際費用-高架花籃對,金錢,,,
72,林德福,105年立法委員選舉,第四次賸餘,1080317,當選後與其公務有關之費用支出,迷迷羊有限公司,80683879,0.00,4750.00,餐飲支出,金錢,,,
73,林德福,105年立法委員選舉,第四次賸餘,1080318,當選後與其公務有關之費用支出,鎮福樓餐廳,50676534,0.00,3590.00,餐飲支出,金錢,,,
74,林德福,105年立法委員選舉,第四次賸餘,1080319,當選後與其公務有關之費用支出,咖嘜侍有限公司,54342905,0.00,6280.00,餐飲支出,金錢,,,
75,林德福,105年立法委員選舉,第四次賸餘,1080321,當選後與其公務有關之費用支出,育人美術社,34732980,0.00,5822.00,文具用品費用,金錢,,,
76,林德福,105年立法委員選舉,第四次賸餘,1080322,當選後與其公務有關之費用支出,勇宏實業有限公司,79960349,0.00,9350.00,製作競選物品支出-印刷品,金錢,,,
77,林德福,105年立法委員選舉,第四次賸餘,1080323,當選後與其公務有關之費用支出,久贏商號,42357234,0.00,1045.00,餐飲支出,金錢,,,
78,林德福,105年立法委員選舉,第四次賸餘,1080323,當選後與其公務有關之費用支出,德安加油站,96907299,0.00,1152.00,油資,金錢,,,
79,林德福,105年立法委員選舉,第四次賸餘,1080325,當選後與其公務有關之費用支出,新北市雙和停車場,,0.00,30.00,停車費,金錢,新北市中和區****,,
80,林德福,105年立法委員選舉,第四次賸餘,1080325,當選後與其公務有關之費用支出,中華郵政股份有限公司,33502709,0.00,32800.00,郵寄競選物品或宣傳廣告支出,金錢,新北市永和區****,2232*****,
81,林德福,105年立法委員選舉,第四次賸餘,1080326,當選後與其公務有關之費用支出,潭子蘭園有限公司,28953400,0.00,5000.00,聯誼交際費用-禮蘭,金錢,,,
82,林德福,105年立法委員選舉,第四次賸餘,1080326,當選後與其公務有關之費用支出,宴唯善企業有限公司,46462588,0.00,1050.00,餐飲支出,金錢,,,
83,林德福,105年立法委員選舉,第四次賸餘,1080327,當選後與其公務有關之費用支出,育人美術社,34732980,0.00,3105.00,文具用品,金錢,,,
84,林德福,105年立法委員選舉,第四次賸餘,1080327,當選後與其公務有關之費用支出,群欣置業股份有限公司,54352494,0.00,1925.00,餐飲支出,金錢,,,
85,林德福,105年立法委員選舉,第四次賸餘,1080327,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,504.00,電信費用-中華電信費,金錢,,,
86,林德福,105年立法委員選舉,第四次賸餘,1080328,當選後與其公務有關之費用支出,新北市雙和停車場,,0.00,15.00,停車費,金錢,新北市永和區****,,
87,林德福,105年立法委員選舉,第四次賸餘,1080328,當選後與其公務有關之費用支出,迷迷羊有限公司,80683879,0.00,760.00,餐飲支出,金錢,,,
88,林德福,105年立法委員選舉,第四次賸餘,1080328,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,356.00,電信費用-中華電信費,金錢,,,
89,林德福,105年立法委員選舉,第四次賸餘,1080331,當選後與其公務有關之費用支出,文化派報社,,0.00,900.00,書報雜誌費用-報費,金錢,,2247*****,
90,林德福,105年立法委員選舉,第四次賸餘,1080331,當選後與其公務有關之費用支出,Facebook Ireland Ltd.,,0.00,5900.00,製作宣傳廣告支出-臉書推廣宣傳費,金錢,GrandC****,,
91,林德福,105年立法委員選舉,第四次賸餘,1080331,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,13500.00,聯誼交際費用-高架花籃批,金錢,,,
92,林德福,105年立法委員選舉,第四次賸餘,1080401,當選後與其公務有關之費用支出,台灣中油股份有限公司,66902331,0.00,1277.00,油資,金錢,,,
93,林德福,105年立法委員選舉,第四次賸餘,1080402,當選後與其公務有關之費用支出,台灣電力公司,04860092,0.00,1556.00,水電瓦斯費用-電費,金錢,,,
94,林德福,105年立法委員選舉,第四次賸餘,1080402,當選後與其公務有關之費用支出,光南大批發,80594927,0.00,482.00,文具用品費用,金錢,,,
95,林德福,105年立法委員選舉,第四次賸餘,1080403,當選後與其公務有關之費用支出,台北大眾捷運股份有限公司,,0.00,500.00,搭乘交通工具支出,金錢,新北市永和區****,,
96,林德福,105年立法委員選舉,第四次賸餘,1080406,當選後與其公務有關之費用支出,仁宗企業有限公司,97480167,0.00,800.00,油資,金錢,,,
97,林德福,105年立法委員選舉,第四次賸餘,1080409,當選後與其公務有關之費用支出,僖閣飲食文化有限公司,29051436,0.00,770.00,餐飲支出,金錢,,,
98,林德福,105年立法委員選舉,第四次賸餘,1080410,當選後與其公務有關之費用支出,Facebook Ireland Ltd.,,0.00,5900.00,製作宣傳廣告支出-臉書推廣費,金錢,GrandC****,,
99,林德福,105年立法委員選舉,第四次賸餘,1080410,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,47700.00,聯誼交際費用-花籃一批,金錢,新北市永和區****,8923*****,
100,林德福,105年立法委員選舉,第四次賸餘,1080410,當選後與其公務有關之費用支出,老八風小吃店,31825534,0.00,3340.00,餐飲支出,金錢,,,
101,林德福,105年立法委員選舉,第四次賸餘,1080410,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,1988.00,電信費用-中華電信費,金錢,,,
102,林德福,105年立法委員選舉,第四次賸餘,1080411,當選後與其公務有關之費用支出,新北市雙和停車場,,0.00,10.00,停車費,金錢,新北市中和區****,,
103,林德福,105年立法委員選舉,第四次賸餘,1080411,當選後與其公務有關之費用支出,TDF 8586,,0.00,75.00,搭乘交通工具支出,金錢,,2727*****,
104,林德福,105年立法委員選舉,第四次賸餘,1080412,當選後與其公務有關之費用支出,宴唯善企業有限公司,46462588,0.00,1600.00,餐飲支出,金錢,,,
105,林德福,105年立法委員選舉,第四次賸餘,1080412,當選後與其公務有關之費用支出,德安加油站,96907299,0.00,1259.00,油資,金錢,,,
106,林德福,105年立法委員選舉,第四次賸餘,1080413,當選後與其公務有關之費用支出,台灣中油股份有限公司,01490119,0.00,140.00,油資,金錢,,,
107,林德福,105年立法委員選舉,第四次賸餘,1080415,當選後與其公務有關之費用支出,台北大眾捷運股份有限公司,,0.00,400.00,搭乘交通工具支出,金錢,臺北市中山區****,,
108,林德福,105年立法委員選舉,第四次賸餘,1080415,當選後與其公務有關之費用支出,食育有限公司,24938219,0.00,880.00,餐飲支出,金錢,,,
109,林德福,105年立法委員選舉,第四次賸餘,1080416,當選後與其公務有關之費用支出,470-3C,,0.00,115.00,搭乘交通工具支出,金錢,,2759*****,
110,林德福,105年立法委員選舉,第四次賸餘,1080417,當選後與其公務有關之費用支出,TDH5939,,0.00,190.00,搭乘交通工具支出,金錢,,8965*****,
111,林德福,105年立法委員選舉,第四次賸餘,1080417,當選後與其公務有關之費用支出,Facebook Ireland Ltd.,,0.00,22980.00,製作宣傳廣告支出-臉書推廣宣傳費,金錢,GrandC****,,
112,林德福,105年立法委員選舉,第四次賸餘,1080417,當選後與其公務有關之費用支出,藍信圖書股份有限公司,25124611,0.00,699.00,文具用品費用,金錢,,,
113,林德福,105年立法委員選舉,第四次賸餘,1080419,當選後與其公務有關之費用支出,儀美科技有限公司,27845657,0.00,5515.00,影印費,金錢,,,
114,林德福,105年立法委員選舉,第四次賸餘,1080419,當選後與其公務有關之費用支出,長運國際有限公司,80243227,0.00,342330.00,製作宣傳廣告支出-帆布批,金錢,臺北市萬華區****,2375*****,
115,林德福,105年立法委員選舉,第四次賸餘,1080420,當選後與其公務有關之費用支出,Facebook Ireland Ltd.,,0.00,22980.00,製作宣傳廣告支出-臉書推廣宣傳費,金錢,GrandC****,,
116,林德福,105年立法委員選舉,第四次賸餘,1080423,當選後與其公務有關之費用支出,伯光文具印刷有限公司,21201382,0.00,1605.00,文具用品費用,金錢,,,
117,林德福,105年立法委員選舉,第四次賸餘,1080423,當選後與其公務有關之費用支出,僖閣飲食文化股份有限公司,29051436,0.00,990.00,餐飲支出,金錢,,,
118,林德福,105年立法委員選舉,第四次賸餘,1080424,當選後與其公務有關之費用支出,台北大眾捷運股份有限公司,,0.00,200.00,搭乘交通工具支出,金錢,,2181*****,
119,林德福,105年立法委員選舉,第四次賸餘,1080425,當選後與其公務有關之費用支出,久贏商號,42357234,0.00,2706.00,餐飲支出,金錢,,,
120,林德福,105年立法委員選舉,第四次賸餘,1080425,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,867.00,電信費用-中華電信費,金錢,,,
121,林德福,105年立法委員選舉,第四次賸餘,1080426,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,66931.00,電信費用-市話數據語音服務費,金錢,新北市永和區****,0800*****,
122,林德福,105年立法委員選舉,第四次賸餘,1080426,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,394.00,電信費用-中華電信費,金錢,,,
123,林德福,105年立法委員選舉,第四次賸餘,1080428,當選後與其公務有關之費用支出,福來許生活企業股份有限公司,53946049,0.00,1000.00,餐飲支出,金錢,,,
124,林德福,105年立法委員選舉,第四次賸餘,1080429,當選後與其公務有關之費用支出,小城外,42518908,0.00,1350.00,餐飲支出,金錢,,,
125,林德福,105年立法委員選舉,第四次賸餘,1080430,當選後與其公務有關之費用支出,TDF8876,,0.00,270.00,搭乘交通工具支出,金錢,,2759*****,
126,林德福,105年立法委員選舉,第四次賸餘,1080430,當選後與其公務有關之費用支出,文化派報社,,0.00,900.00,書報雜誌費用-報費,金錢,,2247*****,
127,林德福,105年立法委員選舉,第四次賸餘,1080430,當選後與其公務有關之費用支出,751-3C,,0.00,120.00,搭乘交通工具支出,金錢,,2759*****,
128,林德福,105年立法委員選舉,第四次賸餘,1080430,當選後與其公務有關之費用支出,121-6C,,0.00,160.00,搭乘交通工具支出,金錢,,2759*****,
129,林德福,105年立法委員選舉,第四次賸餘,1080430,當選後與其公務有關之費用支出,Facebook Ireland Ltd.,,0.00,10040.00,製作宣傳廣告支出-臉書推廣宣傳費,金錢,GrandC****,,
130,林德福,105年立法委員選舉,第四次賸餘,1080430,當選後與其公務有關之費用支出,林家花苑,66926072,0.00,21200.00,聯誼交際費用-高架花籃批,金錢,,,
131,林德福,105年立法委員選舉,第四次賸餘,1080501,當選後與其公務有關之費用支出,佳泓汽球花藝設計坊,15777520,0.00,33100.00,聯誼交際費用-高架花籃批,金錢,新北市永和區****,8923*****,
132,林德福,105年立法委員選舉,第四次賸餘,1080501,當選後與其公務有關之費用支出,開泰豐國際股份有限公司,28202098,0.00,2948.00,餐飲支出,金錢,,,
133,林德福,105年立法委員選舉,第四次賸餘,1080501,當選後與其公務有關之費用支出,光南大批發,80594927,0.00,40.00,文具用品費用,金錢,,,
134,林德福,105年立法委員選舉,第四次賸餘,1080502,當選後與其公務有關之費用支出,586-M2,,0.00,320.00,搭乘交通工具支出,金錢,,0800*****,
135,林德福,105年立法委員選舉,第四次賸餘,1080502,當選後與其公務有關之費用支出,TAJ-250,,0.00,135.00,搭乘交通工具支出,金錢,,0939*****,
136,林德福,105年立法委員選舉,第四次賸餘,1080502,當選後與其公務有關之費用支出,台灣中油股份有限公司,66902331,0.00,1349.00,油資,金錢,,,
137,林德福,105年立法委員選舉,第四次賸餘,1080502,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,12619.00,電信費用-中華電信費,金錢,,,
138,林德福,105年立法委員選舉,第四次賸餘,1080503,當選後與其公務有關之費用支出,TDD7385,,0.00,155.00,搭乘交通工具支出,金錢,,2759*****,
139,林德福,105年立法委員選舉,第四次賸餘,1080503,當選後與其公務有關之費用支出,中華郵政股份有限公司,,0.00,44.00,郵寄競選物品或宣傳廣告支出,金錢,,2391*****,
140,林德福,105年立法委員選舉,第四次賸餘,1080503,當選後與其公務有關之費用支出,743-7D,,0.00,295.00,搭乘交通工具支出,金錢,,8965*****,
141,林德福,105年立法委員選舉,第四次賸餘,1080504,當選後與其公務有關之費用支出,689-H7,,0.00,180.00,搭乘交通工具支出,金錢,,8965*****,
142,林德福,105年立法委員選舉,第四次賸餘,1080504,當選後與其公務有關之費用支出,758-9F,,0.00,280.00,搭乘交通工具支出,金錢,,0916*****,
143,林德福,105年立法委員選舉,第四次賸餘,1080504,當選後與其公務有關之費用支出,高都餐旅股份有限公司,27228654,0.00,2900.00,差旅膳宿支出-住宿費,金錢,,,
144,林德福,105年立法委員選舉,第四次賸餘,1080504,當選後與其公務有關之費用支出,奢華商行,38699907,0.00,2750.00,餐飲支出,金錢,,,
145,林德福,105年立法委員選舉,第四次賸餘,1080504,當選後與其公務有關之費用支出,微風松高,54370346,0.00,2992.00,餐飲支出,金錢,,,
146,林德福,105年立法委員選舉,第四次賸餘,1080505,當選後與其公務有關之費用支出,台北大眾捷運股份有限公司,,0.00,300.00,搭乘交通工具支出,金錢,,2181*****,
147,林德福,105年立法委員選舉,第四次賸餘,1080505,當選後與其公務有關之費用支出,微風台北車站,28441577,0.00,572.00,餐飲支出,金錢,,,
148,林德福,105年立法委員選舉,第四次賸餘,1080506,當選後與其公務有關之費用支出,933-9D,,0.00,250.00,搭乘交通工具支出,金錢,,2759*****,
149,林德福,105年立法委員選舉,第四次賸餘,1080506,當選後與其公務有關之費用支出,865-D6,,0.00,225.00,搭乘交通工具支出,金錢,,2759*****,
150,林德福,105年立法委員選舉,第四次賸餘,1080506,當選後與其公務有關之費用支出,爭鮮餐廳,24802563,0.00,450.00,餐飲支出,金錢,,,
151,林德福,105年立法委員選舉,第四次賸餘,1080508,當選後與其公務有關之費用支出,宴唯善企業有限公司,46462588,0.00,700.00,餐飲支出,金錢,,,
152,林德福,105年立法委員選舉,第四次賸餘,1080510,當選後與其公務有關之費用支出,康帝園有限公司,27719510,0.00,4740.00,餐飲支出,金錢,,,
153,林德福,105年立法委員選舉,第四次賸餘,1080510,當選後與其公務有關之費用支出,中華電信股份有限公司,92887342,0.00,5533.00,電信費用-中華電信費,金錢,,,
154,林德福,105年立法委員選舉,第四次賸餘,1080511,當選後與其公務有關之費用支出,台灣中油股份有限公司,66902331,0.00,1093.00,油資,金錢,,,
155,林德福,105年立法委員選舉,第四次賸餘,1080511,當選後與其公務有關之費用支出,迷迷羊有限公司,80683879,0.00,1700.00,餐飲支出,金錢,,,
156,林德福,105年立法委員選舉,第四次賸餘,1080512,當選後與其公務有關之費用支出,台北大眾捷運股份有限公司,,0.00,500.00,搭乘交通工具支出,金錢,,2181*****,
157,林德福,105年立法委員選舉,第四次賸餘,1080513,當選後與其公務有關之費用支出,台灣大哥大股份有限公司,97176270,0.00,398.00,電信費用--台灣大哥大電信費,金錢,,,
158,林德福,105年立法委員選舉,第四次賸餘,1080515,當選後與其公務有關之費用支出,隱聚居食堂,50647010,0.00,1575.00,餐飲支出,金錢,,,
159,林德福,105年立法委員選舉,第四次賸餘,1080516,當選後與其公務有關之費用支出,盛康實業股份有限公司,23939014,0.00,25920.00,包裝飲用水瓶,金錢,,,
160,林德福,105年立法委員選舉,第四次賸餘,1080517,當選後與其公務有關之費用支出,國都汽車股份有限公司,27240926,0.00,9617.00,維修宣傳車輛支出,金錢,,,
161,林德福,105年立法委員選舉,第四次賸餘,1080517,當選後與其公務有關之費用支出,咖嘜侍有限公司,54342905,0.00,21740.00,餐飲支出,金錢,,,
162,林德福,105年立法委員選舉,第四次賸餘,1080519,當選後與其公務有關之費用支出,國都汽車股份有限公司,27240926,0.00,6070.00,維修宣傳車輛支出,金錢,,,
