序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,資料更正日期
35,自由台灣黨,,109,1090413,雜支支出,台亞石油關西加油站,72769819,0.00,647.00,,,,汽機車燃料費用,金錢,新竹縣關西鎮****,03-5*****,,,,,,,
36,自由台灣黨,,109,1090413,雜支支出,第一銀行華山分行,05052322,0.00,100.00,,,,印鑑更換費,金錢,臺北市中山區****,,,,,,,,
37,自由台灣黨,,109,1090413,雜支支出,中華郵政股份有限公司,03741302,0.00,50.00,,,,印鑑更換費,金錢,臺北市大安區****,,,,,,,,
38,自由台灣黨,,109,1090430,雜支支出,中華郵政股份有限公司,03741302,0.00,75.00,,,,匯款手續費,金錢,臺北市大安區****,,,,,,,,
39,自由台灣黨,,109,1090506,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,999.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
40,自由台灣黨,,109,1090506,雜支支出,中華郵政股份有限公司,03741302,0.00,50.00,,,,更換印鑑費,金錢,臺北市大安區****,,,,,,,,
41,自由台灣黨,,109,1090525,雜支支出,藍新金流股份有限公司,25113939,0.00,46.00,,,,線上金流平台手續費,金錢,臺北市南港區****,02-2*****,,,,,,,
42,自由台灣黨,,109,1090529,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,1263.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
43,自由台灣黨,,109,1090529,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,999.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
44,自由台灣黨,,109,1090529,雜支支出,正典商務力中心有限公司,89846826,0.00,6300.00,,,,會計事務所記帳費,金錢,臺北市信義區****,,,,,,,,
45,自由台灣黨,,109,1090602,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,匯款手續費,金錢,臺北市大安區****,,,,,,,,
46,自由台灣黨,,109,1090701,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,匯款手續費,金錢,臺北市大安區****,,,,,,,,
47,自由台灣黨,,109,1090708,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,1263.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
48,自由台灣黨,,109,1090708,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,999.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
49,自由台灣黨,,109,1090717,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,1297.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
50,自由台灣黨,,109,1090717,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,999.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
51,自由台灣黨,,109,1090717,雜支支出,正典商務力中心有限公司,89846826,0.00,6300.00,,,,記帳費,金錢,臺北市信義區****,,,,,,,,
52,自由台灣黨,,109,1090731,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,匯款手續費,金錢,臺北市大安區****,,,,,,,,
53,自由台灣黨,,109,1090826,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,匯款手續費,金錢,臺北市大安區****,,,,,,,,
54,自由台灣黨,,109,1090909,雜支支出,藍新科技股份有限公司,70565326,0.00,46.00,,,,金流平台手續費,金錢,臺北市南港區****,,,,,,,,
55,自由台灣黨,,109,1090925,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,1377.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
56,自由台灣黨,,109,1090925,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,999.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
57,自由台灣黨,,109,1091006,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,匯款手續費,金錢,臺北市大安區****,,,,,,,,
58,自由台灣黨,,109,1091030,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,匯款手續費,金錢,臺北市大安區****,,,,,,,,
59,自由台灣黨,,109,1091030,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,1624.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
60,自由台灣黨,,109,1091030,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,999.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
61,自由台灣黨,,109,1091030,雜支支出,百岳國際股份有限公司,05626003,0.00,5000.00,,,,網站主機續約年費,金錢,臺北市中山區****,,,,,,,,
62,自由台灣黨,,109,1091127,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,,,,,,,
63,自由台灣黨,,109,1091130,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,1445.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
64,自由台灣黨,,109,1091130,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,999.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
65,自由台灣黨,,109,1091225,雜支支出,中華郵政股份有限公司,03741302,0.00,85.00,,,,其他為維持日常運作所必要之相關費用,金錢,臺北市大安區****,,,,,,,,
66,自由台灣黨,,109,1091231,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,1463.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
67,自由台灣黨,,109,1091231,雜支支出,中華電信股份有限公司北區分公司台北營運處,81691784,0.00,999.00,,,,電信費用,金錢,臺北市大安區****,,,,,,,,
68,自由台灣黨,,109,1091231,雜支支出,建安聯合會計師事務所,21776871,0.00,46000.00,,,,年財務簽證費,金錢,臺北市信義區****,0223*****,,,,,,,
69,自由台灣黨,,109,1091231,雜支支出,建安聯合會計師事務所,21776871,0.00,50400.00,,,,-月記帳費,金錢,臺北市信義區****,0277*****,,,,,,,
70,自由台灣黨,,109,1091231,雜支支出,建安聯合會計師事務所,21776871,0.00,500.00,,,,年財簽印鑑規費,金錢,臺北市信義區****,0223*****,,,,,,,
