序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110819,宣傳支出,鉅虹企業社,,0.00,800.00,,,,製作競選物品或宣傳廣告費用（物品名稱-請填寫）名片貼,金錢,桃園市中壢區****,,否,,,,,,,
2,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110819,宣傳支出,雙星報喜社區,,0.00,2000.00,,,,電梯廣告,金錢,桃園市桃園區****,,否,,,,,,,
3,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110821,宣傳支出,宏國真愛社區D區警衛室,,0.00,600.00,,,,電梯廣告,金錢,桃園市桃園區****,,否,,,,,,,
4,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110824,宣傳支出,豐達百邑管理委員會,,0.00,1200.00,,,,電梯廣告,金錢,桃園市桃園區****,,否,,,,,,,
5,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110825,宣傳支出,鉑金逸品管理委員會,,0.00,800.00,,,,廣告租借,金錢,桃園市桃園區****,,否,,,,,,,
6,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110825,宣傳支出,宏國真愛E區管理委員會,,0.00,2000.00,,,,電梯廣告清潔費,金錢,桃園市桃園區****,,否,,,,,,,
7,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110825,宣傳支出,晶品社區管理中心,,0.00,1600.00,,,,廣告費,金錢,桃園市桃園區****,,否,,,,,,,
8,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110826,宣傳支出,陞展百貨商行,,0.00,23000.00,,,,製作競選物品或宣傳廣告費用（物品名稱-荷葉扇.酒精瓶）,金錢,桃園市平鎮區****,,否,,,,,,,
9,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110830,雜支支出,佳暉文具印刷品行,,0.00,870.00,,,,影印紙,金錢,桃園市龜山區****,,否,,,,,,,
10,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110901,宣傳支出,陞展百貨商行,93808649,0.00,42000.00,,,,製作競選物品或宣傳廣告費用（濾水袋.杯袋）,金錢,桃園市平鎮區****,,否,,,,,,,
11,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110903,宣傳支出,鉅虹企業社,,0.00,2000.00,,,,筆,金錢,桃園市中壢區****,,否,,,,,,,
12,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110905,雜支支出,阿雅水飲料,,0.00,850.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
13,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110905,宣傳支出,宏國真愛C區管理委員會,,0.00,1200.00,,,,廣告租借,金錢,桃園市桃園區****,,否,,,,,,,
14,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110910,宣傳支出,鉅虹企業社,,0.00,10800.00,,,,製作競選物品或宣傳廣告費用（酒精瓶貼紙.筆）,金錢,桃園市中壢區****,,否,,,,,,,
15,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110910,雜支支出,鮮盈蔬果,,0.00,780.00,,,,餐飲費用,金錢,桃園市中壢區****,,否,,,,,,,
16,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110914,宣傳支出,雙星報喜社區,,0.00,1000.00,,,,電梯廣告,金錢,桃園市桃園區****,,否,,,,,,,
17,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110916,宣傳支出,雙星報喜社區,,0.00,3000.00,,,,電梯廣告,金錢,桃園市桃園區****,,否,,,,,,,
18,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110921,宣傳支出,優秀賞管委會警衛室,,0.00,600.00,,,,租廣告欄,金錢,桃園市桃園區****,,否,,,,,,,
19,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110923,宣傳支出,晶品社區管理中心,,0.00,800.00,,,,廣告費,金錢,桃園市桃園區****,,否,,,,,,,
20,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110923,宣傳支出,宏國真愛社區D區警衛室,,0.00,600.00,,,,電梯廣告,金錢,桃園市桃園區****,,否,,,,,,,
21,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110923,宣傳支出,鉑金逸品管理委員會,,0.00,3200.00,,,,廣告租借,金錢,桃園市桃園區****,,否,,,,,,,
22,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110926,宣傳支出,青天花園大廈管理委員會,,0.00,2800.00,,,,電梯廣告,金錢,桃園市桃園區****,,否,,,,,,,
23,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1110930,雜支支出,劉老味小吃店,,0.00,400.00,,,,餐費,金錢,桃園市桃園區****,,否,,,,,,,
24,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111004,宣傳支出,宏國真愛E區管理委員會,,0.00,4000.00,,,,電梯廣告清潔費,金錢,桃園市桃園區****,,否,,,,,,,
25,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111005,宣傳支出,竹城加賀管理中心,,0.00,1400.00,,,,廣告費用,金錢,桃園市桃園區****,,否,,,,,,,
26,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111010,雜支支出,鮮盈蔬果,,0.00,1120.00,,,,餐飲費用,金錢,桃園市中壢區****,,否,,,,,,,
27,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111015,雜支支出,佳暉文具印刷品行,,0.00,1740.00,,,,影印紙,金錢,桃園市龜山區****,,否,,,,,,,
28,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111015,雜支支出,微笑香菇肉飯,,0.00,570.00,,,,便當,金錢,桃園市桃園區****,,否,,,,,,,
29,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111016,雜支支出,微笑香菇肉飯,,0.00,630.00,,,,便當,金錢,桃園市桃園區****,,否,,,,,,,
30,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111016,雜支支出,鮮盈蔬果,,0.00,448.00,,,,水果,金錢,桃園市中壢區****,,否,,,,,,,
31,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111016,雜支支出,阿雅水飲料店,,0.00,850.00,,,,餐飲費用,金錢,桃園市桃園區****,,否,,,,,,,
32,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111019,宣傳支出,凱悅社區管理委員會,,0.00,800.00,,,,電梯廣告,金錢,桃園市桃園區****,,否,,,,,,,
33,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111023,雜支支出,進福港式燒臘店,,0.00,550.00,,,,便當,金錢,桃園市桃園區****,,否,,,,,,,
34,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111024,雜支支出,三街海鮮屋,,0.00,15000.00,,,,炒米粉.肉羮湯,金錢,桃園市桃園區****,,否,,,,,,,
35,郭晉良,111年桃園市桃園區龍鳳里里長選舉,首次申報,1111025,雜支支出,鮮盈蔬果,,0.00,385.00,,,,水果,金錢,桃園市中壢區****,,否,,,,,,,
