序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,支出用途,金錢類,地址,聯絡電話,資料更正日期
1,蔣乃辛,105年立法委員選舉,第三次賸餘,1070101,當選後與其公務有關之費用支出,台灣中油菜寮站,,0.00,82.00,油資,金錢,,,
2,蔣乃辛,105年立法委員選舉,第三次賸餘,1070101,當選後與其公務有關之費用支出,新光三越欣葉餐廳,,0.00,4224.00,聯誼交際費用,金錢,,,
3,蔣乃辛,105年立法委員選舉,第三次賸餘,1070101,當選後與其公務有關之費用支出,琴川花藝有限公司,23623964,0.00,1500.00,禮品,金錢,臺北市金華街****,,
4,蔣乃辛,105年立法委員選舉,第三次賸餘,1070102,當選後與其公務有關之費用支出,812-N9,,0.00,145.00,搭乘交通工具支出,金錢,,,
5,蔣乃辛,105年立法委員選舉,第三次賸餘,1070102,當選後與其公務有關之費用支出,協記加油站,,0.00,100.00,油資,金錢,,,
6,蔣乃辛,105年立法委員選舉,第三次賸餘,1070102,當選後與其公務有關之費用支出,永康水果園,,0.00,1200.00,禮品,金錢,,,
7,蔣乃辛,105年立法委員選舉,第三次賸餘,1070103,當選後與其公務有關之費用支出,台灣中油菜寮站,,0.00,89.00,油資,金錢,,,
8,蔣乃辛,105年立法委員選舉,第三次賸餘,1070103,當選後與其公務有關之費用支出,立法院郵局,,0.00,126.00,郵寄物品,金錢,,,
9,蔣乃辛,105年立法委員選舉,第三次賸餘,1070103,當選後與其公務有關之費用支出,五方食藏生活文化股份有限公司,24558435,0.00,3146.00,聯誼交際費用,金錢,臺北市青田街****,,
10,蔣乃辛,105年立法委員選舉,第三次賸餘,1070104,當選後與其公務有關之費用支出,台灣中油龍安站,,0.00,100.00,油資,金錢,,,
11,蔣乃辛,105年立法委員選舉,第三次賸餘,1070105,當選後與其公務有關之費用支出,永康水果園,,0.00,6352.00,禮品,金錢,,,
12,蔣乃辛,105年立法委員選舉,第三次賸餘,1070105,當選後與其公務有關之費用支出,珠寶盒法式點心坊,53930567,0.00,1800.00,禮品,金錢,臺北市麗水街****,,
13,蔣乃辛,105年立法委員選舉,第三次賸餘,1070106,當選後與其公務有關之費用支出,台灣中油重陽路站,,0.00,100.00,油資,金錢,,,
14,蔣乃辛,105年立法委員選舉,第三次賸餘,1070106,當選後與其公務有關之費用支出,台灣中油忠孝東路站,,0.00,100.00,油資,金錢,,,
15,蔣乃辛,105年立法委員選舉,第三次賸餘,1070107,當選後與其公務有關之費用支出,豐盛小吃店,,0.00,1280.00,聯誼交際費用,金錢,,,
16,蔣乃辛,105年立法委員選舉,第三次賸餘,1070107,當選後與其公務有關之費用支出,鼎泰豐小吃店股份有限公司,86125275,0.00,1780.00,聯誼交際費用,金錢,臺北市信義路****,,
17,蔣乃辛,105年立法委員選舉,第三次賸餘,1070108,當選後與其公務有關之費用支出,台灣中油龍安加油站,,0.00,100.00,油資,金錢,,,
18,蔣乃辛,105年立法委員選舉,第三次賸餘,1070108,當選後與其公務有關之費用支出,三竹資訊股份有限公司,86136982,0.00,15000.00,發送電信簡訊支出,金錢,臺北市新生北****,,
19,蔣乃辛,105年立法委員選舉,第三次賸餘,1070109,當選後與其公務有關之費用支出,台灣中油忠孝東路站,,0.00,100.00,油資,金錢,,,
20,蔣乃辛,105年立法委員選舉,第三次賸餘,1070109,當選後與其公務有關之費用支出,喫飯食堂,,0.00,1070.00,聯誼交際費用,金錢,,,
21,蔣乃辛,105年立法委員選舉,第三次賸餘,1070109,當選後與其公務有關之費用支出,寒舍餐旅管理顧問股份公司,70471881,0.00,3000.00,聯誼交際費用,金錢,臺北市忠孝東****,,
22,蔣乃辛,105年立法委員選舉,第三次賸餘,1070110,當選後與其公務有關之費用支出,喫飯食堂,,0.00,1050.00,聯誼交際費用,金錢,,,
23,蔣乃辛,105年立法委員選舉,第三次賸餘,1070111,當選後與其公務有關之費用支出,協記加油站,,0.00,100.00,油資,金錢,,,
24,蔣乃辛,105年立法委員選舉,第三次賸餘,1070111,當選後與其公務有關之費用支出,台灣中油菜寮站,,0.00,76.00,油資,金錢,,,
25,蔣乃辛,105年立法委員選舉,第三次賸餘,1070112,當選後與其公務有關之費用支出,台北農產運銷股份公司,,0.00,30.00,停車費,金錢,,,
26,蔣乃辛,105年立法委員選舉,第三次賸餘,1070112,當選後與其公務有關之費用支出,珠寶盒法式點心坊,53930567,0.00,900.00,禮品,金錢,臺北市麗水街****,,
27,蔣乃辛,105年立法委員選舉,第三次賸餘,1070113,當選後與其公務有關之費用支出,台灣中油富陽街加油站,,0.00,1318.00,油資,金錢,,,
28,蔣乃辛,105年立法委員選舉,第三次賸餘,1070114,當選後與其公務有關之費用支出,台灣中油忠孝東路站,,0.00,100.00,油資,金錢,,,
29,蔣乃辛,105年立法委員選舉,第三次賸餘,1070114,當選後與其公務有關之費用支出,五方食藏生活文化股份有限公司,24558435,0.00,2321.00,聯誼交際費用,金錢,臺北市青田街****,,
30,蔣乃辛,105年立法委員選舉,第三次賸餘,1070114,當選後與其公務有關之費用支出,台灣醒報股份有限公司,29035345,0.00,20000.00,書報雜誌費用,金錢,臺北市杭州南****,,
31,蔣乃辛,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,381-D8,,0.00,190.00,搭乘交通工具支出,金錢,,,
32,蔣乃辛,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,台灣中油金山南路站,,0.00,80.00,油資,金錢,,,
33,蔣乃辛,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,上海鄉村股份有限公司,31886031,0.00,50000.00,聯誼交際費用,金錢,臺北市仁愛路****,,
34,蔣乃辛,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,嵐澄創藝有限公司,52783187,0.00,5000.00,問政刊物設計費,金錢,臺北市忠孝東****,,
35,蔣乃辛,105年立法委員選舉,第三次賸餘,1070115,當選後與其公務有關之費用支出,金門酒廠實業股份有限公司,70769187,0.00,40000.00,禮品,金錢,臺北市羅斯福****,,
36,蔣乃辛,105年立法委員選舉,第三次賸餘,1070116,當選後與其公務有關之費用支出,台灣中油菜寮站,,0.00,68.00,油資,金錢,,,
37,蔣乃辛,105年立法委員選舉,第三次賸餘,1070116,當選後與其公務有關之費用支出,台灣中油信義路站,,0.00,100.00,油資,金錢,,,
38,蔣乃辛,105年立法委員選舉,第三次賸餘,1070117,當選後與其公務有關之費用支出,台北市政府,,0.00,100.00,停車費,金錢,,,
39,蔣乃辛,105年立法委員選舉,第三次賸餘,1070117,當選後與其公務有關之費用支出,398-7D,,0.00,150.00,搭乘交通工具支出,金錢,,,
40,蔣乃辛,105年立法委員選舉,第三次賸餘,1070118,當選後與其公務有關之費用支出,台灣中油信義路站,,0.00,100.00,油資,金錢,,,
41,蔣乃辛,105年立法委員選舉,第三次賸餘,1070118,當選後與其公務有關之費用支出,台灣中油菜寮站,,0.00,72.00,油資,金錢,,,
42,蔣乃辛,105年立法委員選舉,第三次賸餘,1070118,當選後與其公務有關之費用支出,五方食藏生活文化股份有限公司,24558435,0.00,1683.00,聯誼交際費用,金錢,臺北市青田街****,,
43,蔣乃辛,105年立法委員選舉,第三次賸餘,1070119,當選後與其公務有關之費用支出,珠寶盒法式點心坊,53930567,0.00,900.00,禮品,金錢,臺北市麗水街****,,
44,蔣乃辛,105年立法委員選舉,第三次賸餘,1070120,當選後與其公務有關之費用支出,台灣中油龍安加油站,,0.00,100.00,油資,金錢,,,
45,蔣乃辛,105年立法委員選舉,第三次賸餘,1070121,當選後與其公務有關之費用支出,紫藤廬有限公司,,0.00,1950.00,聯誼交際費用,金錢,,,
46,蔣乃辛,105年立法委員選舉,第三次賸餘,1070122,當選後與其公務有關之費用支出,協記加油站,,0.00,100.00,油資,金錢,,,
47,蔣乃辛,105年立法委員選舉,第三次賸餘,1070122,當選後與其公務有關之費用支出,台灣中油新生南路站,,0.00,78.00,油資,金錢,,,
48,蔣乃辛,105年立法委員選舉,第三次賸餘,1070123,當選後與其公務有關之費用支出,呂桑小吃店,,0.00,1165.00,聯誼交際費用,金錢,,,
49,蔣乃辛,105年立法委員選舉,第三次賸餘,1070123,當選後與其公務有關之費用支出,五方食藏生活文化股份有限公司,24558435,0.00,1595.00,聯誼交際費用,金錢,臺北市青田街****,,
50,蔣乃辛,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,台灣中油金山南路站,,0.00,101.00,油資,金錢,,,
51,蔣乃辛,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,聖德科斯,,0.00,1367.00,禮品,金錢,,,
52,蔣乃辛,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,喫飯食堂,,0.00,1200.00,聯誼交際費用,金錢,,,
53,蔣乃辛,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,天仁茗茶,,0.00,2599.00,禮品,金錢,,,
54,蔣乃辛,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,協記加油站,,0.00,100.00,油資,金錢,,,
55,蔣乃辛,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,上海鄉村股份有限公司濟南分公司,53711325,0.00,32418.00,聯誼交際費用,金錢,臺北市濟南路****,,
56,蔣乃辛,105年立法委員選舉,第三次賸餘,1070124,當選後與其公務有關之費用支出,珠寶盒法式點心坊,53930567,0.00,1800.00,禮品,金錢,臺北市麗水街****,,
57,蔣乃辛,105年立法委員選舉,第三次賸餘,1070125,當選後與其公務有關之費用支出,永財汽車有限公司,09448327,0.00,3250.00,零件 修車 -UX,金錢,臺北市樂利路****,,
58,蔣乃辛,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,台灣中油新生南路站,,0.00,73.00,油資,金錢,,,
59,蔣乃辛,105年立法委員選舉,第三次賸餘,1070126,當選後與其公務有關之費用支出,珠寶盒法式點心坊,53930567,0.00,2700.00,禮品,金錢,臺北市麗水街****,,
60,蔣乃辛,105年立法委員選舉,第三次賸餘,1070129,當選後與其公務有關之費用支出,英華文化事業股份有限公司,,0.00,1200.00,名片,金錢,,,
61,蔣乃辛,105年立法委員選舉,第三次賸餘,1070129,當選後與其公務有關之費用支出,台灣中油菜寮站,,0.00,75.00,油資,金錢,,,
62,蔣乃辛,105年立法委員選舉,第三次賸餘,1070130,當選後與其公務有關之費用支出,珠寶盒法式點心坊,53930567,0.00,900.00,禮品,金錢,臺北市麗水街****,,
63,蔣乃辛,105年立法委員選舉,第三次賸餘,1070131,當選後與其公務有關之費用支出,中國時報,,0.00,300.00,書報雜誌費用,金錢,,,
64,蔣乃辛,105年立法委員選舉,第三次賸餘,1070131,當選後與其公務有關之費用支出,現代派報社,,0.00,300.00,書報雜誌費用,金錢,,,
65,蔣乃辛,105年立法委員選舉,第三次賸餘,1070131,當選後與其公務有關之費用支出,五方食藏生活文化股份有限公司,24558435,0.00,2090.00,聯誼交際費用,金錢,臺北市青田街****,,
