序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,陳亭妃,109年立法委員選舉,第2次賸餘,1100101,當選後與其公務有關之費用支出,建平營業處,,0.00,300.00,,,,書報雜誌費用,金錢,,06-2*****,,,,,,,,
2,陳亭妃,109年立法委員選舉,第2次賸餘,1100101,當選後與其公務有關之費用支出,台灣中油,09059213,0.00,939.00,,,,油資,金錢,,,,,,,,,,
3,陳亭妃,109年立法委員選舉,第2次賸餘,1100101,當選後與其公務有關之費用支出,綵蓉花卉,88898536,0.00,1000.00,,,,聯誼交際費用,金錢,,,,,,,,,,
4,陳亭妃,109年立法委員選舉,第2次賸餘,1100103,當選後與其公務有關之費用支出,台灣中油,56955246,0.00,941.00,,,,油資,金錢,,,,,,,,,,
5,陳亭妃,109年立法委員選舉,第2次賸餘,1100104,當選後與其公務有關之費用支出,久禾花藝,62977009,0.00,67400.00,,,,聯誼交際費用,金錢,臺南市安南區****,,,,,,,,,
6,陳亭妃,109年立法委員選舉,第2次賸餘,1100104,當選後與其公務有關之費用支出,群緯實業社,81424921,0.00,1830.00,,,,製作競選物品或宣傳廣告費用（物品名稱-背心）,金錢,,,,,,,,,,
7,陳亭妃,109年立法委員選舉,第2次賸餘,1100105,當選後與其公務有關之費用支出,三楓企業社,17980648,0.00,24000.00,,,,聯誼交際費用,金錢,臺南市安南區****,,,,,,,,,
8,陳亭妃,109年立法委員選舉,第2次賸餘,1100108,當選後與其公務有關之費用支出,台灣中油,09059213,0.00,1006.00,,,,油資,金錢,,,,,,,,,,
9,陳亭妃,109年立法委員選舉,第2次賸餘,1100110,當選後與其公務有關之費用支出,福懋加油站,14358628,0.00,889.00,,,,油資,金錢,,,,,,,,,,
10,陳亭妃,109年立法委員選舉,第2次賸餘,1100112,當選後與其公務有關之費用支出,三楓企業社,17980648,0.00,36000.00,,,,聯誼交際費用,金錢,臺南市安南區****,,,,,,,,,
11,陳亭妃,109年立法委員選舉,第2次賸餘,1100113,當選後與其公務有關之費用支出,晟北生活館有限公司,28797149,0.00,192.00,,,,雜項購置或修繕費用,金錢,,,,,,,,,,
12,陳亭妃,109年立法委員選舉,第2次賸餘,1100113,當選後與其公務有關之費用支出,金富菊日式料理,47813725,0.00,700.00,,,,餐飲費用,金錢,,,,,,,,,,
13,陳亭妃,109年立法委員選舉,第2次賸餘,1100115,當選後與其公務有關之費用支出,永華派報社,,0.00,300.00,,,,書報雜誌費用,金錢,,06-2*****,,,,,,,,
14,陳亭妃,109年立法委員選舉,第2次賸餘,1100115,當選後與其公務有關之費用支出,台灣高鐵,16446274,0.00,2700.00,,,,搭乘交通工具費用,金錢,,,,,,,,,,
15,陳亭妃,109年立法委員選舉,第2次賸餘,1100115,當選後與其公務有關之費用支出,中華郵政股份有限公司台南新南郵局,20261468,0.00,80.00,,,,郵寄物品費用,金錢,臺南市安平區****,,,,,,,,,
16,陳亭妃,109年立法委員選舉,第2次賸餘,1100117,當選後與其公務有關之費用支出,臺灣時報社股份有限公司,76012913,0.00,30000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,高雄市仁武區****,,,,,,,,,
17,陳亭妃,109年立法委員選舉,第2次賸餘,1100117,當選後與其公務有關之費用支出,永康中正南路站,80311049,0.00,895.00,,,,油資,金錢,,,,,,,,,,
18,陳亭妃,109年立法委員選舉,第2次賸餘,1100119,當選後與其公務有關之費用支出,加倍平安創意實業社,40869569,0.00,33200.00,,,,製作競選物品或宣傳廣告費用（物品名稱-名片座）,金錢,臺南市安平區****,,,,,,,,,
19,陳亭妃,109年立法委員選舉,第2次賸餘,1100119,當選後與其公務有關之費用支出,炫煒數位影像科技有限公司,45891718,0.00,132666.00,,,,租用廣告看板或車體廣告費用,金錢,臺南市永康區****,,,,,,,,,
20,陳亭妃,109年立法委員選舉,第2次賸餘,1100119,當選後與其公務有關之費用支出,中華郵政股份有限公司台南成功路郵局,69109808,0.00,3360.00,,,,郵寄物品費用,金錢,臺南市北區成****,,,,,,,,,
21,陳亭妃,109年立法委員選舉,第2次賸餘,1100120,當選後與其公務有關之費用支出,台灣電力公司,68887960,0.00,11661.00,,,,水電瓦斯費用,金錢,臺南市中西區****,,,,,,,,,
