序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,李有宜,113年立法委員選舉,首次申報,1120820,租用競選辦事處支出,蔡雪嬌,,0.00,28000.00,,,,租用競選辦事處費用,金錢,新北市蘆洲區****,,否,,,,,,,
2,李有宜,113年立法委員選舉,首次申報,1120908,交通旅運支出,冰宇科技股份有限公司,83742417,0.00,23400.00,,,,其他與交通旅運有關之費用,金錢,新北市新店區****,,否,,,,,,,
3,李有宜,113年立法委員選舉,首次申報,1120908,雜支支出,應援科技股份有限公司,83763685,0.00,513.00,,,,應援金流手續費,金錢,臺北市內湖區****,,否,,,,,,,
4,李有宜,113年立法委員選舉,首次申報,1120912,雜支支出,豐郡生活館有限公司,54875296,0.00,129.00,,,,文具用品費用,金錢,新北市蘆洲區****,,否,,,,,,,
5,李有宜,113年立法委員選舉,首次申報,1120912,雜支支出,豐郡生活館有限公司,54875296,0.00,41.00,,,,雜項購置或修繕費用,金錢,新北市蘆洲區****,,否,,,,,,,
6,李有宜,113年立法委員選舉,首次申報,1120912,交通旅運支出,台灣普客二四股份有限公司蘆洲長安街停車場,91256466,0.00,50.00,,,,停車費,金錢,新北市蘆洲區****,,否,,,,,,,
7,李有宜,113年立法委員選舉,首次申報,1120915,交通旅運支出,台灣中油（股）公司油品行銷事業部台北營業處蘆洲加油站,36242565,0.00,500.00,,,,油資,金錢,新北市蘆洲區****,,否,,,,,,,
8,李有宜,113年立法委員選舉,首次申報,1120916,交通旅運支出,聯華能源股份有限公司聯華五股站,29277954,0.00,770.00,,,,油資,金錢,新北市五股區****,,否,,,,,,,
9,李有宜,113年立法委員選舉,首次申報,1120916,雜支支出,台灣電力股份有限公司台北西區營業處,34096996,0.00,236.00,,,,水電瓦斯費用,金錢,新北市新莊區****,,否,,,,,,,
10,李有宜,113年立法委員選舉,首次申報,1120918,宣傳支出,潤嘉實業有限公司,27807773,0.00,6510.00,,,,製作競選物品或宣傳廣告費用,金錢,新北市中和區****,,否,,,,,,,
11,李有宜,113年立法委員選舉,首次申報,1120919,雜支支出,豐郡生活館有限公司,54875296,0.00,80.00,,,,文具用品費用,金錢,新北市蘆洲區****,,否,,,,,,,
12,李有宜,113年立法委員選舉,首次申報,1120920,租用競選辦事處支出,蔡雪嬌,,0.00,28000.00,,,,租用競選辦事處費用,金錢,新北市蘆洲區****,,否,,,,,,,
