序號,擬參選人／政黨,選舉名稱,申報序號／年度,交易日期,收支科目,捐贈者／支出對象,身分證／統一編號,收入金額,支出金額,捐贈方式,存入專戶日期,返還/繳庫,支出用途,金錢類,地址,聯絡電話,應揭露之支出對象,支出對象之內部人員姓名,支出對象之內部人員職稱,政黨之內部人員姓名,政黨之內部人員職稱,關係,更正註記,資料更正日期
1,台灣動物保護黨,,111,1110905,雜支支出,全國電子股份有限公司,,0.00,1490.00,,,,藍牙音箱,金錢,臺北市文山區****,,否,,,,,,,
2,台灣動物保護黨,,111,1110905,選務費用支出,萬芳數位快印有限公司,,0.00,630.00,,,,印刷品（珍珠版輸出）,金錢,臺北市文山區****,,否,,,,,,,
3,台灣動物保護黨,,111,1110905,選務費用支出,力達廣告社,,0.00,1344.00,,,,手舉牌,金錢,臺中市北屯區****,,否,,,,,,,
4,台灣動物保護黨,,111,1110916,選務費用支出,萬芳數位快印有限公司,,0.00,4200.00,,,,傳單印刷費,金錢,臺北市文山區****,,否,,,,,,,
5,台灣動物保護黨,,111,1110918,雜支支出,富邦媒體科技股份有限公司,,0.00,1214.00,,,,藍芽擴音器,金錢,臺北市內湖區****,,否,,,,,,,
6,台灣動物保護黨,,111,1110920,選務費用支出,萬芳數位快印有限公司,,0.00,788.00,,,,印刷品輸出,金錢,臺北市文山區****,,否,,,,,,,
7,台灣動物保護黨,,111,1111003,返還捐贈支出,轉輪王投資股份有限公司,83177778,0.00,20000.00,,,,返還,金錢,臺北市北投區****,,否,,,,,,,
8,台灣動物保護黨,,111,1111003,選務費用支出,立大林數位印刷有限公司,,0.00,1260.00,,,,帆布輸出,金錢,新北市三重區****,,否,,,,,,,
9,台灣動物保護黨,,111,1111015,雜支支出,立大林數位印刷有限公司,,0.00,12495.00,,,,動保黨背心與肩帶,金錢,新北市三重區****,,否,,,,,,,
10,台灣動物保護黨,,111,1111023,雜支支出,富邦媒體科技股份有限公司,,0.00,948.00,,,,G隨身碟,金錢,臺北市內湖區****,,否,,,,,,,
11,台灣動物保護黨,,111,1111024,選務費用支出,加點創意股份有限公司,,0.00,1200.00,,,,音樂授權費（宣傳車背景音樂）,金錢,臺北市中山區****,,否,,,,,,,
12,台灣動物保護黨,,111,1111026,雜支支出,鑽石科技有限公司,,0.00,9000.00,,,,音響與擴音器,金錢,臺北市松山區****,,否,,,,,,,
